county,precinct,office,district,candidate,party,election_day,early_voting,mail,votes
Fountain,LOGAN 1,President,,Andre Ramon McNeil Sr.,,0,0,0,0
Fountain,LOGAN 1,President,,Carol Asher,,0,0,0,0
Fountain,LOGAN 1,President,,Cherunda Lyn Fox,,0,0,0,0
Fountain,LOGAN 1,President,,Cornel West,,0,0,0,0
Fountain,LOGAN 1,President,,Doug Jenkins,,0,0,0,0
Fountain,LOGAN 1,President,,Paij Boring,,0,0,0,0
Fountain,LOGAN 1,President,,Peter Sonski,,0,0,0,0
Fountain,LOGAN 1,President,,Shondra Irving,,0,0,0,0
Fountain,LOGAN 1,President,,Susan Maude Buchser,,0,0,0,0
Fountain,LOGAN 1,President,,Tom Hoefling,,0,0,0,0
Fountain,LOGAN 1,President,,William Cody Nalbach,,0,0,0,0
Fountain,LOGAN 1,President,,Under Votes,,1,0,0,1
Fountain,LOGAN 1,President,,Over Votes,,0,0,0,0
Fountain,LOGAN 1,President,,Write-ins,,0,0,0,0
Fountain,LOGAN 1,U.S. Senate,,JIM BANKS,REP,121,35,17,173
Fountain,LOGAN 1,U.S. Senate,,VALERIE McCRAY,DEM,15,8,10,33
Fountain,LOGAN 1,U.S. Senate,,ANDREW HORNING,LIB,2,0,0,2
Fountain,LOGAN 1,U.S. Senate,,Antonio Xavier Alvarez,,0,0,0,0
Fountain,LOGAN 1,U.S. Senate,,Phillip D. Beachy (Phil),,0,0,0,0
Fountain,LOGAN 1,U.S. Senate,,Under Votes,,1,1,1,3
Fountain,LOGAN 1,U.S. Senate,,Over Votes,,0,0,0,0
Fountain,LOGAN 1,U.S. Senate,,Write-ins,,0,0,0,0
Fountain,LOGAN 1,Governor,,MIKE BRAUN MICAH BECKWITH,REP,105,35,16,156
Fountain,LOGAN 1,Governor,,JENNIFER G. McCORMICK TERRY GOODIN,DEM,25,9,11,45
Fountain,LOGAN 1,Governor,,DONALD RAINWATER TONYA HUDSON,LIB,8,0,1,9
Fountain,LOGAN 1,Governor,,Christopher Ryan Stried,,0,0,0,0
Fountain,LOGAN 1,Governor,,Under Votes,,1,0,0,1
Fountain,LOGAN 1,Governor,,Over Votes,,0,0,0,0
Fountain,LOGAN 1,Governor,,Write-ins,,0,0,0,0
Fountain,LOGAN 1,Attorney General,,TODD ROKITA,REP,119,34,18,171
Fountain,LOGAN 1,Attorney General,,DESTINY WELLS,DEM,19,9,10,38
Fountain,LOGAN 1,Attorney General,,Under Votes,,1,1,0,2
Fountain,LOGAN 1,Attorney General,,Over Votes,,0,0,0,0
Fountain,LOGAN 1,Attorney General,,Write-ins,,0,0,0,0
Fountain,LOGAN 1,U.S. House,4,JIM BAIRD,REP,113,35,18,166
Fountain,LOGAN 1,U.S. House,4,DERRICK HOLDER,DEM,19,8,9,36
Fountain,LOGAN 1,U.S. House,4,ASHLEY GROFF,LIB,4,0,0,4
Fountain,LOGAN 1,U.S. House,4,Under Votes,,3,1,1,5
Fountain,LOGAN 1,U.S. House,4,Over Votes,,0,0,0,0
Fountain,LOGAN 1,U.S. House,4,Write-ins,,0,0,0,0
Fountain,LOGAN 1,State House,13,MATTHEW (MATT) COMMONS,REP,124,36,17,177
Fountain,LOGAN 1,State House,13,EDWARD (ED) MOYER JR.,DEM,14,8,10,32
Fountain,LOGAN 1,State House,13,Under Votes,,1,0,1,2
Fountain,LOGAN 1,State House,13,Over Votes,,0,0,0,0
Fountain,LOGAN 1,State House,13,Write-ins,,0,0,0,0
Fountain,LOGAN 1,COUNTY AUDITOR,,KIM JOHNSON,REP,126,35,21,182
Fountain,LOGAN 1,COUNTY AUDITOR,,Under Votes,,13,9,7,29
Fountain,LOGAN 1,COUNTY AUDITOR,,Over Votes,,0,0,0,0
Fountain,LOGAN 1,COUNTY AUDITOR,,Write-ins,,0,0,0,0
Fountain,LOGAN 1,COUNTY TREASURER,,TIFFANY GRUBB-WELLS,REP,126,36,21,183
Fountain,LOGAN 1,COUNTY TREASURER,,Under Votes,,13,8,7,28
Fountain,LOGAN 1,COUNTY TREASURER,,Over Votes,,0,0,0,0
Fountain,LOGAN 1,COUNTY TREASURER,,Write-ins,,0,0,0,0
Fountain,LOGAN 1,COUNTY CORONER,,KAYLA A HOLT,REP,127,35,21,183
Fountain,LOGAN 1,COUNTY CORONER,,Under Votes,,12,9,7,28
Fountain,LOGAN 1,COUNTY CORONER,,Over Votes,,0,0,0,0
Fountain,LOGAN 1,COUNTY CORONER,,Write-ins,,0,0,0,0
Fountain,LOGAN 1,County Commissioner,1,AARON FRUITS,REP,116,35,17,168
Fountain,LOGAN 1,County Commissioner,1,KATHY POSTON,DEM,22,9,11,42
Fountain,LOGAN 1,County Commissioner,1,Under Votes,,1,0,0,1
Fountain,LOGAN 1,County Commissioner,1,Over Votes,,0,0,0,0
Fountain,LOGAN 1,County Commissioner,1,Write-ins,,0,0,0,0
Fountain,LOGAN 1,County Commissioner,2,KENNETH KW RICE,REP,112,32,17,161
Fountain,LOGAN 1,County Commissioner,2,LEXXI HADDOCK,DEM,26,11,10,47
Fountain,LOGAN 1,County Commissioner,2,Under Votes,,1,1,1,3
Fountain,LOGAN 1,County Commissioner,2,Over Votes,,0,0,0,0
Fountain,LOGAN 1,County Commissioner,2,Write-ins,,0,0,0,0
Fountain,LOGAN 1,"COUNTY COUNCIL, AT LARGE",,KELLY CARLSON,REP,89,31,17,137
Fountain,LOGAN 1,"COUNTY COUNCIL, AT LARGE",,JEFFREY C CARVER,REP,72,20,15,107
Fountain,LOGAN 1,"COUNTY COUNCIL, AT LARGE",,TODD HEGG,REP,64,23,14,101
Fountain,LOGAN 1,"COUNTY COUNCIL, AT LARGE",,MARK BERTOLINO,DEM,9,5,10,24
Fountain,LOGAN 1,"COUNTY COUNCIL, AT LARGE",,TOM BOOE,DEM,19,10,9,38
Fountain,LOGAN 1,"COUNTY COUNCIL, AT LARGE",,CRAIG VANHOOK,DEM,20,10,9,39
Fountain,LOGAN 1,"COUNTY COUNCIL, AT LARGE",,Under Votes,,144,33,10,187
Fountain,LOGAN 1,"COUNTY COUNCIL, AT LARGE",,Over Votes,,0,0,0,0
Fountain,LOGAN 1,"COUNTY COUNCIL, AT LARGE",,Write-ins,,0,0,0,0
Fountain,LOGAN 1,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, CITY OF ATTICA - Vote for two (2) only",,CHRISTOPHER W GAYLER,NON,94,30,22,146
Fountain,LOGAN 1,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, CITY OF ATTICA - Vote for two (2) only",,CHRIS VAN DE WATER,NON,67,16,19,102
Fountain,LOGAN 1,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, CITY OF ATTICA - Vote for two (2) only",,Under Votes,,117,42,15,174
Fountain,LOGAN 1,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, CITY OF ATTICA - Vote for two (2) only",,Over Votes,,0,0,0,0
Fountain,LOGAN 1,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, CITY OF ATTICA - Vote for two (2) only",,Write-ins,,0,0,0,0
Fountain,LOGAN 1,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, LOGAN",,LAURA PIERCE,NON,102,28,21,151
Fountain,LOGAN 1,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, LOGAN",,Under Votes,,37,16,7,60
Fountain,LOGAN 1,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, LOGAN",,Over Votes,,0,0,0,0
Fountain,LOGAN 1,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, LOGAN",,Write-ins,,0,0,0,0
Fountain,LOGAN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,YES,,72,28,20,120
Fountain,LOGAN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,NO,,38,7,4,49
Fountain,LOGAN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Under Votes,,29,9,4,42
Fountain,LOGAN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Over Votes,,0,0,0,0
Fountain,LOGAN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Write-ins,,0,0,0,0
Fountain,LOGAN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,YES,,64,26,17,107
Fountain,LOGAN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,NO,,43,6,6,55
Fountain,LOGAN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Under Votes,,32,12,5,49
Fountain,LOGAN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Over Votes,,0,0,0,0
Fountain,LOGAN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Write-ins,,0,0,0,0
Fountain,LOGAN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,YES,,67,25,17,109
Fountain,LOGAN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,NO,,39,7,6,52
Fountain,LOGAN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Under Votes,,33,12,5,50
Fountain,LOGAN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Over Votes,,0,0,0,0
Fountain,LOGAN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Write-ins,,0,0,0,0
Fountain,LOGAN 1,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,YES,,70,24,17,111
Fountain,LOGAN 1,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,NO,,37,7,6,50
Fountain,LOGAN 1,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Under Votes,,32,13,5,50
Fountain,LOGAN 1,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Over Votes,,0,0,0,0
Fountain,LOGAN 1,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Write-ins,,0,0,0,0
Fountain,LOGAN 1,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,YES,,67,24,17,108
Fountain,LOGAN 1,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,NO,,39,7,6,52
Fountain,LOGAN 1,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Under Votes,,33,13,5,51
Fountain,LOGAN 1,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Over Votes,,0,0,0,0
Fountain,LOGAN 1,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Write-ins,,0,0,0,0
Fountain,LOGAN 2,Registered Voters,,,,,,,1098
Fountain,LOGAN 2,Ballots Cast,,,,,,,556
Fountain,LOGAN 2,Straight Party,,REPUBLICAN PARTY,REP,183,40,51,274
Fountain,LOGAN 2,Straight Party,,DEMOCRATIC PARTY,DEM,51,18,12,81
Fountain,LOGAN 2,Straight Party,,LIBERTARIAN PARTY,LIB,2,0,0,2
Fountain,LOGAN 2,Straight Party,,WE THE PEOPLE PARTY,WTP,5,1,0,6
Fountain,LOGAN 2,Straight Party,,Under Votes,,121,35,37,193
Fountain,LOGAN 2,Straight Party,,Over Votes,,0,0,0,0
Fountain,LOGAN 2,Straight Party,,Write-ins,,0,0,0,0
Fountain,LOGAN 2,PUBLIC QUESTION #1,,YES,,172,47,28,247
Fountain,LOGAN 2,PUBLIC QUESTION #1,,NO,,142,40,49,231
Fountain,LOGAN 2,PUBLIC QUESTION #1,,Under Votes,,48,7,23,78
Fountain,LOGAN 2,PUBLIC QUESTION #1,,Over Votes,,0,0,0,0
Fountain,LOGAN 2,PUBLIC QUESTION #1,,Write-ins,,0,0,0,0
Fountain,LOGAN 2,President,,Donald J. Trump,REP,265,58,64,387
Fountain,LOGAN 2,President,,Kamala D. Harris,DEM,85,34,35,154
Fountain,LOGAN 2,President,,Chase Oliver,LIB,1,0,0,1
Fountain,LOGAN 2,President,,Robert F. Kennedy Jr.,WTP,7,1,1,9
Fountain,LOGAN 2,President,,Andre Ramon McNeil Sr.,,0,0,0,0
Fountain,LOGAN 2,President,,Carol Asher,,0,0,0,0
Fountain,LOGAN 2,President,,Cherunda Lyn Fox,,0,0,0,0
Fountain,LOGAN 2,President,,Cornel West,,0,0,0,0
Fountain,LOGAN 2,President,,Doug Jenkins,,0,0,0,0
Fountain,LOGAN 2,President,,Paij Boring,,0,0,0,0
Fountain,LOGAN 2,President,,Peter Sonski,,0,0,0,0
Fountain,LOGAN 2,President,,Shondra Irving,,0,0,0,0
Fountain,LOGAN 2,President,,Susan Maude Buchser,,0,0,0,0
Fountain,LOGAN 2,President,,Tom Hoefling,,0,0,0,0
Fountain,LOGAN 2,President,,William Cody Nalbach,,0,0,0,0
Fountain,LOGAN 2,President,,Under Votes,,4,1,0,5
Fountain,LOGAN 2,President,,Over Votes,,0,0,0,0
Fountain,LOGAN 2,President,,Write-ins,,0,0,0,0
Fountain,LOGAN 2,U.S. Senate,,JIM BANKS,REP,255,59,62,376
Fountain,LOGAN 2,U.S. Senate,,VALERIE McCRAY,DEM,89,32,35,156
Fountain,LOGAN 2,U.S. Senate,,ANDREW HORNING,LIB,14,3,2,19
Fountain,LOGAN 2,U.S. Senate,,Antonio Xavier Alvarez,,0,0,0,0
Fountain,LOGAN 2,U.S. Senate,,Phillip D. Beachy (Phil),,0,0,0,0
Fountain,LOGAN 2,U.S. Senate,,Under Votes,,4,0,1,5
Fountain,LOGAN 2,U.S. Senate,,Over Votes,,0,0,0,0
Fountain,LOGAN 2,U.S. Senate,,Write-ins,,0,0,0,0
Fountain,LOGAN 2,Governor,,MIKE BRAUN MICAH BECKWITH,REP,223,53,64,340
Fountain,LOGAN 2,Governor,,JENNIFER G. McCORMICK TERRY GOODIN,DEM,101,35,32,168
Fountain,LOGAN 2,Governor,,DONALD RAINWATER TONYA HUDSON,LIB,30,6,3,39
Fountain,LOGAN 2,Governor,,Christopher Ryan Stried,,0,0,0,0
Fountain,LOGAN 2,Governor,,Under Votes,,8,0,1,9
Fountain,LOGAN 2,Governor,,Over Votes,,0,0,0,0
Fountain,LOGAN 2,Governor,,Write-ins,,0,0,0,0
Fountain,LOGAN 2,Attorney General,,TODD ROKITA,REP,245,56,66,367
Fountain,LOGAN 2,Attorney General,,DESTINY WELLS,DEM,111,36,33,180
Fountain,LOGAN 2,Attorney General,,Under Votes,,6,2,1,9
Fountain,LOGAN 2,Attorney General,,Over Votes,,0,0,0,0
Fountain,LOGAN 2,Attorney General,,Write-ins,,0,0,0,0
Fountain,LOGAN 2,U.S. House,4,JIM BAIRD,REP,250,62,66,378
Fountain,LOGAN 2,U.S. House,4,DERRICK HOLDER,DEM,84,29,30,143
Fountain,LOGAN 2,U.S. House,4,ASHLEY GROFF,LIB,21,2,3,26
Fountain,LOGAN 2,U.S. House,4,Under Votes,,7,1,1,9
Fountain,LOGAN 2,U.S. House,4,Over Votes,,0,0,0,0
Fountain,LOGAN 2,U.S. House,4,Write-ins,,0,0,0,0
Fountain,LOGAN 2,State House,13,MATTHEW (MATT) COMMONS,REP,278,70,69,417
Fountain,LOGAN 2,State House,13,EDWARD (ED) MOYER JR.,DEM,77,23,29,129
Fountain,LOGAN 2,State House,13,Under Votes,,7,1,2,10
Fountain,LOGAN 2,State House,13,Over Votes,,0,0,0,0
Fountain,LOGAN 2,State House,13,Write-ins,,0,0,0,0
Fountain,LOGAN 2,COUNTY AUDITOR,,KIM JOHNSON,REP,294,69,76,439
Fountain,LOGAN 2,COUNTY AUDITOR,,Under Votes,,68,25,24,117
Fountain,LOGAN 2,COUNTY AUDITOR,,Over Votes,,0,0,0,0
Fountain,LOGAN 2,COUNTY AUDITOR,,Write-ins,,0,0,0,0
Fountain,LOGAN 2,COUNTY TREASURER,,TIFFANY GRUBB-WELLS,REP,296,69,76,441
Fountain,LOGAN 2,COUNTY TREASURER,,Under Votes,,66,25,24,115
Fountain,LOGAN 2,COUNTY TREASURER,,Over Votes,,0,0,0,0
Fountain,LOGAN 2,COUNTY TREASURER,,Write-ins,,0,0,0,0
Fountain,LOGAN 2,COUNTY CORONER,,KAYLA A HOLT,REP,293,70,74,437
Fountain,LOGAN 2,COUNTY CORONER,,Under Votes,,69,24,26,119
Fountain,LOGAN 2,COUNTY CORONER,,Over Votes,,0,0,0,0
Fountain,LOGAN 2,COUNTY CORONER,,Write-ins,,0,0,0,0
Fountain,LOGAN 2,County Commissioner,1,AARON FRUITS,REP,251,63,64,378
Fountain,LOGAN 2,County Commissioner,1,KATHY POSTON,DEM,103,31,33,167
Fountain,LOGAN 2,County Commissioner,1,Under Votes,,8,0,3,11
Fountain,LOGAN 2,County Commissioner,1,Over Votes,,0,0,0,0
Fountain,LOGAN 2,County Commissioner,1,Write-ins,,0,0,0,0
Fountain,LOGAN 2,County Commissioner,2,KENNETH KW RICE,REP,220,56,61,337
Fountain,LOGAN 2,County Commissioner,2,LEXXI HADDOCK,DEM,136,38,36,210
Fountain,LOGAN 2,County Commissioner,2,Under Votes,,6,0,3,9
Fountain,LOGAN 2,County Commissioner,2,Over Votes,,0,0,0,0
Fountain,LOGAN 2,County Commissioner,2,Write-ins,,0,0,0,0
Fountain,LOGAN 2,"COUNTY COUNCIL, AT LARGE",,KELLY CARLSON,REP,211,64,48,323
Fountain,LOGAN 2,"COUNTY COUNCIL, AT LARGE",,JEFFREY C CARVER,REP,154,39,33,226
Fountain,LOGAN 2,"COUNTY COUNCIL, AT LARGE",,TODD HEGG,REP,150,41,37,228
Fountain,LOGAN 2,"COUNTY COUNCIL, AT LARGE",,MARK BERTOLINO,DEM,63,17,21,101
Fountain,LOGAN 2,"COUNTY COUNCIL, AT LARGE",,TOM BOOE,DEM,86,32,29,147
Fountain,LOGAN 2,"COUNTY COUNCIL, AT LARGE",,CRAIG VANHOOK,DEM,61,16,22,99
Fountain,LOGAN 2,"COUNTY COUNCIL, AT LARGE",,Under Votes,,361,73,110,544
Fountain,LOGAN 2,"COUNTY COUNCIL, AT LARGE",,Over Votes,,0,0,0,0
Fountain,LOGAN 2,"COUNTY COUNCIL, AT LARGE",,Write-ins,,0,0,0,0
Fountain,LOGAN 2,"CITY COMMON COUNCIL, DISTRICT 3",,NATHAN MAUS,REP,311,74,74,459
Fountain,LOGAN 2,"CITY COMMON COUNCIL, DISTRICT 3",,Under Votes,,51,20,26,97
Fountain,LOGAN 2,"CITY COMMON COUNCIL, DISTRICT 3",,Over Votes,,0,0,0,0
Fountain,LOGAN 2,"CITY COMMON COUNCIL, DISTRICT 3",,Write-ins,,0,0,0,0
Fountain,LOGAN 2,"CITY COMMON COUNCIL, DISTRICT 5",,JOHNNY SMITH,REP,277,65,69,411
Fountain,LOGAN 2,"CITY COMMON COUNCIL, DISTRICT 5",,Under Votes,,85,29,31,145
Fountain,LOGAN 2,"CITY COMMON COUNCIL, DISTRICT 5",,Over Votes,,0,0,0,0
Fountain,LOGAN 2,"CITY COMMON COUNCIL, DISTRICT 5",,Write-ins,,0,0,0,0
Fountain,LOGAN 2,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, CITY OF ATTICA - Vote for two (2) only",,CHRISTOPHER W GAYLER,NON,245,63,60,368
Fountain,LOGAN 2,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, CITY OF ATTICA - Vote for two (2) only",,CHRIS VAN DE WATER,NON,150,44,36,230
Fountain,LOGAN 2,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, CITY OF ATTICA - Vote for two (2) only",,Under Votes,,329,81,104,514
Fountain,LOGAN 2,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, CITY OF ATTICA - Vote for two (2) only",,Over Votes,,0,0,0,0
Fountain,LOGAN 2,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, CITY OF ATTICA - Vote for two (2) only",,Write-ins,,0,0,0,0
Fountain,LOGAN 2,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, LOGAN",,LAURA PIERCE,NON,254,67,56,377
Fountain,LOGAN 2,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, LOGAN",,Under Votes,,108,27,44,179
Fountain,LOGAN 2,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, LOGAN",,Over Votes,,0,0,0,0
Fountain,LOGAN 2,"SCHOOL BOARD MEMBER FOUNTAIN ATTICA SCHOOL BOARD, LOGAN",,Write-ins,,0,0,0,0
Fountain,LOGAN 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,YES,,169,60,48,277
Fountain,LOGAN 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,NO,,112,20,18,150
Fountain,LOGAN 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Under Votes,,81,14,34,129
Fountain,LOGAN 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Over Votes,,0,0,0,0
Fountain,LOGAN 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Write-ins,,0,0,0,0
Fountain,LOGAN 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,YES,,174,50,43,267
Fountain,LOGAN 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,NO,,93,29,20,142
Fountain,LOGAN 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Under Votes,,95,15,37,147
Fountain,LOGAN 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Over Votes,,0,0,0,0
Fountain,LOGAN 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Write-ins,,0,0,0,0
Fountain,LOGAN 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,YES,,173,53,42,268
Fountain,LOGAN 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,NO,,90,26,20,136
Fountain,LOGAN 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Under Votes,,99,15,38,152
Fountain,LOGAN 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Over Votes,,0,0,0,0
Fountain,LOGAN 2,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Write-ins,,0,0,0,0
Fountain,LOGAN 2,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,YES,,176,54,45,275
Fountain,LOGAN 2,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,NO,,88,25,17,130
Fountain,LOGAN 2,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Under Votes,,98,15,38,151
Fountain,LOGAN 2,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Over Votes,,0,0,0,0
Fountain,LOGAN 2,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Write-ins,,0,0,0,0
Fountain,LOGAN 2,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,YES,,176,48,46,270
Fountain,LOGAN 2,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,NO,,90,29,18,137
Fountain,LOGAN 2,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Under Votes,,96,17,36,149
Fountain,LOGAN 2,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Over Votes,,0,0,0,0
Fountain,LOGAN 2,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Write-ins,,0,0,0,0
Fountain,LOGAN 3,Registered Voters,,,,,,,1031
Fountain,LOGAN 3,Ballots Cast,,,,,,,659
Fountain,LOGAN 3,Straight Party,,REPUBLICAN PARTY,REP,202,91,29,322
Fountain,LOGAN 3,Straight Party,,DEMOCRATIC PARTY,DEM,33,22,16,71
Fountain,LOGAN 3,Straight Party,,LIBERTARIAN PARTY,LIB,3,0,0,3
Fountain,LOGAN 3,Straight Party,,WE THE PEOPLE PARTY,WTP,5,0,0,5
Fountain,LOGAN 3,Straight Party,,Under Votes,,142,72,44,258
Fountain,LOGAN 3,Straight Party,,Over Votes,,0,0,0,0
Fountain,LOGAN 3,Straight Party,,Write-ins,,0,0,0,0
Fountain,LOGAN 3,PUBLIC QUESTION #1,,YES,,183,86,35,304
Fountain,LOGAN 3,PUBLIC QUESTION #1,,NO,,159,78,34,271
Fountain,LOGAN 3,PUBLIC QUESTION #1,,Under Votes,,43,21,20,84
Fountain,LOGAN 3,PUBLIC QUESTION #1,,Over Votes,,0,0,0,0
Fountain,LOGAN 3,PUBLIC QUESTION #1,,Write-ins,,0,0,0,0
Fountain,LOGAN 3,President,,Donald J. Trump,REP,304,128,49,481
Fountain,LOGAN 3,President,,Kamala D. Harris,DEM,74,53,38,165
Fountain,LOGAN 3,President,,Chase Oliver,LIB,1,0,0,1
Fountain,LOGAN 3,President,,Robert F. Kennedy Jr.,WTP,4,0,2,6
Fountain,LOGAN 3,President,,Andre Ramon McNeil Sr.,,0,0,0,0
Fountain,LOGAN 3,President,,Carol Asher,,0,0,0,0
Fountain,LOGAN 3,President,,Cherunda Lyn Fox,,0,0,0,0
Fountain,LOGAN 3,President,,Cornel West,,0,0,0,0
Fountain,LOGAN 3,President,,Doug Jenkins,,0,0,0,0
Fountain,LOGAN 3,President,,Paij Boring,,0,0,0,0
Fountain,LOGAN 3,President,,Peter Sonski,,0,0,0,0
Fountain,LOGAN 3,President,,Shondra Irving,,0,0,0,0
Fountain,LOGAN 3,President,,Susan Maude Buchser,,0,0,0,0
Fountain,LOGAN 3,President,,Tom Hoefling,,0,0,0,0
Fountain,LOGAN 3,President,,William Cody Nalbach,,0,0,0,0
Fountain,LOGAN 3,President,,Under Votes,,2,4,0,6
Fountain,LOGAN 3,President,,Over Votes,,0,0,0,0
Fountain,LOGAN 3,President,,Write-ins,,0,0,0,0
Fountain,LOGAN 3,U.S. Senate,,JIM BANKS,REP,297,125,48,470
Fountain,LOGAN 3,U.S. Senate,,VALERIE McCRAY,DEM,71,51,39,161
Fountain,LOGAN 3,U.S. Senate,,ANDREW HORNING,LIB,13,5,1,19
Fountain,LOGAN 3,U.S. Senate,,Antonio Xavier Alvarez,,0,0,0,0
Fountain,LOGAN 3,U.S. Senate,,Phillip D. Beachy (Phil),,0,0,0,0
Fountain,LOGAN 3,U.S. Senate,,Under Votes,,4,4,1,9
Fountain,LOGAN 3,U.S. Senate,,Over Votes,,0,0,0,0
Fountain,LOGAN 3,U.S. Senate,,Write-ins,,0,0,0,0
Fountain,LOGAN 3,Governor,,MIKE BRAUN MICAH BECKWITH,REP,268,115,47,430
Fountain,LOGAN 3,Governor,,JENNIFER G. McCORMICK TERRY GOODIN,DEM,83,58,38,179
Fountain,LOGAN 3,Governor,,DONALD RAINWATER TONYA HUDSON,LIB,32,10,2,44
Fountain,LOGAN 3,Governor,,Christopher Ryan Stried,,0,0,0,0
Fountain,LOGAN 3,Governor,,Under Votes,,2,2,2,6
Fountain,LOGAN 3,Governor,,Over Votes,,0,0,0,0
Fountain,LOGAN 3,Governor,,Write-ins,,0,0,0,0
Fountain,LOGAN 3,Attorney General,,TODD ROKITA,REP,302,127,48,477
Fountain,LOGAN 3,Attorney General,,DESTINY WELLS,DEM,79,55,38,172
