county,precinct,office,district,seats,party,candidate,votes,election_day,absentee
Carroll,0007 Deer Creek V,IN Supreme Court-MOLTER,,1,,Yes,381,148,233
Carroll,0007 Deer Creek V,IN Supreme Court-MOLTER,,1,,No,129,48,81
Carroll,0007 Deer Creek V,IN Supreme Court-MOLTER,,1,,Yes,367,144,223
Carroll,0007 Deer Creek V,IN Supreme Court-MOLTER,,1,,No,135,50,85
Carroll,0008 Democrat,Registered Voters,,,,,669,,
Carroll,0008 Democrat,Total Ballots Cast,,,,,462,191,271
Carroll,0008 Democrat,Public Question-Const Amendment,,1,,Yes,253,98,155
Carroll,0008 Democrat,Public Question-Const Amendment,,1,,No,186,85,101
Carroll,0008 Democrat,Straight Party,,1,REP,Republican,201,74,127
Carroll,0008 Democrat,Straight Party,,1,DEM,Democratic,46,21,25
Carroll,0008 Democrat,Straight Party,,1,LBT,Libertarian,0,0,0
Carroll,0008 Democrat,Straight Party,,1,WTP,We The People,0,0,0
Carroll,0008 Democrat,President,,1,REP,Donald J. TRUMP / JD VANCE,353,136,217
Carroll,0008 Democrat,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,94,50,44
Carroll,0008 Democrat,President,,1,LBT,Chase OLIVER / Mike TER MAAT,1,0,1
Carroll,0008 Democrat,President,,1,WTP,Robert F.KENNEDY JR. / Nichole SHANAHAN,2,1,1
Carroll,0008 Democrat,President,,1,,Write-In,4,2,2
Carroll,0008 Democrat,U.S. Senate,,1,REP,Jim BANKS,353,136,217
Carroll,0008 Democrat,U.S. Senate,,1,DEM,Valerie McCRAY,89,46,43
Carroll,0008 Democrat,U.S. Senate,,1,LBT,Andrew HORNING,13,7,6
Carroll,0008 Democrat,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,304,113,191
Carroll,0008 Democrat,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,107,57,50
Carroll,0008 Democrat,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,43,19,24
Carroll,0008 Democrat,Governor,,1,,Write-In,0,0,0
Carroll,0008 Democrat,Attorney General,,1,REP,Todd ROKITA,356,138,218
Carroll,0008 Democrat,Attorney General,,1,DEM,Destiny WELLS,99,52,47
Carroll,0008 Democrat,U.S. House,4,1,REP,Jim BAIRD,353,138,215
Carroll,0008 Democrat,U.S. House,4,1,DEM,Derrick HOLDER,83,43,40
Carroll,0008 Democrat,U.S. House,4,1,LBT,Ashley GROFF,17,7,10
Carroll,0008 Democrat,U.S. House,4,1,,Write-In,0,0,0
Carroll,0008 Democrat,State House,38,1,REP,Heath R. VANNATTER,358,137,221
Carroll,0008 Democrat,State House,38,1,DEM,Carl A. SEESE,93,50,43
Carroll,0008 Democrat,Circuit Court Judge,,1,REP,Shane Michael EVANS,411,174,237
Carroll,0008 Democrat,County Clerk,,1,REP,Sharon MILBURN,410,173,237
Carroll,0008 Democrat,County Recorder,,1,REP,Kathryn N O'FARRELL,414,176,238
Carroll,0008 Democrat,County Coroner,,1,REP,Kristin ENOCH,420,179,241
Carroll,0008 Democrat,County Surveyor,,1,REP,Bob GROSS,417,177,240
Carroll,0008 Democrat,County Commissioner,3,1,REP,William R BROWN (Bill),392,166,226
Carroll,0008 Democrat,County Council Member,At Large,3,,Angela (Angie) C BROWN,315,130,185
Carroll,0008 Democrat,County Council Member,At Large,3,,Sheri JOHNSON,322,134,188
Carroll,0008 Democrat,County Council Member,At Large,3,,Cody MARTIN,323,133,190
Carroll,0008 Democrat,School Board,1-Carroll,1,,Stacey BRAZEL,362,161,201
Carroll,0008 Democrat,IN Supreme Court-RUSH,,1,,Yes,316,132,184
Carroll,0008 Democrat,IN Supreme Court-RUSH,,1,,No,102,47,55
Carroll,0008 Democrat,IN Supreme Court-MASSA,,1,,Yes,320,136,184
Carroll,0008 Democrat,IN Supreme Court-MASSA,,1,,No,96,42,54
Carroll,0008 Democrat,IN Supreme Court-MOLTER,,1,,Yes,314,136,178
Carroll,0008 Democrat,IN Supreme Court-MOLTER,,1,,No,101,45,56
Carroll,0008 Democrat,IN Supreme Court-MOLTER,,1,,Yes,310,132,178
Carroll,0008 Democrat,IN Supreme Court-MOLTER,,1,,No,104,48,56
Carroll,0009 Jackson,Registered Voters,,,,,892,,
Carroll,0009 Jackson,Total Ballots Cast,,,,,587,380,207
Carroll,0009 Jackson,Public Question-Const Amendment,,1,,Yes,326,213,113
Carroll,0009 Jackson,Public Question-Const Amendment,,1,,No,247,160,87
Carroll,0009 Jackson,Straight Party,,1,REP,Republican,307,193,114
Carroll,0009 Jackson,Straight Party,,1,DEM,Democratic,63,39,24
Carroll,0009 Jackson,Straight Party,,1,LBT,Libertarian,0,0,0
Carroll,0009 Jackson,Straight Party,,1,WTP,We The People,0,0,0
Carroll,0009 Jackson,President,,1,REP,Donald J. TRUMP / JD VANCE,456,303,153
Carroll,0009 Jackson,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,113,64,49
Carroll,0009 Jackson,President,,1,LBT,Chase OLIVER / Mike TER MAAT,2,2,0
Carroll,0009 Jackson,President,,1,WTP,Robert F.KENNEDY JR. / Nichole SHANAHAN,9,9,0
Carroll,0009 Jackson,President,,1,,Write-In,2,2,0
Carroll,0009 Jackson,U.S. Senate,,1,REP,Jim BANKS,455,303,152
Carroll,0009 Jackson,U.S. Senate,,1,DEM,Valerie McCRAY,113,64,49
Carroll,0009 Jackson,U.S. Senate,,1,LBT,Andrew HORNING,15,12,3
Carroll,0009 Jackson,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,415,270,145
Carroll,0009 Jackson,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,131,77,54
Carroll,0009 Jackson,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,35,28,7
Carroll,0009 Jackson,Governor,,1,,Write-In,0,0,0
Carroll,0009 Jackson,Attorney General,,1,REP,Todd ROKITA,452,299,153
Carroll,0009 Jackson,Attorney General,,1,DEM,Destiny WELLS,129,77,52
Carroll,0009 Jackson,U.S. House,4,1,REP,Jim BAIRD,453,299,154
Carroll,0009 Jackson,U.S. House,4,1,DEM,Derrick HOLDER,110,62,48
Carroll,0009 Jackson,U.S. House,4,1,LBT,Ashley GROFF,19,16,3
Carroll,0009 Jackson,U.S. House,4,1,,Write-In,0,0,0
Carroll,0009 Jackson,State House,38,1,REP,Heath R. VANNATTER,452,302,150
Carroll,0009 Jackson,State House,38,1,DEM,Carl A. SEESE,129,74,55
Carroll,0009 Jackson,Circuit Court Judge,,1,REP,Shane Michael EVANS,546,350,196
Carroll,0009 Jackson,County Clerk,,1,REP,Sharon MILBURN,545,353,192
Carroll,0009 Jackson,County Recorder,,1,REP,Kathryn N O'FARRELL,540,352,188
Carroll,0009 Jackson,County Coroner,,1,REP,Kristin ENOCH,543,353,190
Carroll,0009 Jackson,County Surveyor,,1,REP,Bob GROSS,533,348,185
Carroll,0009 Jackson,County Commissioner,3,1,REP,William R BROWN (Bill),519,339,180
Carroll,0009 Jackson,County Council Member,At Large,3,,Angela (Angie) C BROWN,419,273,146
Carroll,0009 Jackson,County Council Member,At Large,3,,Sheri JOHNSON,418,272,146
Carroll,0009 Jackson,County Council Member,At Large,3,,Cody MARTIN,425,281,144
Carroll,0009 Jackson,IN Supreme Court-RUSH,,1,,Yes,416,266,150
Carroll,0009 Jackson,IN Supreme Court-RUSH,,1,,No,137,97,40
Carroll,0009 Jackson,IN Supreme Court-MASSA,,1,,Yes,404,261,143
Carroll,0009 Jackson,IN Supreme Court-MASSA,,1,,No,142,96,46
Carroll,0009 Jackson,IN Supreme Court-MOLTER,,1,,Yes,407,262,145
Carroll,0009 Jackson,IN Supreme Court-MOLTER,,1,,No,138,95,43
Carroll,0009 Jackson,IN Supreme Court-MOLTER,,1,,Yes,392,254,138
Carroll,0009 Jackson,IN Supreme Court-MOLTER,,1,,No,151,103,48
Carroll,0010 Jefferson I,Registered Voters,,,,,1164,,
Carroll,0010 Jefferson I,Total Ballots Cast,,,,,747,324,423
Carroll,0010 Jefferson I,Public Question-Const Amendment,,1,,Yes,389,178,211
Carroll,0010 Jefferson I,Public Question-Const Amendment,,1,,No,316,139,177
Carroll,0010 Jefferson I,Straight Party,,1,REP,Republican,362,170,192
Carroll,0010 Jefferson I,Straight Party,,1,DEM,Democratic,106,40,66
Carroll,0010 Jefferson I,Straight Party,,1,LBT,Libertarian,0,0,0
Carroll,0010 Jefferson I,Straight Party,,1,WTP,We The People,1,0,1
Carroll,0010 Jefferson I,President,,1,REP,Donald J. TRUMP / JD VANCE,525,244,281
Carroll,0010 Jefferson I,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,203,74,129
Carroll,0010 Jefferson I,President,,1,LBT,Chase OLIVER / Mike TER MAAT,2,1,1
Carroll,0010 Jefferson I,President,,1,WTP,Robert F.KENNEDY JR. / Nichole SHANAHAN,3,2,1
Carroll,0010 Jefferson I,President,,1,,Write-In,2,0,2
Carroll,0010 Jefferson I,U.S. Senate,,1,REP,Jim BANKS,517,236,281
Carroll,0010 Jefferson I,U.S. Senate,,1,DEM,Valerie McCRAY,189,67,122
Carroll,0010 Jefferson I,U.S. Senate,,1,LBT,Andrew HORNING,17,13,4
Carroll,0010 Jefferson I,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,472,215,257
Carroll,0010 Jefferson I,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,215,78,137
Carroll,0010 Jefferson I,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,41,26,15
Carroll,0010 Jefferson I,Governor,,1,,Write-In,0,0,0
Carroll,0010 Jefferson I,Attorney General,,1,REP,Todd ROKITA,528,245,283
Carroll,0010 Jefferson I,Attorney General,,1,DEM,Destiny WELLS,203,75,128
Carroll,0010 Jefferson I,U.S. House,4,1,REP,Jim BAIRD,525,237,288
Carroll,0010 Jefferson I,U.S. House,4,1,DEM,Derrick HOLDER,171,60,111
Carroll,0010 Jefferson I,U.S. House,4,1,LBT,Ashley GROFF,26,19,7
Carroll,0010 Jefferson I,U.S. House,4,1,,Write-In,0,0,0
Carroll,0010 Jefferson I,State House,38,1,REP,Heath R. VANNATTER,532,242,290
Carroll,0010 Jefferson I,State House,38,1,DEM,Carl A. SEESE,191,76,115
Carroll,0010 Jefferson I,Circuit Court Judge,,1,REP,Shane Michael EVANS,648,296,352
Carroll,0010 Jefferson I,County Clerk,,1,REP,Sharon MILBURN,660,301,359
Carroll,0010 Jefferson I,County Recorder,,1,REP,Kathryn N O'FARRELL,665,305,360
Carroll,0010 Jefferson I,County Coroner,,1,REP,Kristin ENOCH,661,302,359
Carroll,0010 Jefferson I,County Surveyor,,1,REP,Bob GROSS,661,304,357
Carroll,0010 Jefferson I,County Commissioner,3,1,REP,William R BROWN (Bill),648,297,351
Carroll,0010 Jefferson I,County Council Member,At Large,3,,Angela (Angie) C BROWN,549,257,292
Carroll,0010 Jefferson I,County Council Member,At Large,3,,Sheri JOHNSON,513,236,277
Carroll,0010 Jefferson I,County Council Member,At Large,3,,Cody MARTIN,509,232,277
Carroll,0010 Jefferson I,School Board At Large,,1,,Ryan David HURD,357,170,187
Carroll,0010 Jefferson I,School Board At Large,,1,,Charles J KUBLY,279,125,154
Carroll,0010 Jefferson I,School Board,2-Twin Lakes,1,,Becky O'FARRELL,630,291,339
Carroll,0010 Jefferson I,School Board,3-Twin Lakes,1,,Jason A LINGENFELTER,635,295,340
Carroll,0010 Jefferson I,School Board,4-Twin Lakes,1,,Michael J TRUE,612,282,330
Carroll,0010 Jefferson I,IN Supreme Court-RUSH,,1,,Yes,504,234,270
Carroll,0010 Jefferson I,IN Supreme Court-RUSH,,1,,No,174,68,106
Carroll,0010 Jefferson I,IN Supreme Court-MASSA,,1,,Yes,497,236,261
Carroll,0010 Jefferson I,IN Supreme Court-MASSA,,1,,No,173,63,110
Carroll,0010 Jefferson I,IN Supreme Court-MOLTER,,1,,Yes,504,241,263
Carroll,0010 Jefferson I,IN Supreme Court-MOLTER,,1,,No,156,56,100
Carroll,0010 Jefferson I,Court of Appeals Dist 4-PYLE III,4,1,,Yes,486,224,262
Carroll,0010 Jefferson I,Court of Appeals Dist 4-PYLE III,4,1,,No,177,72,105
Carroll,0010 Jefferson I,Public School Question-Twin Lakes,,1,,Yes,242,111,131
Carroll,0010 Jefferson I,Public School Question-Twin Lakes,,1,,No,470,208,262
Carroll,0011 Jefferson II,Registered Voters,,,,,737,,
Carroll,0011 Jefferson II,Public Question-Const Amendment,,1,,Yes,273,118,155
Carroll,0011 Jefferson II,Public Question-Const Amendment,,1,,No,181,77,104
Carroll,0011 Jefferson II,Straight Party,,1,REP,Republican,208,88,120
Carroll,0011 Jefferson II,Straight Party,,1,DEM,Democratic,55,19,36
Carroll,0011 Jefferson II,Straight Party,,1,LBT,Libertarian,0,0,0
Carroll,0011 Jefferson II,Straight Party,,1,WTP,We The People,4,2,2
Carroll,0011 Jefferson II,President,,1,REP,Donald J. TRUMP / JD VANCE,336,145,191
Carroll,0011 Jefferson II,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,111,41,70
Carroll,0011 Jefferson II,President,,1,LBT,Chase OLIVER / Mike TER MAAT,4,3,1
Carroll,0011 Jefferson II,President,,1,WTP,Robert F.KENNEDY JR. / Nichole SHANAHAN,8,4,4
Carroll,0011 Jefferson II,President,,1,,Write-In,3,3,0
Carroll,0011 Jefferson II,U.S. Senate,,1,REP,Jim BANKS,344,152,192
Carroll,0011 Jefferson II,U.S. Senate,,1,DEM,Valerie McCRAY,103,35,68
Carroll,0011 Jefferson II,U.S. Senate,,1,LBT,Andrew HORNING,13,8,5
Carroll,0011 Jefferson II,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,306,131,175
Carroll,0011 Jefferson II,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,117,42,75
Carroll,0011 Jefferson II,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,37,23,14
Carroll,0011 Jefferson II,Governor,,1,,Write-In,0,0,0
Carroll,0011 Jefferson II,Attorney General,,1,REP,Todd ROKITA,340,149,191
Carroll,0011 Jefferson II,Attorney General,,1,DEM,Destiny WELLS,121,47,74
Carroll,0011 Jefferson II,U.S. House,4,1,REP,Jim BAIRD,341,148,193
Carroll,0011 Jefferson II,U.S. House,4,1,DEM,Derrick HOLDER,104,38,66
Carroll,0011 Jefferson II,U.S. House,4,1,LBT,Ashley GROFF,16,10,6
Carroll,0011 Jefferson II,U.S. House,4,1,,Write-In,0,0,0
Carroll,0011 Jefferson II,State House,38,1,REP,Heath R. VANNATTER,346,157,189
Carroll,0011 Jefferson II,State House,38,1,DEM,Carl A. SEESE,114,39,75
Carroll,0011 Jefferson II,Circuit Court Judge,,1,REP,Shane Michael EVANS,403,175,228
Carroll,0011 Jefferson II,County Clerk,,1,REP,Sharon MILBURN,407,175,232
Carroll,0011 Jefferson II,County Recorder,,1,REP,Kathryn N O'FARRELL,413,177,236
Carroll,0011 Jefferson II,County Coroner,,1,REP,Kristin ENOCH,417,180,237
Carroll,0011 Jefferson II,County Surveyor,,1,REP,Bob GROSS,410,175,235
Carroll,0011 Jefferson II,County Commissioner,3,1,REP,William R BROWN (Bill),399,172,227
Carroll,0011 Jefferson II,County Council Member,,3,,Angela (Angie) C BROWN,321,143,178
Carroll,0011 Jefferson II,County Council Member,,3,,Sheri JOHNSON,309,135,174
Carroll,0011 Jefferson II,County Council Member,,3,,Cody MARTIN,322,142,180
Carroll,0011 Jefferson II,School Board At Large,,1,,Ryan David HURD,233,105,128
Carroll,0011 Jefferson II,School Board At Large,,1,,Charles J KUBLY,152,62,90
Carroll,0011 Jefferson II,School Board,2-Twin Lakes,1,,Becky O'FARRELL,394,172,222
Carroll,0011 Jefferson II,School Board,3-Twin Lakes,1,,Jason A LINGENFELTER,385,167,218
Carroll,0011 Jefferson II,School Board,4-Twin Lakes,1,,Michael J TRUE,373,157,216
Carroll,0011 Jefferson II,IN Supreme Court-RUSH,,1,,Yes,315,134,181
Carroll,0011 Jefferson II,IN Supreme Court-RUSH,,1,,No,116,45,71
Carroll,0011 Jefferson II,IN Supreme Court-MASSA,,1,,Yes,293,131,162
Carroll,0011 Jefferson II,IN Supreme Court-MASSA,,1,,No,122,42,80
Carroll,0011 Jefferson II,IN Supreme Court-MOLTER,,1,,Yes,298,131,167
Carroll,0011 Jefferson II,IN Supreme Court-MOLTER,,1,,No,120,45,75
Carroll,0011 Jefferson II,Court of Appeals Dist 4-PYLE III,4,1,,Yes,292,133,159
Carroll,0011 Jefferson II,Court of Appeals Dist 4-PYLE III,4,1,,No,120,41,79
Carroll,0011 Jefferson II,Public School Question-Twin Lakes,,1,,Yes,153,60,93
Carroll,0011 Jefferson II,Public School Question-Twin Lakes,,1,,No,305,137,168
Carroll,0012 Liberty,Registered Voters,,,,,319,,
Carroll,0012 Liberty,Total Ballots Cast,,,,,210,87,123
Carroll,0012 Liberty,Public Question-Const Amendment,,1,,Yes,118,48,70
Carroll,0012 Liberty,Public Question-Const Amendment,,1,,No,85,39,46
Carroll,0012 Liberty,Straight Party,,1,REP,Republican,93,41,52
Carroll,0012 Liberty,Straight Party,,1,DEM,Democratic,14,5,9
Carroll,0012 Liberty,Straight Party,,1,LBT,Libertarian,2,2,0
Carroll,0012 Liberty,Straight Party,,1,WTP,We The People,1,0,1
Carroll,0012 Liberty,President,,1,REP,Donald J. TRUMP / JD VANCE,165,71,94
Carroll,0012 Liberty,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,39,12,27
Carroll,0012 Liberty,President,,1,LBT,Chase OLIVER / Mike TER MAAT,3,3,0
Carroll,0012 Liberty,President,,1,WTP,Robert F.KENNEDY JR. / Nichole SHANAHAN,2,1,1
Carroll,0012 Liberty,President,,1,,Write-In,0,0,0
Carroll,0012 Liberty,U.S. Senate,,1,REP,Jim BANKS,163,71,92
Carroll,0012 Liberty,U.S. Senate,,1,DEM,Valerie McCRAY,41,12,29
Carroll,0012 Liberty,U.S. Senate,,1,LBT,Andrew HORNING,5,4,1
Carroll,0012 Liberty,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,143,59,84
Carroll,0012 Liberty,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,43,14,29
Carroll,0012 Liberty,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,24,14,10
Carroll,0012 Liberty,Governor,,1,,Write-In,0,0,0
Carroll,0012 Liberty,Attorney General,,1,REP,Todd ROKITA,160,65,95
Carroll,0012 Liberty,Attorney General,,1,DEM,Destiny WELLS,49,21,28
Carroll,0012 Liberty,U.S. House,4,1,REP,Jim BAIRD,158,63,95
Carroll,0012 Liberty,U.S. House,4,1,DEM,Derrick HOLDER,38,13,25
Carroll,0012 Liberty,U.S. House,4,1,LBT,Ashley GROFF,12,9,3
Carroll,0012 Liberty,U.S. House,4,1,,Write-In,1,1,0
Carroll,0012 Liberty,State House,38,1,REP,Heath R. VANNATTER,170,70,100
Carroll,0012 Liberty,State House,38,1,DEM,Carl A. SEESE,39,16,23
Carroll,0012 Liberty,Circuit Court Judge,,1,REP,Shane Michael EVANS,194,83,111
Carroll,0012 Liberty,County Clerk,,1,REP,Sharon MILBURN,191,81,110
Carroll,0012 Liberty,County Recorder,,1,REP,Kathryn N O'FARRELL,196,84,112
Carroll,0012 Liberty,County Coroner,,1,REP,Kristin ENOCH,198,84,114
Carroll,0012 Liberty,County Surveyor,,1,REP,Bob GROSS,194,83,111
Carroll,0012 Liberty,County Commissioner,2,1,REP,Scott WAYRES,193,83,110
Carroll,0012 Liberty,County Commissioner,3,1,REP,William R BROWN (Bill),187,78,109
Carroll,0012 Liberty,County Council Member,At Large,3,,Angela (Angie) C BROWN,149,67,82
Carroll,0012 Liberty,County Council Member,At Large,3,,Sheri JOHNSON,154,68,86
Carroll,0012 Liberty,County Council Member,At Large,3,,Cody MARTIN,155,71,84
Carroll,0012 Liberty,School Board,4,1,,TIMOTHY B STRASSER,166,72,94
Carroll,0012 Liberty,IN Supreme Court-RUSH,,1,,Yes,132,54,78
Carroll,0012 Liberty,IN Supreme Court-RUSH,,1,,No,63,28,35
Carroll,0012 Liberty,IN Supreme Court-MASSA,,1,,Yes,122,49,73
Carroll,0012 Liberty,IN Supreme Court-MASSA,,1,,No,64,29,35
Carroll,0012 Liberty,IN Supreme Court-MOLTER,,1,,Yes,125,51,74
Carroll,0012 Liberty,IN Supreme Court-MOLTER,,1,,No,71,30,41
Carroll,0012 Liberty,IN Supreme Court-MOLTER,,1,,Yes,122,51,71
Carroll,0012 Liberty,IN Supreme Court-MOLTER,,1,,No,71,29,42
Carroll,0013 Madison,Registered Voters,,,,,308,,
Carroll,0013 Madison,Public Question-Const Amendment,,1,,Yes,109,47,62
Carroll,0013 Madison,Public Question-Const Amendment,,1,,No,80,26,54
Carroll,0013 Madison,Straight Party,,1,REP,Republican,82,34,48
Carroll,0013 Madison,Straight Party,,1,DEM,Democratic,23,8,15
Carroll,0013 Madison,Straight Party,,1,LBT,Libertarian,0,0,0
Carroll,0013 Madison,Straight Party,,1,WTP,We The People,0,0,0
Carroll,0013 Madison,President,,1,REP,Donald J. TRUMP / JD VANCE,139,62,77
Carroll,0013 Madison,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,52,12,40
Carroll,0013 Madison,President,,1,LBT,Chase OLIVER / Mike TER MAAT,0,0,0
Carroll,0013 Madison,President,,1,WTP,Robert F.KENNEDY JR. / Nichole SHANAHAN,1,0,1
Carroll,0013 Madison,President,,1,,Write-In,2,0,2
Carroll,0013 Madison,U.S. Senate,,1,REP,Jim BANKS,138,57,81
Carroll,0013 Madison,U.S. Senate,,1,DEM,Valerie McCRAY,53,15,38
Carroll,0013 Madison,U.S. Senate,,1,LBT,Andrew HORNING,3,2,1
Carroll,0013 Madison,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,117,50,67
Carroll,0013 Madison,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,65,16,49
Carroll,0013 Madison,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,10,8,2
Carroll,0013 Madison,Governor,,1,,Write-In,1,0,1
Carroll,0013 Madison,Attorney General,,1,REP,Todd ROKITA,137,58,79
Carroll,0013 Madison,Attorney General,,1,DEM,Destiny WELLS,57,16,41
Carroll,0013 Madison,U.S. House,4,1,REP,Jim BAIRD,143,59,84
Carroll,0013 Madison,U.S. House,4,1,DEM,Derrick HOLDER,45,10,35
Carroll,0013 Madison,U.S. House,4,1,LBT,Ashley GROFF,6,5,1
Carroll,0013 Madison,U.S. House,4,1,,Write-In,0,0,0
Carroll,0013 Madison,State House,38,1,REP,Heath R. VANNATTER,136,56,80
Carroll,0013 Madison,State House,38,1,DEM,Carl A. SEESE,57,17,40
Carroll,0013 Madison,Circuit Court Judge,,1,REP,Shane Michael EVANS,175,69,106
Carroll,0013 Madison,County Clerk,,1,REP,Sharon MILBURN,174,69,105
Carroll,0013 Madison,County Coroner,,1,REP,Kristin ENOCH,176,70,106
Carroll,0013 Madison,County Surveyor,,1,REP,Bob GROSS,175,69,106
Carroll,0013 Madison,County Commissioner,2,1,REP,Scott WAYRES,169,68,101
Carroll,0013 Madison,County Commissioner,3,1,REP,William R BROWN (Bill),163,68,95
Carroll,0013 Madison,County Council Member,At Large,3,,Angela (Angie) C BROWN,129,56,73
Carroll,0013 Madison,County Council Member,At Large,3,,Sheri JOHNSON,136,54,82
Carroll,0013 Madison,County Council Member,At Large,3,,Cody MARTIN,133,54,79
Carroll,0013 Madison,School Board,,1,,Zachary OWEN,162,65,97
Carroll,0013 Madison,IN Supreme Court-RUSH,,1,,Yes,145,54,91
Carroll,0013 Madison,IN Supreme Court-RUSH,,1,,No,35,17,18
Carroll,0013 Madison,IN Supreme Court-MASSA,,1,,Yes,136,52,84
Carroll,0013 Madison,IN Supreme Court-MASSA,,1,,No,38,16,22
Carroll,0013 Madison,IN Supreme Court-MOLTER,,1,,Yes,138,52,86
Carroll,0013 Madison,IN Supreme Court-MOLTER,,1,,No,41,17,24
Carroll,0013 Madison,IN Supreme Court-MOLTER,,1,,Yes,141,57,84
Carroll,0013 Madison,IN Supreme Court-MOLTER,,1,,No,34,12,22
Carroll,0014 Monroe I,Registered Voters,,,,,865,,
Carroll,0014 Monroe I,Total Ballots Cast,,,,,521,242,279
Carroll,0014 Monroe I,Public Question-Const Amendment,,1,,Yes,317,148,169
Carroll,0014 Monroe I,Public Question-Const Amendment,,1,,No,192,90,102
Carroll,0014 Monroe I,Straight Party,,1,REP,Republican,239,108,131
Carroll,0014 Monroe I,Straight Party,,1,DEM,Democratic,46,10,36
Carroll,0014 Monroe I,Straight Party,,1,LBT,Libertarian,0,0,0
Carroll,0014 Monroe I,Straight Party,,1,WTP,We The People,4,3,1
Carroll,0014 Monroe I,President,,1,REP,Donald J. TRUMP / JD VANCE,395,190,205
Carroll,0014 Monroe I,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,96,32,64
Carroll,0014 Monroe I,President,,1,LBT,Chase OLIVER / Mike TER MAAT,4,3,1
Carroll,0014 Monroe I,President,,1,WTP,Robert F.KENNEDY JR. / Nichole SHANAHAN,12,11,1
Carroll,0014 Monroe I,President,,1,,Write-In,5,3,2
Carroll,0014 Monroe I,U.S. Senate,,1,REP,Jim BANKS,399,198,201
Carroll,0014 Monroe I,U.S. Senate,,1,DEM,Valerie McCRAY,98,33,65
Carroll,0014 Monroe I,U.S. Senate,,1,LBT,Andrew HORNING,15,9,6
Carroll,0014 Monroe I,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,357,166,191
Carroll,0014 Monroe I,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,110,39,71
Carroll,0014 Monroe I,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,48,35,13
Carroll,0014 Monroe I,Governor,,1,,Write-In,0,0,0
Carroll,0014 Monroe I,Attorney General,,1,REP,Todd ROKITA,395,193,202
Carroll,0014 Monroe I,Attorney General,,1,DEM,Destiny WELLS,119,47,72
Carroll,0014 Monroe I,U.S. House,4,1,REP,Jim BAIRD,395,190,205
Carroll,0014 Monroe I,U.S. House,4,1,DEM,Derrick HOLDER,93,30,63
Carroll,0014 Monroe I,U.S. House,4,1,LBT,Ashley GROFF,24,19,5
Carroll,0014 Monroe I,U.S. House,4,1,,Write-In,0,0,0
Carroll,0014 Monroe I,State House,38,1,REP,Heath R. VANNATTER,400,198,202
Carroll,0014 Monroe I,State House,38,1,DEM,Carl A. SEESE,110,40,70
Carroll,0014 Monroe I,Circuit Court Judge,,1,REP,Shane Michael EVANS,469,234,235
Carroll,0014 Monroe I,County Clerk,,1,REP,Sharon MILBURN,468,235,233
Carroll,0014 Monroe I,County Recorder,,1,REP,Kathryn N O'FARRELL,471,234,237
Carroll,0014 Monroe I,County Coroner,,1,REP,Kristin ENOCH,477,237,240
Carroll,0014 Monroe I,County Surveyor,,1,REP,Bob GROSS,476,237,239
Carroll,0014 Monroe I,County Commissioner,2,1,REP,Scott WAYRES,465,230,235
Carroll,0014 Monroe I,County Commissioner,3,1,REP,William R BROWN (Bill),451,225,226
Carroll,0014 Monroe I,County Council Member,At Large,3,,Angela (Angie) C BROWN,370,186,184
Carroll,0014 Monroe I,County Council Member,At Large,3,,Sheri JOHNSON,372,187,185
Carroll,0014 Monroe I,County Council Member,At Large,3,,Cody MARTIN,363,185,178
Carroll,0014 Monroe I,School Board,1-Carroll,1,,Stacey BRAZEL,434,24,210
Carroll,0014 Monroe I,School Board,4-Carroll,1,,Scott BUTCHER,429,220,209
Carroll,0014 Monroe I,IN Supreme Court-RUSH,,1,,Yes,355,173,182
Carroll,0014 Monroe I,IN Supreme Court-RUSH,,1,,No,124,57,67
