county,precinct,office,district,candidate,party,early_voting,election_day,vote
Gibson,PAT7,U.S. Senate,,Cast Votes,,194,233,427
Gibson,PAT8,U.S. Senate,,Cast Votes,,53,83,136
Gibson,PAT9,U.S. Senate,,Cast Votes,,176,214,390
Gibson,PAT11,U.S. Senate,,Cast Votes,,136,186,322
Gibson,PAT12,U.S. Senate,,Cast Votes,,85,195,280
Gibson,PAT13,U.S. Senate,,Cast Votes,,220,269,489
Gibson,PAT14,U.S. Senate,,Cast Votes,,152,181,333
Gibson,PAT15,U.S. Senate,,Cast Votes,,68,74,142
Gibson,UNI1,U.S. Senate,,Cast Votes,,139,422,561
Gibson,UNI2,U.S. Senate,,Cast Votes,,86,267,353
Gibson,UNI3,U.S. Senate,,Cast Votes,,148,364,512
Gibson,UNI4,U.S. Senate,,Cast Votes,,70,201,271
Gibson,WAS1,U.S. Senate,,Cast Votes,,99,257,356
Gibson,WR1,U.S. Senate,,Cast Votes,,106,319,425
Gibson,WR2,U.S. Senate,,Cast Voles:,,33,155,188
Gibson,Total,U.S. Senate,,Cast Votes,,3623,8890,12371
Gibson,BAR1,Secretary of State,,CONNIE LAWSON,,35,182,217
Gibson,BAR2,Secretary of State,,CONNIE LAWSON,,26,169,195
Gibson,CTRL,Secretary of State,,CONNIE LAWSON,,95,296,391
Gibson,COL1,Secretary of State,,CONNIE LAWSON,,33,167,200
Gibson,COL2,Secretary of State,,CONNIE LAWSON,,36,136,172
Gibson,COL5,Secretary of State,,CONNIE LAWSON,,84,274,358
Gibson,JON1,Secretary of State,,CONNIE LAWSON,,91,410,501
Gibson,JON2,Secretary of State,,CONNIE LAWSON,,82,395,477
Gibson,JON3,Secretary of State,,CONNIE LAWSON,,71,382,453
Gibson,MON1,Secretary of State,,CONNIE LAWSON,,102,274,376
Gibson,MON2,Secretary of State,,CONNIE LAWSON,,87,322,409
Gibson,WAB1,Secretary of State,,CONNIE LAWSON,,1,8,9
Gibson,MON3,Secretary of State,,CONNIE LAWSON,,55,204,259
Gibson,PAT1,Secretary of State,,CONNIE LAWSON,,110,171,281
Gibson,PAT2,Secretary of State,,CONNIE LAWSON,,17,49,66
Gibson,PAT3,Secretary of State,,_,,81,131,212
Gibson,PAT4,Secretary of State,,CONNIE LAWSON,,49,70,119
Gibson,PAT5,Secretary of State,,CONNIE LAWSON,,25,70,95
Gibson,PAT6,Secretary of State,,CONNIE LAWSON,,42,51,93
Gibson,PAT7,Secretary of State,,CONNIE LAWSON,,109,140,249
Gibson,PAT8,Secretary of State,,CONNIE LAWSON,,28,37,65
Gibson,PAT9,Secretary of State,,CONNIE LAWSON,,128,153,281
Gibson,PAT11,Secretary of State,,CONNIE LAWSON,,80,123,203
Gibson,PAT12,Secretary of State,,CONNIE LAWSON,,41,124,165
Gibson,PAT13,Secretary of State,,CONNIE LAWSON,,163,206,369
Gibson,PAT14,Secretary of State,,CONNIE LAWSON,,85,113,198
Gibson,PAT15,Secretary of State,,CONNIE LAWSON,,35,51,86
Gibson,UNI1,Secretary of State,,CONNIE LAWSON,,88,290,378
Gibson,UNI2,Secretary of State,,CONNIE LAWSON,,51,188,239
Gibson,UNI3,Secretary of State,,CONNIE LAWSON,,85,252,337
Gibson,UNI4,Secretary of State,,CONNIE LAWSON,,40,116,156
Gibson,WAS1,Secretary of State,,CONNIE LAWSON,,66,198,264
Gibson,WR1,Secretary of State,,CONNIE LAWSON,,65,194,259
Gibson,WR2,Secretary of State,,CONNIE LAWSON,,22,98,120
Gibson,Total,Secretary of State,,CONNIE LAWSON,,2208,6044,8252
Gibson,BAR1,Secretary of State,,JIM HARPER,,18,91,109
Gibson,BAR2,Secretary of State,,JIM HARPER,,15,61,76
Gibson,CTRL,Secretary of State,,JIM HARPER,,49,112,161
Gibson,COL1,Secretary of State,,JIM HARPER,,25,101,126
Gibson,COL2,Secretary of State,,JIM HARPER,,21,82,103
Gibson,COL5,Secretary of State,,JIM HARPER,,57,124,181
Gibson,JON1,Secretary of State,,JIM HARPER,,46,154,200
Gibson,JON2,Secretary of State,,JIM HARPER,,46,90,136
Gibson,JON3,Secretary of State,,JIM HARPER,,43,123,166
Gibson,MON1,Secretary of State,,JIM HARPER,,34,79,113
Gibson,MON2,Secretary of State,,JIM HARPER,,47,104,151
Gibson,WAB1,Secretary of State,,JIM HARPER,,0,3,3
Gibson,MON3,Secretary of State,,JIM HARPER,,29,98,127
Gibson,PAT1,Secretary of State,,JIM HARPER,,61,71,132
Gibson,PAT2,Secretary of State,,JIM HARPER,,18,24,42
Gibson,PAT3,Secretary of State,,JIM HARPER,,74,52,126
Gibson,PAT4,Secretary of State,,JIM HARPER,,29,36,65
Gibson,PAT5,Secretary of State,,JIM HARPER,,28,31,59
Gibson,PAT6,Secretary of State,,JIM HARPER,,18,24,42
Gibson,PAT7,Secretary of State,,JIM HARPER,,77,78,155
Gibson,PAT8,Secretary of State,,JIM HARPER,,22,37,59
Gibson,PAT9,Secretary of State,,JIM HARPER,,42,42,84
Gibson,PAT11,Secretary of State,,JIM HARPER,,51,51,102
Gibson,PAT12,Secretary of State,,JIM HARPER,,42,64,106
Gibson,PAT13,Secretary of State,,JIM HARPER,,51,55,106
Gibson,PAT14,Secretary of State,,JIM HARPER,,60,65,125
Gibson,PAT15,Secretary of State,,JIM HARPER,,29,21,50
Gibson,UNI1,Secretary of State,,JIM HARPER,,45,110,155
Gibson,UNI2,Secretary of State,,JIM HARPER,,33,70,103
Gibson,UNI3,Secretary of State,,JIM HARPER,,59,93,152
Gibson,UNI4,Secretary of State,,JIM HARPER,,27,73,100
Gibson,WAS1,Secretary of State,,JIM HARPER,,27,47,74
Gibson,WR1,Secretary of State,,JIM HARPER,,37,99,136
Gibson,WR2,Secretary of State,,JIM HARPER,,10,45,55
Gibson,Total,Secretary of State,,JIM HARPER,,1270,2410,3680
Gibson,BAR1,Secretary of State,,MARK W. RUTHERFORD,,1,13,14
Gibson,BAR2,Secretary of State,,MARK W. RUTHERFORD,,2,4,6
Gibson,CTRL,Secretary of State,,MARK W. RUTHERFORD,,4,15,19
Gibson,COL1,Secretary of State,,MARK W. RUTHERFORD,,3,9,12
Gibson,COL2,Secretary of State,,MARK W. RUTHERFORD,,3,5,8
Gibson,COL5,Secretary of State,,MARK W. RUTHERFORD,,5,9,14
Gibson,JON1,Secretary of State,,MARK W. RUTHERFORD,,2,14,16
Gibson,JON2,Secretary of State,,MARK W. RUTHERFORD,,2,10,12
Gibson,JON3,Secretary of State,,MARK W. RUTHERFORD,,2,6,8
Gibson,MON1,Secretary of State,,MARK W. RUTHERFORD,,1,9,10
Gibson,MON2,Secretary of State,,MARK W. RUTHERFORD,,3,12,15
Gibson,WAB1,Secretary of State,,MARK W. RUTHERFORD,,0,0,0
Gibson,MON3,Secretary of State,,MARK W. RUTHERFORD,,2,9,11
Gibson,PAT1,Secretary of State,,MARK W. RUTHERFORD,,5,11,16
Gibson,PAT2,Secretary of State,,MARK W. RUTHERFORD,,1,4,5
Gibson,PAT3,Secretary of State,,MARK W. RUTHERFORD,,7,8,15
Gibson,PAT4,Secretary of State,,MARK W. RUTHERFORD,,3,6,9
Gibson,PAT5,Secretary of State,,MARK W. RUTHERFORD,,1,1,2
Gibson,PAT6,Secretary of State,,MARK W. RUTHERFORD,,2,3,5
Gibson,PAT7,Secretary of State,,MARK W. RUTHERFORD,,8,12,20
Gibson,PAT8,Secretary of State,,MARK W. RUTHERFORD,,1,6,7
Gibson,PAT9,Secretary of State,,MARK W. RUTHERFORD,,3,12,15
Gibson,PAT11,Secretary of State,,MARK W. RUTHERFORD,,1,5,6
Gibson,PAT12,Secretary of State,,MARK W. RUTHERFORD,,1,4,5
Gibson,PAT13,Secretary of State,,MARK W. RUTHERFORD,,4,4,8
Gibson,PAT14,Secretary of State,,MARK W. RUTHERFORD,,5,0,5
Gibson,PAT15,Secretary of State,,MARK W. RUTHERFORD,,2,1,3
Gibson,UNI1,Secretary of State,,MARK W. RUTHERFORD,,2,17,19
Gibson,UNI2,Secretary of State,,MARK W. RUTHERFORD,,1,9,10
Gibson,UNI3,Secretary of State,,MARK W. RUTHERFORD,,3,13,16
Gibson,UNI4,Secretary of State,,MARK W. RUTHERFORD,,2,10,12
Gibson,WAS1,Secretary of State,,MARK W. RUTHERFORD,,3,9,12
Gibson,WR1,Secretary of State,,MARK W. RUTHERFORD,,3,15,18
Gibson,WR2,Secretary of State,,MARK W. RUTHERFORD,,0,11,11
Gibson,Total,Secretary of State,,MARK W. RUTHERFORD,,88,276,364
Gibson,BAR1,Secretary of State,,George William Wolfe (V,,0,0,0
Gibson,BAR2,Secretary of State,,George William Wolfe (V,,0,0,0
Gibson,CTRL,Secretary of State,,George William Wolfe (VV),,0,0,0
Gibson,COL1,Secretary of State,,George William Wolfe (W),,1,0,1
Gibson,COL2,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,COL5,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,JON1,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,JON2,Secretary of State,,George William Wolfe (Vii),,0,1,1
Gibson,JON3,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,MON1,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,MON2,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,WAB1,Secretary of State,,George William Wolfe (N),,0,0,0
Gibson,MON3,Secretary of State,,George William Wolfe (Vv),,0,0,0
Gibson,PAT1,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,PAT2,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,PAT3,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,PAT4,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,PAT5,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,PAT6,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,PAT7,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,PAT8,Secretary of State,,George William Wolfe (VV),,0,0,0
Gibson,PAT9,Secretary of State,,George William Wolfe (VV),,0,0,0
Gibson,PAT11,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,PAT12,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,PAT13,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,PAT14,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,PAT15,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,UNI1,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,UNI2,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,UNI3,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,UNI4,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,WAS1,Secretary of State,,George William Wolfe (W),,0,0,0
Gibson,WR1,Secretary of State,,George William Wolfe (VV),,0,0,0
Gibson,WR2,Secretary of State,,George William Wolfe (N),,0,0,0
Gibson,Total,Secretary of State,,George William Wolfe (W),,1,1,2
Gibson,BAR1,Secretary of State,,Jeremy Heath (1N),,0,0,0
Gibson,BAR2,Secretary of State,,Jeremy Heath (1N),,0,0,0
Gibson,CTRL,Secretary of State,,Jeremy Heath (VV),,0,0,0
Gibson,COL1,Secretary of State,,Jeremy Heath (VV),,0,0,0
Gibson,COL2,Secretary of State,,Jeremy Heath (N),,0,0,0
Gibson,COL5,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,JON1,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,JON2,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,JON3,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,MON1,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,MON2,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,WAB1,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,MON3,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,PAT1,Secretary of State,,Jeremy Heath (VV),,0,0,0
Gibson,PAT2,Secretary of State,,Jeremy Heath (VV),,0,0,0
Gibson,PAT3,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,PAT4,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,PAT5,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,PAT6,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,PAT7,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,PAT8,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,PAT9,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,PAT11,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,PAT12,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,PAT13,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,PAT14,Secretary of State,,Jeremy Heath (W),,0,1,1
Gibson,PAT15,Secretary of State,,Jeremy Heath (N),,0,0,0
Gibson,UNI1,Secretary of State,,Jeremy Heath (N),,0,0,0
Gibson,UNI2,Secretary of State,,Jeremy Heath (VV),,0,0,0
Gibson,UNI3,Secretary of State,,Jeremy Heath (VV),,0,0,0
Gibson,UNI4,Secretary of State,,Jeremy Heath (V)/),,0,0,0
Gibson,WAS1,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,WR1,Secretary of State,,Jeremy Heath (W),,0,0,0
Gibson,WR2,Secretary of State,,Jeremy Heath (VV),,0,0,0
Gibson,Total,Secretary of State,,Jeremy Heath (W),,0,1,1
Gibson,BAR1,Secretary of State,,Cast Votes,,54,286,340
Gibson,BAR2,Secretary of State,,Cast Votes,,43,234,277
Gibson,CTRL,Secretary of State,,Cast Votes,,148,423,571
Gibson,COL1,Secretary of State,,Cast Votes,,62,277,339
Gibson,COL2,Secretary of State,,Cast Votes,,60,223,283
Gibson,COL5,Secretary of State,,Cast Votes,,146,407,553
Gibson,JON1,Secretary of State,,Cast Votes,,139,578,717
Gibson,JON2,Secretary of State,,Cast Votes,,130,496,626
Gibson,JON3,Secretary of State,,Cast Votes,,116,511,627
Gibson,MON1,Secretary of State,,Cast Votes,,137,362,499
Gibson,MON2,Secretary of State,,Cast Votes,,137,438,575
Gibson,WAB1,Secretary of State,,Cast Votes,,1,11,12
Gibson,MON3,Secretary of State,,Cast Votes,,86,311,397
Gibson,PAT1,Secretary of State,,Cast Votes,,176,253,429
Gibson,PAT2,Secretary of State,,Cast Votes,,0.36,77,113
Gibson,PAT3,Secretary of State,,Cast Votes,,162,191,353
Gibson,PAT4,Secretary of State,,Cast Voles:,,81,112,193
Gibson,PAT5,Secretary of State,,Cast Voles:,,54,102,156
Gibson,PAT6,Secretary of State,,Cast Votes,,62,78,140
Gibson,PAT7,Secretary of State,,Cast Votes,,194,230,424
Gibson,PAT8,Secretary of State,,Cast Votes,,51,80,131
Gibson,PAT9,Secretary of State,,Cast Votes,,173,207,380
Gibson,PAT11,Secretary of State,,Cast Votes,,132,179,311
Gibson,PAT12,Secretary of State,,Cast Votes,,84,192,276
Gibson,PAT13,Secretary of State,,Cast Votes,,218,265,483
Gibson,PAT14,Secretary of State,,Cast Votes,,150,179,329
Gibson,PAT15,Secretary of State,,Cast Voles:,,66,73,139
Gibson,UNI1,Secretary of State,,Cast Votes,,135,417,552
Gibson,UNI2,Secretary of State,,Cast Votes,,85,267,352
Gibson,UNI3,Secretary of State,,Cast Votes,,147,358,505
Gibson,UNI4,Secretary of State,,Cast Votes,,69,199,268
Gibson,WAS1,Secretary of State,,Cast Votes,,96,254,350
Gibson,WR1,Secretary of State,,Cast Votes,,105,308,413
Gibson,WR2,Secretary of State,,Cast Votes,,32,154,186
Gibson,Total,Secretary of State,,Cast Votes,,3531,8732,12299
Gibson,BAR1,Auditor of State,,TERA KLUTZ,,35,174,209
Gibson,BAR2,Auditor of State,,TERA KLUTZ,,25,163,188
Gibson,CTRL,Auditor of State,,TERA KLUTZ,,101,270,371
Gibson,COL1,Auditor of State,,TERA KLUTZ,,34,158,192
Gibson,COL2,Auditor of State,,TERA KLUTZ,,34,127,161
Gibson,COL5,Auditor of State,,TERA KLUTZ,,82,272,354
Gibson,JON1,Auditor of State,,TERA KLUTZ,,89,407,496
Gibson,JON2,Auditor of State,,TERA KLUTZ,,84,387,471
Gibson,JON3,Auditor of State,,TERA KLUTZ,,70,369,439
Gibson,MON1,Auditor of State,,TERA KLUTZ,,97,266,363
Gibson,MON2,Auditor of State,,TERA KLUTZ,,83,323,406
Gibson,WAB1,Auditor of State,,TERA KLUTZ,,1,6,7
Gibson,MON3,Auditor of State,,TERA KLUTZ,,51,192,243
Gibson,PAT1,Auditor of State,,TERA KLUTZ,,110,164,274
Gibson,PAT2,Auditor of State,,TERA KLUTZ,,18,44,62
Gibson,PAT3,Auditor of State,,TERA KLUTZ,,74,127,201
Gibson,PAT4,Auditor of State,,TERA KLUTZ,,47,64,111
Gibson,PAT5,Auditor of State,,TERA KLUTZ,,25,67,92
Gibson,PAT6,Auditor of State,,TERA KLUTZ,,43,50,93
Gibson,PAT7,Auditor of State,,TERA KLUTZ,,111,138,249
Gibson,PAT8,Auditor of State,,TERA KLUTZ,,26,33,61
Gibson,PAT9,Auditor of State,,TERA KLUTZ,,126,145,271
Gibson,PAT11,Auditor of State,,TERA KLUTZ,,83,111,194
Gibson,PAT12,Auditor of State,,TERA KLUTZ,,39,118,157
Gibson,PAT13,Auditor of State,,TERA KLUTZ,,156,201,357
Gibson,PAT14,Auditor of State,,TERA KLUTZ,,85,114,199
Gibson,PAT15,Auditor of State,,TERA KLUTZ,,32,49,81
Gibson,UNI1,Auditor of State,,TERA KLUTZ,,87,280,367
Gibson,UNI2,Auditor of State,,TERA KLUTZ,,48,182,230
Gibson,UNI3,Auditor of State,,TERA KLUTZ,,81,241,322
Gibson,UNI4,Auditor of State,,TERA KLUTZ,,40,118,158
Gibson,WAS1,Auditor of State,,TERA KLUTZ,,65,194,259
Gibson,WR1,Auditor of State,,TERA KLUTZ,,63,193,256
Gibson,WR2,Auditor of State,,TERA KLUTZ,,21,94,115
Gibson,Total,Auditor of State,,TERA KLUTZ,,2166,5841,8009
Gibson,BAR1,Auditor of State,,JOSELYN WHITTICKER,,18,92,110
Gibson,BAR2,Auditor of State,,JOSELYN WHITTICKER,,18,63,81
Gibson,CTRL,Auditor of State,,JOSELYN WHITTICKER,,43,134,177
Gibson,COL1,Auditor of State,,JOSELYN WHITTICKER,,28,100,128
Gibson,COL2,Auditor of State,,JOSELYN WHITTICKER,,21,89,110
Gibson,COL5,Auditor of State,,JOSELYN WHITTICKER,,59,114,173
Gibson,JON1,Auditor of State,,JOSELYN WHITTICKER,,47,153,200
Gibson,JON2,Auditor of State,,JOSELYN WHITTICKER,,44,88,132
Gibson,JON3,Auditor of State,,JOSELYN WHITTICKER,,44,125,169
Gibson,MON1,Auditor of State,,JOSELYN WHITTICKER,,35,72,107
Gibson,MON2,Auditor of State,,JOSELYN WHITTICKER,,51,92,143
Gibson,WAB1,Auditor of State,,JOSELYN WHITTICKER,,0,5,5
Gibson,MON3,Auditor of State,,JOSELYN WHITTICKER,,32,104,136
Gibson,PAT1,Auditor of State,,JOSELYN WHITTICKER,,60,71,131
Gibson,PAT2,Auditor of State,,JOSELYN WHITTICKER,,14,29,43
Gibson,PAT3,Auditor of State,,JOSELYN WHITTICKER,,81,53,134
Gibson,PAT4,Auditor of State,,JOSELYN WHITTICKER,,29,40,69
Gibson,PAT5,Auditor of State,,JOSELYN WHITTICKER,,25,32,57
Gibson,PAT6,Auditor of State,,JOSELYN WHITTICKER,,15,24,39
Gibson,PAT7,Auditor of State,,JOSELYN WHITTICKER,,79,81,160
Gibson,PAT8,Auditor of State,,JOSELYN WHITTICKER,,22,36,58
Gibson,PAT9,Auditor of State,,JOSELYN WHITTICKER,,40,52,92
Gibson,PAT11,Auditor of State,,JOSELYN WHITTICKER,,47,56,103
Gibson,PAT12,Auditor of State,,JOSELYN WHITTICKER,,42,65,107
Gibson,PAT13,Auditor of State,,JOSELYN WHITTICKER,,56,59,115
Gibson,PAT14,Auditor of State,,JOSELYN WHITTICKER,,64,55,119
Gibson,PAT15,Auditor of State,,JOSELYN WHITTICKER,,33,22,55
Gibson,UNI1,Auditor of State,,JOSELYN WHITTICKER,,46,122,168
Gibson,UNI2,Auditor of State,,JOSELYN WHITTICKER,,34,69,103
Gibson,UNI3,Auditor of State,,JOSELYN WHITTICKER,,64,99,163
Gibson,UNI4,Auditor of State,,JOSELYN WHITTICKER,,26,71,97
Gibson,WAS1,Auditor of State,,JOSELYN WHITTICKER,,29,49,78
Gibson,WR1,Auditor of State,,JOSELYN WHITTICKER,,36,95,131
Gibson,WR2,Auditor of State,,JOSELYN WHITTICKER,,11,45,56
Gibson,Total,Auditor of State,,JOSELYN VVHITTICKER,,1293,2456,3749
Gibson,BAR1,Auditor of State,,JOHN SCHICK,,1,17,18
Gibson,BAR2,Auditor of State,,JOHN SCHICK,,0,5,5
Gibson,CTRL,Auditor of State,,JOHN SCHICK,,3,17,20
Gibson,COL1,Auditor of State,,JOHN SCHICK,,1,16,17
Gibson,COL2,Auditor of State,,JOHN SCHICK,,4,4,8
Gibson,COL5,Auditor of State,,JOHN SCHICK,,2,13,15
Gibson,JON1,Auditor of State,,JOHN SCHICK,,3,17,20
Gibson,JON2,Auditor of State,,JOHN SCHICK,,1,17,18
Gibson,JON3,Auditor of State,,JOHN SCHICK,,2,5,7
Gibson,MON1,Auditor of State,,JOHN SCHICK,,4,14,18
Gibson,MON2,Auditor of State,,JOHN SCHICK,,3,17,20
Gibson,WAB1,Auditor of State,,JOHN SCHICK,,0,0,0
Gibson,MON3,Auditor of State,,JOHN SCHICK,,1,14,15
Gibson,PAT1,Auditor of State,,JOHN SCHICK,,7,12,19
Gibson,PAT2,Auditor of State,,JOHN SCHICK,,2,4,6
Gibson,PAT3,Auditor of State,,JOHN SCHICK,,5,8,13
Gibson,PAT4,Auditor of State,,JOHN SCHICK,,5,7,12
Gibson,PAT5,Auditor of State,,JOHN SCHICK,,2,1,3
Gibson,PAT6,Auditor of State,,JOHN SCHICK,,2,3,5
Gibson,PAT7,Auditor of State,,JOHN SCHICK,,4,10,14
Gibson,PAT8,Auditor of State,,JOHN SCHICK,,1,10 ',11
Gibson,PAT9,Auditor of State,,JOHN SCHICK,,5,7,12
Gibson,PAT11,Auditor of State,,JOHN SCHICK,,1,8,9
Gibson,PAT12,Auditor of State,,JOHN SCHICK,,1,6,7
Gibson,PAT13,Auditor of State,,JOHN SCHICK,,5,3,8
Gibson,PAT14,Auditor of State,,JOHN SCHICK,,3,7,10
Gibson,PAT15,Auditor of State,,JOHN SCHICK,,2,2,4
Gibson,UNI1,Auditor of State,,JOHN SCHICK,,2,14,16
Gibson,UNI2,Auditor of State,,JOHN SCHICK,,3,14,17
Gibson,UNI3,Auditor of State,,JOHN SCHICK,,2,15,17
Gibson,UNI4,Auditor of State,,JOHN SCHICK,,1,8,9
Gibson,WAS1,Auditor of State,,JOHN SCHICK,,2,5,7
Gibson,WR1,Auditor of State,,JOHN SCHICK,,5,17,22
Gibson,WR2,Auditor of State,,JOHN SCHICK,,0,11,11
Gibson,Total,Auditor of State,,JOHN SCHICK,,85,318,413
Gibson,BAR1,Auditor of State,,Cast Votes,,54,283,337
Gibson,BAR2,Auditor of State,,Cast Votes,,43,231,274
Gibson,CTRL,Auditor of State,,Cast Votes,,147,421,568
Gibson,COL1,Auditor of State,,Cast Votes,,63,274,337
Gibson,COL2,Auditor of State,,Cast Votes,,59,220,279
Gibson,COL5,Auditor of State,,Cast Votes,,143,399,542
Gibson,JON1,Auditor of State,,Cast Votes,,139,577,716
Gibson,JON2,Auditor of State,,Cast Votes,,129,492,621
Gibson,JON3,Auditor of State,,Cast Votes,,116,499,615
Gibson,MON1,Auditor of State,,Cast Votes,,136,352,488
Gibson,MON2,Auditor of State,,Cast Votes,,137,432,569
Gibson,WAB1,Auditor of State,,Cast Votes,,1,11,12
Gibson,MON3,Auditor of State,,Cast Votes,,84,310,394
Gibson,PAT1,Auditor of State,,Cast Votes,,177,247,424
Gibson,PAT2,Auditor of State,,Cast Votes,,34,77,111
Gibson,PAT3,Auditor of State,,Cast Votes,,160,188,348
Gibson,PAT4,Auditor of State,,Cast Votes,,81,111,192
Gibson,PAT5,Auditor of State,,Cast Votes,,52,100,152
Gibson,PAT6,Auditor of State,,Cast Votes,,60,77,137
Gibson,PAT7,Auditor of State,,Cast Votes,,194,229,423
Gibson,PAT8,Auditor of State,,Cast Votes,,51,-79,130
Gibson,PAT9,Auditor of State,,Cast Votes,,171,204,375
Gibson,PAT11,Auditor of State,,Cast Votes,,131,175,306
Gibson,PAT12,Auditor of State,,Cast Votes,,82,189,271
Gibson,PAT13,Auditor of State,,Cast Voles:,,217,263,480
Gibson,PAT14,Auditor of State,,Cast Votes,,152,176,328
Gibson,PAT15,Auditor of State,,Cast Votes,,67,73,140
Gibson,UNI1,Auditor of State,,Cast Votes,,135,416,551
Gibson,UNI2,Auditor of State,,Cast Votes-,,85,265,350
Gibson,UNI3,Auditor of State,,Cast Votes,,147,355,502
Gibson,UNI4,Auditor of State,,Cast Votes,,67,197,264
Gibson,WAS1,Auditor of State,,Cast Votes,,96,248,344
Gibson,WR1,Auditor of State,,Cast Votes,,104,305,409
Gibson,WR2,Auditor of State,,Cast Votes,,32,150,182
Gibson,Total,Auditor of State,,Cast Votes,,3546,8467,12171
Gibson,BAR1,Treasurer of State,,KELLY MITCHELL,,36,199,235
Gibson,BAR2,Treasurer of State,,KELLY MITCHELL,,26,174,200
Gibson,CTRL,Treasurer of State,,KELLY MITCHELL,,103,305,408
Gibson,COL1,Treasurer of State,,KELLY MITCHELL,,36,184,220
Gibson,COL2,Treasurer of State,,KELLY MITCHELL,,35,136,171
Gibson,COL5,Treasurer of State,,KELLY MITCHELL,,87,285,372
Gibson,JON1,Treasurer of State,,KELLY MITCHELL,,91,436,527
Gibson,JON2,Treasurer of State,,KELLY MITCHELL,,85,405,490
Gibson,JON3,Treasurer of State,,KELLY MITCHELL,,73,383,456
Gibson,MON1,Treasurer of State,,KELLY MITCHELL,,97,285,382
Gibson,MON2,Treasurer of State,,KELLY MITCHELL,,86,341,427
Gibson,WAB1,Treasurer of State,,KELLY MITCHELL,,1,8,9
Gibson,MON3,Treasurer of State,,KELLY MITCHELL,,54,210,264
Gibson,PAT1,Treasurer of State,,KELLY MITCHELL,,116,177,293
Gibson,PAT2,Treasurer of State,,KELLY MITCHELL,,18,52,70
Gibson,PAT3,Treasurer of State,,KELLY MITCHELL,,82,137,219
Gibson,PAT4,Treasurer of State,,KELLY MITCHELL,,52,72,124
Gibson,PAT5,Treasurer of State,,KELLY MITCHELL,,28,67,95
Gibson,PAT6,Treasurer of State,,KELLY MITCHELL,,44,54,98
Gibson,PAT7,Treasurer of State,,KELLY MITCHELL,,117,148,265
Gibson,PAT8,Treasurer of State,,KELLY MITCHELL,,29,44,73
Gibson,PAT9,Treasurer of State,,KELLY MITCHELL,,133,158,291
Gibson,PAT11,Treasurer of State,,KELLY MITCHELL,,82,122,204
Gibson,PAT12,Treasurer of State,,KELLY MITCHELL,,40,128,168
Gibson,PAT13,Treasurer of State,,KELLY MITCHELL,,164,208,372
Gibson,PAT14,Treasurer of State,,KELLY MITCHELL,,87,121,208
Gibson,PAT15,Treasurer of State,,KELLY MITCHELL,,34,52,86
Gibson,UNI1,Treasurer of State,,KELLY MITCHELL,,90,295,385
Gibson,UNI2,Treasurer of State,,KELLY MITCHELL,,49,194,243
Gibson,UNI3,Treasurer of State,,KELLY MITCHELL,,92,260,352
Gibson,UNI4,Treasurer of State,,KELLY MITCHELL,,42,123,165
Gibson,WAS1,Treasurer of State,,KELLY MITCHELL,,69,203,272
Gibson,WR1,Treasurer of State,,KELLY MITCHELL,,71,202,273
