county,office,district,candidate,party,votes
Gibson,U.S. House,8,Brad Ellsworth,Democratic,7377
Gibson,U.S. House,8,Greg Goode,Republican,910
Gibson,State House,64,Kreg Battles,Democratic,5957
Grant,President,,Hillary Clinton,Democratic,6362
Grant,President,,Barack Obama,Democratic,5495
Grant,President,,Mike Huckabee,Republican,882
Grant,President,,John Mccain,Republican,5290
Grant,President,,Ron Paul,Republican,448
Grant,President,,Mitt Romney,Republican,336
Grant,Governor,,Jim Schellinger,Democratic,5703
Grant,Governor,,Jill Long Thompson,Democratic,5131
Grant,Governor,,Mitch Daniels,Republican,6095
Grant,U.S. House,5,Chester Kelsey,Democratic,2450
Grant,U.S. House,5,Mary Etta Ruley,Democratic,5284
Grant,U.S. House,5,Kenny Stall,Democratic,1828
Grant,U.S. House,5,Clayton L. Alfred,Republican,317
Grant,U.S. House,5,Dan Burton,Republican,4733
Grant,U.S. House,5,John Mcgoff,Republican,1864
Grant,State House,18,David A. Wolkins,Republican,0
Grant,State House,18,Timothy W. Harris,Republican,3236
Grant,Judge Of The Superior Court,"Grant County, No. 1",Jeff Todd,Republican,5798
Grant,Judge Of The Superior Court,"Grant County, No. 1",Warren Haas,Republican,4002
Greene,President,,Hillary Clinton,Democratic,4326
Greene,President,,Barack Obama,Democratic,2280
Greene,President,,Mike Huckabee,Republican,371
Greene,President,,John Mccain,Republican,2217
Greene,President,,Ron Paul,Republican,146
Greene,President,,Mitt Romney,Republican,88
Greene,Governor,,Jim Schellinger,Democratic,3691
Greene,Governor,,Jill Long Thompson,Democratic,2569
Greene,Governor,,Mitch Daniels,Republican,2052
Greene,U.S. House,8,Brad Ellsworth,Democratic,5588
Greene,U.S. House,8,Greg Goode,Republican,1945
Greene,State House,45,Rick Marshall,Democratic,1551
Greene,State House,45,Bruce A. Borders,Republican,1347
Greene,State House,45,"Judith ""Judy"" Coleman",Republican,321
Greene,State House,45,Jamie J. Harris,Republican,186
Greene,State House,45,Donald O. Patton,Republican,333
Greene,State House,45,Brook Tarr,Republican,235
Greene,Judge Of The Superior Court,Greene County,Jacob Fish,Democratic,3524
Greene,Judge Of The Superior Court,Greene County,Karen R. Strueh,Democratic,2666
Greene,Judge Of The Superior Court,Greene County,Dena Benham Martin,Republican,1627
Greene,Judge Of The Superior Court,Greene County,Dave Powell,Republican,1272
Hamilton,President,,Hillary Clinton,Democratic,16491
Hamilton,President,,Barack Obama,Democratic,25351
Hamilton,President,,Mike Huckabee,Republican,2000
Hamilton,President,,John Mccain,Republican,23243
Hamilton,President,,Ron Paul,Republican,1682
Hamilton,President,,Mitt Romney,Republican,1578
Hamilton,Governor,,Jim Schellinger,Democratic,19104
Hamilton,Governor,,Jill Long Thompson,Democratic,16898
Hamilton,Governor,,Mitch Daniels,Republican,27078
Hamilton,U.S. House,5,Chester Kelsey,Democratic,6972
Hamilton,U.S. House,5,Mary Etta Ruley,Democratic,13833
Hamilton,U.S. House,5,Kenny Stall,Democratic,8448
Hamilton,U.S. House,5,Clayton L. Alfred,Republican,719
Hamilton,U.S. House,5,Dan Burton,Republican,12660
Hamilton,U.S. House,5,John Mcgoff,Republican,15268
Hamilton,State Senator,20,Ken Geesaman,Republican,1969
Hamilton,State Senator,20,Luke Kenley,Republican,11259
Hamilton,State Senator,20,Teresa Lubbers,Republican,2661
Hamilton,State Senator,20,Ken Morgan,Republican,812
Hamilton,State House,24,Richard (Rick) Eller,Republican,0
Hamilton,State House,24,"Richard ""Rich"" Mcclain",Republican,0
Hamilton,State House,24,Kathy Kreag Richardson,Republican,9061
Hamilton,State House,24,Kelly S. Gaskill,Republican,0
Hamilton,State House,24,Greg Valentine,Republican,0
Hamilton,State House,24,Jerry Torr,Republican,8115
Hamilton,Judge Of The Circuit Court,Hamilton 24Th Circuit,Paul A. Felix,Republican,15117
Hamilton,Judge Of The Circuit Court,Hamilton 24Th Circuit,Sonia J. Leerkamp,Republican,12025
Hamilton,Judge Of The Superior Court,"Hamilton County, No. 3",William J. Hughes,Republican,24230
Hancock,President,,Hillary Clinton,Democratic,6437
Hancock,President,,Barack Obama,Democratic,4398
Hancock,President,,Mike Huckabee,Republican,751
Hancock,President,,John Mccain,Republican,7214
Hancock,President,,Ron Paul,Republican,598
Hancock,President,,Mitt Romney,Republican,439
Hancock,Governor,,Jim Schellinger,Democratic,5375
Hancock,Governor,,Jill Long Thompson,Democratic,4507
Hancock,Governor,,Mitch Daniels,Republican,8022
Hancock,U.S. House,6,Barry A. Welsh,Democratic,0
Hancock,U.S. House,6,Mike Pence,Republican,0
Hancock,State Senator,28,Mike Brinegar,Democratic,7614
Hancock,State Senator,28,Beverly J. Gard,Republican,6657
Hancock,State Senator,28,Terry L. Michael,Republican,2293
Hancock,State House,53,David Baxter,Democratic,6864
Hancock,State House,53,"Robert ""Bob"" Cherry",Republican,7460
Hancock,Judge Of The Superior Court,"Hancock County, No. 1",Terry K. Snow,Republican,7725
Hancock,Judge Of The Superior Court,"Hancock County, No. 1",Dan E. Marshall,Republican,5057
Harrison,President,,Hillary Clinton,Democratic,6837
Harrison,President,,Barack Obama,Democratic,2685
Harrison,President,,Mike Huckabee,Republican,234
Harrison,President,,John Mccain,Republican,1886
Harrison,President,,Ron Paul,Republican,95
Harrison,President,,Mitt Romney,Republican,73
Harrison,Governor,,Jim Schellinger,Democratic,5269
Harrison,Governor,,Jill Long Thompson,Democratic,3433
Harrison,Governor,,Mitch Daniels,Republican,1957
Harrison,U.S. House,9,John R. Bottorff,Democratic,970
Harrison,U.S. House,9,Gretchen Clearwater,Democratic,1417
Harrison,U.S. House,9,Baron P. Hill,Democratic,6259
Harrison,U.S. House,9,Lendall B. Terry,Democratic,355
Harrison,U.S. House,9,Mike Sodrel,Republican,2072
Harrison,State House,70,Paul J. Robertson,Democratic,8134
Harrison,State House,70,Tim Hunt,Republican,1757
Harrison,State House,70,Steve Davisson,Republican,40
Harrison,Judge Of The Superior Court,Harrison County,Roger Dale Davis,Democratic,5615
Harrison,Judge Of The Superior Court,Harrison County,Leah S. Fink,Democratic,3543
Harrison,Judge Of The Superior Court,Harrison County,John T. Evans,Republican,1837
Hendricks,President,,Hillary Clinton,Democratic,11680
Hendricks,President,,Barack Obama,Democratic,10914
Hendricks,President,,Mike Huckabee,Republican,1146
Hendricks,President,,John Mccain,Republican,10084
Hendricks,President,,Ron Paul,Republican,730
Hendricks,President,,Mitt Romney,Republican,629
Hendricks,Governor,,Jim Schellinger,Democratic,10668
Hendricks,Governor,,Jill Long Thompson,Democratic,9420
Hendricks,Governor,,Mitch Daniels,Republican,11507
Hendricks,U.S. House,4,Nels Ackerson,Democratic,14807
Hendricks,U.S. House,4,Steve Buyer,Republican,8969
Hendricks,U.S. House,4,Mike Campbell,Republican,1648
Hendricks,U.S. House,4,Firefighter Laron Keith,Republican,1438
Hendricks,State Senator,24,John M. Gootee,Republican,2414
Hendricks,State Senator,24,Connie Lawson,Republican,8890
Hendricks,State House,28,Jason Ellis,Democratic,2914
Hendricks,State House,28,Jeffrey A. Thompson,Republican,2800
Hendricks,State House,28,Dave Berryman,Republican,1410
Hendricks,State House,28,Zachary (Zach) Rice,Republican,1940
Hendricks,State House,28,Gregory E. Steuerwald,Republican,3880
Hendricks,State House,28,Thomas Konstantine Pappas,Republican,1034
Hendricks,State House,28,Robert W. Behning,Republican,1437
Hendricks,Judge Of The Circuit Court,Hendricks 55Th Circuit,Jeffrey V. Boles,Republican,11068
Hendricks,Judge Of The Superior Court,"Hendricks County, No. 2",David Henry Coleman,Republican,10498
Henry,President,,Hillary Clinton,Democratic,6725
Henry,President,,Barack Obama,Democratic,3494
Henry,President,,Mike Huckabee,Republican,484
Henry,President,,John Mccain,Republican,3882
Henry,President,,Ron Paul,Republican,300
Henry,President,,Mitt Romney,Republican,185
Henry,Governor,,Jim Schellinger,Democratic,5689
Henry,Governor,,Jill Long Thompson,Democratic,3766
Henry,Governor,,Mitch Daniels,Republican,3997
Henry,U.S. House,6,Barry A. Welsh,Democratic,7651
Henry,U.S. House,6,Mike Pence,Republican,4313
Henry,State Senator,42,Warren Goodrich,Democratic,0
Henry,State Senator,42,"Max A. Ellison, Jr.",Republican,0
Henry,State Senator,42,John Heaton,Republican,0
Henry,State Senator,42,Jean Leising,Republican,0
Henry,State Senator,42,Jeff Sponsel,Republican,0
Henry,State House,54,Thomas E. (Tom) Saunders,Republican,3105
Henry,Judge Of The Circuit Court,Henry No. 2 53Rd Circuit,Mary G. Willis,Republican,3811
Henry,Judge Of The Superior Court,"Henry County, No. 1",Michael D. Peyton,Republican,3884
Howard,President,,Hillary Clinton,Democratic,10367
Howard,President,,Barack Obama,Democratic,8043
Howard,President,,Mike Huckabee,Republican,718
Howard,President,,John Mccain,Republican,4648
Howard,President,,Ron Paul,Republican,602
Howard,President,,Mitt Romney,Republican,301
Howard,Governor,,Jim Schellinger,Democratic,9870
Howard,Governor,,Jill Long Thompson,Democratic,7217
Howard,Governor,,Mitch Daniels,Republican,5436
Howard,U.S. House,4,Nels Ackerson,Democratic,0
Howard,U.S. House,4,Steve Buyer,Republican,0
Howard,U.S. House,4,Mike Campbell,Republican,0
Howard,U.S. House,4,Firefighter Laron Keith,Republican,0
Howard,U.S. House,4,Mary Etta Ruley,Republican,3528
Howard,U.S. House,4,Kenny Stall,Republican,3074
Howard,U.S. House,4,Clayton L. Alfred,Republican,158
Howard,U.S. House,4,Dan Burton,Republican,3288
Howard,U.S. House,4,John Mcgoff,Republican,999
Howard,State House,30,Ron Herrell,Democratic,10271
Howard,State House,30,James (Jim) R. Buck,Republican,1707
Howard,Judge Of The Circuit Court,Howard 62Nd Circuit,Lynn Murray,Democratic,14008
Howard,Judge Of The Superior Court,"Howard County, No. 3",Doug Tate,Republican,5368
Huntington,President,,Hillary Clinton,Democratic,2908
Huntington,President,,Barack Obama,Democratic,2287
Huntington,President,,Mike Huckabee,Republican,553
Huntington,President,,John Mccain,Republican,3696
Huntington,President,,Ron Paul,Republican,503
Huntington,President,,Mitt Romney,Republican,290
Huntington,Governor,,Jim Schellinger,Democratic,1655
Huntington,Governor,,Jill Long Thompson,Democratic,3364
Huntington,Governor,,Mitch Daniels,Republican,4201
Huntington,U.S. House,3,Michael A. (Mike) Montagano,Democratic,0
Huntington,U.S. House,3,Mark Edward Souder,Republican,0
Huntington,U.S. House,3,Scott Wise,Republican,0
Huntington,State House,50,Terry R. Abbett,Republican,1516
Huntington,State House,50,Dan J. Leonard,Republican,2777
Huntington,State House,50,Gary L. Snyder,Republican,857
Huntington,Judge Of The Superior Court,Huntington County,Jeffrey R. Heffelfinger,Republican,4317
Jackson,President,,Hillary Clinton,Democratic,5906
Jackson,President,,Barack Obama,Democratic,2911
Jackson,President,,Mike Huckabee,Republican,295
Jackson,President,,John Mccain,Republican,2158
Jackson,President,,Ron Paul,Republican,142
Jackson,President,,Mitt Romney,Republican,91
Jackson,Governor,,Jim Schellinger,Democratic,4729
Jackson,Governor,,Jill Long Thompson,Democratic,3511
Jackson,Governor,,Mitch Daniels,Republican,2203
Jackson,U.S. House,9,John R. Bottorff,Democratic,1655
Jackson,U.S. House,9,Gretchen Clearwater,Democratic,694
Jackson,U.S. House,9,Baron P. Hill,Democratic,5957
Jackson,U.S. House,9,Lendall B. Terry,Democratic,304
Jackson,U.S. House,9,Mike Sodrel,Republican,2339
Jackson,State Senator,44,Matthew S. Colglazier,Democratic,5749
Jackson,State Senator,44,"Tony ""Big Dog"" Van Pelt",Democratic,1384
Jackson,State Senator,44,Brent Steele,Republican,2193
Jackson,State House,65,Eric A. Koch,Republican,520
Jackson,State House,65,Steve Davisson,Republican,170
Jackson,Judge Of The Superior Court,"Jackson County, No. 2","Bruce Markel, Iii",Republican,2356
Jasper,President,,Hillary Clinton,Democratic,2913
Jasper,President,,Barack Obama,Democratic,1539
Jasper,President,,Mike Huckabee,Republican,427
Jasper,President,,John Mccain,Republican,2454
Jasper,President,,Ron Paul,Republican,298
Jasper,President,,Mitt Romney,Republican,146
Jasper,Governor,,Jim Schellinger,Democratic,1533
Jasper,Governor,,Jill Long Thompson,Democratic,2421
Jasper,Governor,,Mitch Daniels,Republican,2482
Jasper,U.S. House,4,Nels Ackerson,Democratic,0
Jasper,U.S. House,4,Steve Buyer,Republican,0
Jasper,U.S. House,4,Mike Campbell,Republican,0
Jasper,U.S. House,4,Firefighter Laron Keith,Republican,0
Jasper,State Senator,5,Larry W. Balmer,Democratic,512
Jasper,State Senator,5,Ed Charbonneau,Republican,295
Jasper,State House,13,Chester F. Dobis,Democratic,0
Jasper,State House,13,Joseph M. Hero,Republican,0
Jasper,State House,13,Douglas L. Gutwein,Republican,2330
Jasper,Judge Of The Superior Court,"Jasper County, No. 1",James R. (Jamie) Ahler,Republican,2865
Jay,President,,Hillary Clinton,Democratic,2256
Jay,President,,Barack Obama,Democratic,1379
Jay,President,,Mike Huckabee,Republican,191
Jay,President,,John Mccain,Republican,1123
Jay,President,,Ron Paul,Republican,138
Jay,President,,Mitt Romney,Republican,77
Jay,Governor,,Jim Schellinger,Democratic,1351
Jay,Governor,,Jill Long Thompson,Democratic,2160
Jay,Governor,,Mitch Daniels,Republican,1255
Jay,U.S. House,3,Michael A. (Mike) Montagano,Democratic,0
Jay,U.S. House,3,Mark Edward Souder,Republican,0
Jay,U.S. House,3,Scott Wise,Republican,0
Jay,State House,33,Andy Schemenaur,Democratic,2853
Jay,State House,33,Bill J. Davis,Republican,1365
Jay,Judge Of The Superior Court,Jay County,"Max C. Ludy, Jr.",Republican,1191
Jefferson,President,,Hillary Clinton,Democratic,4429
Jefferson,President,,Barack Obama,Democratic,2333
Jefferson,President,,Mike Huckabee,Republican,135
Jefferson,President,,John Mccain,Republican,1112
Jefferson,President,,Ron Paul,Republican,55
Jefferson,President,,Mitt Romney,Republican,72
Jefferson,Governor,,Jim Schellinger,Democratic,3410
Jefferson,Governor,,Jill Long Thompson,Democratic,2630
Jefferson,Governor,,Mitch Daniels,Republican,1095
Jefferson,U.S. House,6,Barry A. Welsh,Democratic,0
Jefferson,U.S. House,6,Mike Pence,Republican,0
Jefferson,State House,66,Terry Goodin,Democratic,0
Jefferson,State House,66,Jack R. Gillespie,Republican,0
Jefferson,State House,66,Cleo Duncan,Republican,0
Jefferson,Judge Of The Superior Court,Jefferson County,Michael Joseph Hensley,Democratic,5500
Jefferson,Judge Of The Superior Court,Jefferson County,Alison T. Frazier,Republican,1089
Jennings,President,,Hillary Clinton,Democratic,3624
Jennings,President,,Barack Obama,Democratic,1763
Jennings,President,,Mike Huckabee,Republican,286
Jennings,President,,John Mccain,Republican,1710
Jennings,President,,Ron Paul,Republican,88
Jennings,President,,Mitt Romney,Republican,76
Jennings,Governor,,Jim Schellinger,Democratic,3085
Jennings,Governor,,Jill Long Thompson,Democratic,1939
Jennings,Governor,,Mitch Daniels,Republican,1767
Jennings,U.S. House,6,Barry A. Welsh,Democratic,0
Jennings,U.S. House,6,Mike Pence,Republican,0
Jennings,State House,67,Mike Keller,Democratic,0
Jennings,State House,67,Cleo Duncan,Republican,0
Jennings,Judge Of The Circuit Court,Jennings 86Th Circuit,Jonathan W. Webster,Republican,2042
Jennings,Judge Of The Superior Court,Jennings County,Gary L. Smith,Democratic,4290
Jennings,Judge Of The Superior Court,Jennings County,"James Funke, Jr.",Republican,1845
Johnson,President,,Hillary Clinton,Democratic,11537
Johnson,President,,Barack Obama,Democratic,9189
Johnson,President,,Mike Huckabee,Republican,1051
Johnson,President,,John Mccain,Republican,9639
Johnson,President,,Ron Paul,Republican,718
Johnson,President,,Mitt Romney,Republican,574
Johnson,Governor,,Jim Schellinger,Democratic,9974
Johnson,Governor,,Jill Long Thompson,Democratic,8932
Johnson,Governor,,Mitch Daniels,Republican,10918
Johnson,U.S. House,9,John R. Bottorff,Democratic,0
Johnson,U.S. House,9,Gretchen Clearwater,Democratic,0
Johnson,U.S. House,9,Baron P. Hill,Democratic,0
Johnson,U.S. House,9,Lendall B. Terry,Democratic,0
Johnson,U.S. House,9,Mike Sodrel,Republican,0
Johnson,State Senator,36,Terry Rice,Democratic,3251
Johnson,State Senator,36,Mike Beeles,Republican,762
Johnson,State Senator,36,Brent Waltz,Republican,1977
Johnson,State Senator,36,Richard D. Bray,Republican,984
Johnson,State House,47,Ralph M. Foley,Republican,422
Johnson,State House,47,Mark A. Meadows,Republican,150
Johnson,State House,47,David N. Frizzell,Republican,2754
Johnson,Judge Of The Superior Court,"Johnson County, No. 2",Cynthia S. Emkes,Republican,9799
Knox,President,,Hillary Clinton,Democratic,6407
Knox,President,,Barack Obama,Democratic,3260
Knox,President,,Mike Huckabee,Republican,214
Knox,President,,John Mccain,Republican,1738
Knox,President,,Ron Paul,Republican,72
Knox,President,,Mitt Romney,Republican,73
Knox,Governor,,Jim Schellinger,Democratic,4931
Knox,Governor,,Jill Long Thompson,Democratic,3919
Knox,Governor,,Mitch Daniels,Republican,1605
Knox,U.S. House,8,Brad Ellsworth,Democratic,7764
Knox,U.S. House,8,Greg Goode,Republican,1412
Knox,State House,45,Rick Marshall,Democratic,2579
Knox,State House,45,Bruce A. Borders,Republican,731
Knox,Judge Of The Superior Court,"Knox County, No. 1",W. Timothy Crowley,Democratic,7646
Kosciusko,President,,Hillary Clinton,Democratic,4529
Kosciusko,President,,Barack Obama,Democratic,4173
Kosciusko,President,,Mike Huckabee,Republican,1112
Kosciusko,President,,John Mccain,Republican,5429
Kosciusko,President,,Ron Paul,Republican,772
Kosciusko,President,,Mitt Romney,Republican,413
Kosciusko,Governor,,Jim Schellinger,Democratic,3658
Kosciusko,Governor,,Jill Long Thompson,Democratic,4579
Kosciusko,Governor,,Mitch Daniels,Republican,6188
Kosciusko,U.S. House,2,Joe Donnelly,Democratic,0
Kosciusko,U.S. House,2,Luke Puckett,Republican,0
Kosciusko,U.S. House,2,Joseph Roush,Republican,0
Kosciusko,U.S. House,2,Tony Zirkle,Republican,0
Kosciusko,U.S. House,2,Mark Edward Souder,Republican,6095
Kosciusko,U.S. House,2,Scott Wise,Republican,1485
Kosciusko,State Senator,9,Ryan D. Mishler,Republican,4468
Kosciusko,State Senator,9,Don Metzler-Smith,Republican,0
Kosciusko,State Senator,9,Joseph P. Williams,Republican,0
Kosciusko,State Senator,9,James C. Erb,Republican,0
Kosciusko,State Senator,9,Joe Guerrero,Republican,0
Kosciusko,State Senator,9,Carlin J. Yoder,Republican,0
Kosciusko,State Senator,9,Randall Head,Republican,174
Kosciusko,State Senator,9,David R. Martin,Republican,104
Kosciusko,State Senator,9,Phillip R. Messer,Republican,170
Kosciusko,State Senator,9,Brian Thomas,Republican,186
Kosciusko,State House,18,David A. Wolkins,Republican,3664
Kosciusko,State House,18,Larry E. Rensberger,Republican,2007
Kosciusko,State House,18,William A. (Bill) Dixon,Republican,862
Kosciusko,State House,18,Michael B. Ridenour,Republican,237
Kosciusko,State House,18,"William J. ""Bill"" Ruppel",Republican,1303
Kosciusko,Judge Of The Superior Court,"Kosciusko County, No. 1",Duane G. Huffer,Republican,6166
Kosciusko,Judge Of The Superior Court,"Kosciusko County, No. 1",James C. Jarrette,Republican,3981
Kosciusko,Judge Of The Superior Court,"Kosciusko County, No. 1","Michael L. ""Mike"" Valentine",Republican,3614
LaGrange,President,,Hillary Clinton,Democratic,1918
LaGrange,President,,Barack Obama,Democratic,1559
LaGrange,President,,Mike Huckabee,Republican,239
LaGrange,President,,John Mccain,Republican,1465
LaGrange,President,,Ron Paul,Republican,201
LaGrange,President,,Mitt Romney,Republican,117
LaGrange,Governor,,Jim Schellinger,Democratic,1247
LaGrange,Governor,,Jill Long Thompson,Democratic,2166
LaGrange,Governor,,Mitch Daniels,Republican,1456
LaGrange,U.S. House,3,Michael A. (Mike) Montagano,Democratic,2694
LaGrange,U.S. House,3,Mark Edward Souder,Republican,1536
LaGrange,U.S. House,3,Scott Wise,Republican,473
LaGrange,State Senator,13,Fred Demske,Democratic,2706
LaGrange,State Senator,13,Robert L. Meeks,Republican,1728
LaGrange,State House,51,Lon Keyes,Democratic,0
LaGrange,State House,51,Richard A. Dodge,Republican,0
LaGrange,Judge Of The Circuit Court,La Grange 35Th Circuit,"James ""Scott"" Vanderbeck",Republican,1817
LaGrange,Judge Of The Superior Court,Lagrange County,George E. Brown,Republican,1804
Lake,President,,Hillary Clinton,Democratic,56889
Lake,President,,Barack Obama,Democratic,73945
Lake,President,,Mike Huckabee,Republican,836
Lake,President,,John Mccain,Republican,8890
Lake,President,,Ron Paul,Republican,1404
Lake,President,,Mitt Romney,Republican,424
Lake,Governor,,Jim Schellinger,Democratic,50091
Lake,Governor,,Jill Long Thompson,Democratic,60506
Lake,Governor,,Mitch Daniels,Republican,9213
Lake,U.S. House,1,Peter J. Visclosky,Democratic,100082
Lake,U.S. House,1,Chuck Barman,Republican,1554
Lake,U.S. House,1,Mark E. Coleman,Republican,1436
Lake,U.S. House,1,Richard (Ric) Holtz,Republican,1616
Lake,U.S. House,1,Mark Leyva,Republican,4056
Lake,U.S. House,1,Jayson Reeves,Republican,1081
Lake,State Senator,2,Carolyn Rhymes Jordan,Democratic,2216
Lake,State Senator,2,Rev. Dr.Jesse L. Ortiz,Democratic,1953
Lake,State Senator,2,Lonnie M. Randolph,Democratic,5918
Lake,State Senator,2,"Michael D. Scott, Sr.",Democratic,5697
Lake,State Senator,2,June L. Simmons Blackmon,Democratic,1002
Lake,State Senator,2,Diane Smith,Democratic,4848
Lake,State Senator,2,Louis Vasquez Iii,Democratic,4338
Lake,State Senator,2,"Carl L. Dahlin, Jr.",Republican,929
Lake,State House,1,"Raymond L. Fletcher, Iii",Democratic,3273
Lake,State House,1,Linda C. Lawson,Democratic,8468
Lake,State House,1,Fernando Urzua,Republican,862
Lake,State House,1,Drake Morris,Republican,5464
Lake,State House,1,Bryan K. Bullock,Republican,3673
Lake,State House,1,Cy Huerter,Republican,1197
Lake,State House,1,George T. Janiec,Republican,1050
Lake,State House,1,Catherine Campbell,Republican,335
Lake,State House,1,Myron M. Sutton,Republican,3202
Lake,State House,1,Lon P. Childress,Republican,60
Lake,State House,1,Donald J. Lehe,Republican,596
Lake,State House,1,Richard H. (Rich) Niemeyer,Republican,893
Lake,State House,1,"""Shelli"" Rochelle Vandenburgh",Republican,6845
Lake,State House,1,Bill Johnson,Republican,975
Lake,State House,1,Andrew Webster,Republican,966
Lake,Judge Of The Superior Court,"Lake County, No. 1",Nicholas J. Schiralli,Democratic,86273
Lake,Judge Of The Superior Court,"Lake County, No. 1",Randy A. Godshalk,Democratic,9743
Lake,Judge Of The Superior Court,"Lake County, No. 1",Jeremiah T. Sheets,Democratic,7056
Lake,Judge Of The Superior Court,"Lake County, No. 1",Nancy Moore Tiller,Democratic,31681
LaPort,President,,Hillary Clinton,Democratic,13627
LaPort,President,,Barack Obama,Democratic,12544
LaPort,President,,Mike Huckabee,Republican,342
LaPort,President,,John Mccain,Republican,3177
LaPort,President,,Ron Paul,Republican,631
LaPort,President,,Mitt Romney,Republican,153
LaPort,Governor,,Jim Schellinger,Democratic,11999
LaPort,Governor,,Jill Long Thompson,Democratic,12400
LaPort,Governor,,Mitch Daniels,Republican,3079
LaPort,U.S. House,1,Peter J. Visclosky,Democratic,0
LaPort,U.S. House,1,Chuck Barman,Republican,0
LaPort,U.S. House,1,Mark E. Coleman,Republican,0
LaPort,U.S. House,1,Richard (Ric) Holtz,Republican,0
LaPort,U.S. House,1,Mark Leyva,Republican,0
LaPort,U.S. House,1,Jayson Reeves,Republican,0
LaPort,U.S. House,1,Luke Puckett,Republican,1727
LaPort,U.S. House,1,Joseph Roush,Republican,1275
LaPort,U.S. House,1,Tony Zirkle,Republican,669
LaPort,State Senator,5,Larry W. Balmer,Democratic,880
LaPort,State Senator,5,Ed Charbonneau,Republican,353
LaPort,State Senator,5,Debra J. Birkholz,Republican,7790
LaPort,State Senator,5,Maxine Spenner,Republican,1435
LaPort,State Senator,5,"Allen L. Stevens, Jr.",Republican,3024
LaPort,State House,8,Ryan M. Dvorak,Democratic,0
LaPort,State House,8,Dale R. Devon,Republican,0
LaPort,Judge Of The Superior Court,"Laporte County, No. 1",Michael S. Bergerson,Democratic,18735
LaPort,Judge Of The Superior Court,"Laporte County, No. 1",Kathleen Lang,Republican,3516
LaPort,Judge Of The Superior Court,"Laporte County, No. 1",Kevin Mcgrath,Republican,6085
LaPort,Judge Of The Superior Court,"Laporte County, No. 1","Richard R. Stalbrink, Jr.",Republican,10445
LaPort,Judge Of The Superior Court,"Laporte County, No. 1",Thomas J. Rutkowski,Republican,3266
LaPort,Judge Of The Superior Court,"Laporte County, No. 1",Edward (Ed) Janes,Republican,5676
LaPort,Judge Of The Superior Court,"Laporte County, No. 1",Robert Neary,Republican,6919
LaPort,Judge Of The Superior Court,"Laporte County, No. 1","Robert S. (Steve) Bom, Sr.",Republican,1189
LaPort,Judge Of The Superior Court,"Laporte County, No. 1",Gregory H. Hofer,Republican,2546
Lawrence,President,,Hillary Clinton,Democratic,4637
Lawrence,President,,Barack Obama,Democratic,2407
Lawrence,President,,Mike Huckabee,Republican,461
Lawrence,President,,John Mccain,Republican,2996
Lawrence,President,,Ron Paul,Republican,451
Lawrence,President,,Mitt Romney,Republican,157
Lawrence,Governor,,Jim Schellinger,Democratic,3401
Lawrence,Governor,,Jill Long Thompson,Democratic,2670
Lawrence,Governor,,Mitch Daniels,Republican,2808
Lawrence,U.S. House,9,John R. Bottorff,Democratic,0
Lawrence,U.S. House,9,Gretchen Clearwater,Democratic,0
Lawrence,U.S. House,9,Baron P. Hill,Democratic,0
Lawrence,U.S. House,9,Lendall B. Terry,Democratic,0
Lawrence,U.S. House,9,Mike Sodrel,Republican,0
Lawrence,State Senator,44,Matthew S. Colglazier,Democratic,3828
Lawrence,State Senator,44,"Tony ""Big Dog"" Van Pelt",Democratic,1530
Lawrence,State Senator,44,Brent Steele,Republican,3531
Lawrence,State House,65,Eric A. Koch,Republican,2296
Lawrence,State House,65,Steve Davisson,Republican,0
Lawrence,Judge Of The Circuit Court,Lawrence 81St Circuit,Andrea K. Mccord,Republican,3327
Lawrence,Judge Of The Superior Court,"Lawrence County, No. 2",William G. Sleva,Republican,3163
Madison,President,,Hillary Clinton,Democratic,16917
Madison,President,,Barack Obama,Democratic,13200
Madison,President,,Mike Huckabee,Republican,804
Madison,President,,John Mccain,Republican,6865
Madison,President,,Ron Paul,Republican,558
Madison,President,,Mitt Romney,Republican,370
Madison,Governor,,Jim Schellinger,Democratic,15864
Madison,Governor,,Jill Long Thompson,Democratic,11959
Madison,Governor,,Mitch Daniels,Republican,7654
Madison,U.S. House,5,Chester Kelsey,Democratic,0
Madison,U.S. House,5,Mary Etta Ruley,Democratic,0
Madison,U.S. House,5,Kenny Stall,Democratic,0
Madison,U.S. House,5,Clayton L. Alfred,Republican,0
Madison,U.S. House,5,Dan Burton,Republican,0
Madison,U.S. House,5,John Mcgoff,Republican,0
Madison,State House,32,P. Eric Turner,Republican,0
Madison,State House,32,L. Jack Lutz,Republican,1242
Madison,State House,32,"Robert ""Bob"" Cherry",Republican,0
Madison,Judge Of The Superior Court,Madison Superior Ct. 2,G. George Pancol,Democratic,22143
Madison,Judge Of The Superior Court,Madison Superior Ct. 2,Rodney Cummings,Republican,6782
Madison,Judge Of The County Court,Madison County Court 1,Jonathan C. Goehring,Democratic,18383
Madison,Judge Of The County Court,Madison County Court 1,David Hopper,Republican,6697
Madison,Judge Of The County Court,Madison County Court 1,William C. Davisson,Republican,6029
Marion,President,,Hillary Clinton,Democratic,62476
Marion,President,,Barack Obama,Democratic,128360
Marion,President,,Mike Huckabee,Republican,2985
Marion,President,,John Mccain,Republican,38042
Marion,President,,Ron Paul,Republican,2713
Marion,President,,Mitt Romney,Republican,2207
Marion,Governor,,Jim Schellinger,Democratic,86732
