county,office,district,candidate,party,votes
Fayette,State Senator,27,Allen Paul,Republican,0
Fayette,State House,55,Glenn E. Bailey,Democratic,646
Fayette,State House,55,David Moeller,Democratic,991
Fayette,State House,55,Tom Knollman,Republican,874
Fayette,State House,55,Randy Lyness,Republican,208
Fayette,State House,55,Lynn A. Sheets,Republican,504
Fayette,Judge Of The Circuit Court,Fayette 73Rd Circuit,Beth Ann Butsch,Democratic,1563
Fayette,Judge Of The Circuit Court,Fayette 73Rd Circuit,Daniel Lee Pflum,Republican,1142
Fayette,Prosecuting Attorney,Fayette 73Rd Circuit,Kenneth D. Faw,Democratic,1541
Floyd,U.S. Senator,,"Don Bates, Jr.",Republican,243
Floyd,U.S. Senator,,Richard Behney,Republican,137
Floyd,U.S. Senator,,Dan Coats,Republican,2904
Floyd,U.S. Senator,,John N. Hostettler,Republican,932
Floyd,U.S. Senator,,Marlin A. Stutzman,Republican,604
Floyd,U.S. House,9,John R. Bottorff,Democratic,437
Floyd,U.S. House,9,Baron P. Hill,Democratic,3203
Floyd,U.S. House,9,Carol Johnson-Smith,Democratic,290
Floyd,U.S. House,9,"James R. Mcclure, Jr.",Democratic,183
Floyd,U.S. House,9,Lendall B. Terry,Democratic,102
Floyd,U.S. House,9,Travis Hankins,Republican,230
Floyd,U.S. House,9,Mike Sodrel,Republican,2484
Floyd,U.S. House,9,Rick Warren,Republican,137
Floyd,U.S. House,9,Todd Young,Republican,2373
Floyd,State Senator,46,"Charles ""Chuck"" Freiberger",Democratic,3713
Floyd,State Senator,46,Ron Grooms,Republican,2352
Floyd,State Senator,46,Lee Ann Wiseheart,Republican,2661
Floyd,State House,70,Paul J. Robertson,Democratic,544
Floyd,State House,70,Brett Loyd,Republican,468
Floyd,State House,70,Rhonda J. Rhoads,Republican,439
Floyd,State House,70,Edward D. (Ed) Clere,Republican,3590
Floyd,Judge Of The Circuit Court,Floyd 52Nd Circuit,J. Terrence Cody,Democratic,3785
Floyd,Prosecuting Attorney,Floyd 52Nd Circuit,Keith Henderson,Republican,4457
Fountain,U.S. Senator,,"Don Bates, Jr.",Republican,135
Fountain,U.S. Senator,,Richard Behney,Republican,109
Fountain,U.S. Senator,,Dan Coats,Republican,1074
Fountain,U.S. Senator,,John N. Hostettler,Republican,857
Fountain,U.S. Senator,,Marlin A. Stutzman,Republican,831
Fountain,U.S. House,4,Tara E. Nelson,Democratic,32
Fountain,U.S. House,4,Mark Powell,Democratic,26
Fountain,U.S. House,4,David Sanders,Democratic,54
Fountain,U.S. House,4,Jon Acton,Republican,12
Fountain,U.S. House,4,Cheryl Denise Allen,Republican,69
Fountain,U.S. House,4,Mike Campbell,Republican,41
Fountain,U.S. House,4,Daniel L. Dunham,Republican,26
Fountain,U.S. House,4,James T. (Jim) Hass,Republican,20
Fountain,U.S. House,4,Charles E. Henderson,Republican,22
Fountain,U.S. House,4,Brandt Hershman,Republican,96
Fountain,U.S. House,4,Laron (Firefighter Laron) Keith,Republican,74
Fountain,U.S. House,4,Todd Rokita,Republican,414
Fountain,U.S. House,4,Mark Seitz,Republican,29
Fountain,U.S. House,4,Phillip J. (Pj) Steffen,Republican,29
Fountain,U.S. House,4,Eric L. Wathen,Republican,36
Fountain,U.S. House,4,R. Michael Young,Republican,184
Fountain,State Senator,23,Philip L. (Phil) Boots,Republican,2242
Fountain,State House,13,Chester F. Dobis,Democratic,0
Fountain,State House,13,Richard L. Hardaway,Democratic,0
Fountain,State House,13,Sharon Negele,Republican,2107
Fountain,Judge Of The Circuit Court,Fountain 61St Circuit,Susan Orr Henderson,Republican,2544
Fountain,Prosecuting Attorney,Fountain 61St Circuit,Teryl D. (Terry) Martin,Republican,2412
Franklin,U.S. Senator,,"Don Bates, Jr.",Republican,233
Franklin,U.S. Senator,,Richard Behney,Republican,129
Franklin,U.S. Senator,,Dan Coats,Republican,1177
Franklin,U.S. Senator,,John N. Hostettler,Republican,453
Franklin,U.S. Senator,,Marlin A. Stutzman,Republican,507
Franklin,U.S. House,6,George Thomas Holland,Democratic,384
Franklin,U.S. House,6,Barry Welsh,Democratic,775
Franklin,U.S. House,6,Mike Pence,Republican,2439
Franklin,State Senator,27,Allen Paul,Republican,0
Franklin,State House,55,Glenn E. Bailey,Democratic,194
Franklin,State House,55,David Moeller,Democratic,277
Franklin,State House,55,Tom Knollman,Republican,539
Franklin,State House,55,Randy Lyness,Republican,230
Franklin,State House,55,Lynn A. Sheets,Republican,246
Franklin,State House,55,Martin (Marty) Brunner,Republican,389
Franklin,State House,55,Jud Mcmillin,Republican,911
Franklin,Prosecuting Attorney,Franklin 37Th Circuit,Melvin F. Wilhelm,Democratic,1240
Fulton,U.S. Senator,,"Don Bates, Jr.",Republican,81
Fulton,U.S. Senator,,Richard Behney,Republican,111
Fulton,U.S. Senator,,Dan Coats,Republican,810
Fulton,U.S. Senator,,John N. Hostettler,Republican,227
Fulton,U.S. Senator,,Marlin A. Stutzman,Republican,579
Fulton,U.S. House,2,Joe Donnelly,Democratic,341
Fulton,U.S. House,2,Martin A. Dolan,Republican,143
Fulton,U.S. House,2,Jack Edward Jordan,Republican,594
Fulton,U.S. House,2,Jackie Walorski,Republican,965
Fulton,U.S. House,2,Tony Hvfvgpd Zirkle,Republican,45
Fulton,State House,16,Bill Reutebuch,Democratic,273
Fulton,State House,16,Douglas L. Gutwein,Republican,1044
Fulton,State House,16,"Richard ""Rick"" Kallenbach",Republican,570
Fulton,State House,16,Francis K. Ellert,Republican,0
Fulton,State House,16,Mike Yankauskas,Republican,0
Fulton,Prosecuting Attorney,Fulton 41St Circuit,Richard A. Brown,Republican,1415
Gibson,U.S. Senator,,"Don Bates, Jr.",Republican,52
Gibson,U.S. Senator,,Richard Behney,Republican,34
Gibson,U.S. Senator,,Dan Coats,Republican,477
Gibson,U.S. Senator,,John N. Hostettler,Republican,1427
Gibson,U.S. Senator,,Marlin A. Stutzman,Republican,126
Gibson,U.S. House,8,W. Trent Vanhaaften,Democratic,1180
Gibson,U.S. House,8,Bud Bernitt,Republican,53
Gibson,U.S. House,8,Larry D. Bucshon,Republican,782
Gibson,U.S. House,8,Billy J. Mahoney,Republican,67
Gibson,U.S. House,8,Kristi Risk,Republican,606
Gibson,U.S. House,8,John Lee Smith,Republican,126
Gibson,U.S. House,8,John K. Snyder,Republican,94
Gibson,U.S. House,8,Dan Stockton,Republican,106
Gibson,U.S. House,8,Steve Westell,Republican,108
Gibson,State Senator,48,Lindel O. Hume,Democratic,1278
Gibson,State Senator,48,Jim Tomes,Republican,104
Gibson,State Senator,48,Andrew Wilson,Republican,158
Gibson,State House,64,Kreg Battles,Democratic,1244
Gibson,State House,64,Ken A. Beckerman,Republican,1370
Gibson,Judge Of The Superior Court,Gibson County,Earl G. Penrod,Democratic,1368
Gibson,Prosecuting Attorney,Gibson 66Th Circuit,William Wallace,Democratic,1184
Gibson,Prosecuting Attorney,Gibson 66Th Circuit,Robert Krieg,Republican,1793
Grant,U.S. Senator,,"Don Bates, Jr.",Republican,269
Grant,U.S. Senator,,Richard Behney,Republican,431
Grant,U.S. Senator,,Dan Coats,Republican,2721
Grant,U.S. Senator,,John N. Hostettler,Republican,976
Grant,U.S. Senator,,Marlin A. Stutzman,Republican,2022
Grant,U.S. House,5,Tim Crawford,Democratic,835
Grant,U.S. House,5,Nasser Hanna,Democratic,813
Grant,U.S. House,5,Ann B. Adcook,Republican,186
Grant,U.S. House,5,Dan Burton,Republican,2180
Grant,U.S. House,5,Andy Lyons,Republican,806
Grant,U.S. House,5,John Mcgoff,Republican,536
Grant,U.S. House,5,Brose Mcvey,Republican,309
Grant,U.S. House,5,Luke Messer,Republican,2217
Grant,U.S. House,5,Michael B. Murphy,Republican,350
Grant,State Senator,17,Jim Banks,Republican,1272
Grant,State Senator,17,Tom Wall,Republican,415
Grant,State Senator,17,James R. (Jim) Buck,Republican,0
Grant,State House,18,Retha S. Hicks,Republican,0
Grant,State House,18,David A. Wolkins,Republican,0
Grant,State House,18,Michael Karickhoff,Republican,0
Grant,State House,18,Kevin A. Mahan,Republican,2300
Grant,Prosecuting Attorney,Grant 48Th Circuit,"James D. Luttrull, Jr.",Republican,4752
Grant,Prosecuting Attorney,Grant 48Th Circuit,David M. Payne,Republican,1691
Greene,U.S. Senator,,"Don Bates, Jr.",Republican,134
Greene,U.S. Senator,,Richard Behney,Republican,145
Greene,U.S. Senator,,Dan Coats,Republican,736
Greene,U.S. Senator,,John N. Hostettler,Republican,1543
Greene,U.S. Senator,,Marlin A. Stutzman,Republican,479
Greene,U.S. House,8,W. Trent Vanhaaften,Democratic,1228
Greene,U.S. House,8,Bud Bernitt,Republican,303
Greene,U.S. House,8,Larry D. Bucshon,Republican,704
Greene,U.S. House,8,Billy J. Mahoney,Republican,74
Greene,U.S. House,8,Kristi Risk,Republican,920
Greene,U.S. House,8,John Lee Smith,Republican,163
Greene,U.S. House,8,John K. Snyder,Republican,116
Greene,U.S. House,8,Dan Stockton,Republican,257
Greene,U.S. House,8,Steve Westell,Republican,297
Greene,State Senator,39,Steven M. Thais,Democratic,823
Greene,State Senator,39,Ron Boger,Republican,418
Greene,State Senator,39,John Waterman,Republican,1873
Greene,State House,45,Jesse James,Democratic,572
Greene,State House,45,Bruce Alan Borders,Republican,1302
Greene,State House,45,Matt Ubelhor,Republican,1156
Greene,Prosecuting Attorney,Greene 63Rd Circuit,Jarrod D. Holtsclaw,Republican,2710
Hamilton,U.S. Senator,,"Don Bates, Jr.",Republican,1506
Hamilton,U.S. Senator,,Richard Behney,Republican,2007
Hamilton,U.S. Senator,,Dan Coats,Republican,13896
Hamilton,U.S. Senator,,John N. Hostettler,Republican,9062
Hamilton,U.S. Senator,,Marlin A. Stutzman,Republican,12381
Hamilton,U.S. House,5,Tim Crawford,Democratic,2386
Hamilton,U.S. House,5,Nasser Hanna,Democratic,2036
Hamilton,U.S. House,5,Ann B. Adcook,Republican,1227
Hamilton,U.S. House,5,Dan Burton,Republican,9925
Hamilton,U.S. House,5,Andy Lyons,Republican,676
Hamilton,U.S. House,5,John Mcgoff,Republican,9315
Hamilton,U.S. House,5,Brose Mcvey,Republican,5510
Hamilton,U.S. House,5,Luke Messer,Republican,9974
Hamilton,U.S. House,5,Michael B. Murphy,Republican,2835
Hamilton,State Senator,21,Chuck Sosbe,Democratic,316
Hamilton,State Senator,21,James R. (Jim) Buck,Republican,3843
Hamilton,State Senator,21,Robin Shackleford,Republican,582
Hamilton,State Senator,21,Mike Delph,Republican,4999
Hamilton,State Senator,21,"James W. Merritt, Jr.",Republican,0
Hamilton,State House,24,"Timothy J. Banter, Jr.",Democratic,0
Hamilton,State House,24,"Richard W. ""Rich"" Mcclain",Republican,0
Hamilton,State House,24,Kathy Kreag Richardson,Republican,12553
Hamilton,State House,24,Kyle J. Hupfer,Republican,0
Hamilton,State House,24,Jerry Torr,Republican,9995
Hamilton,Judge Of The Superior Court,"Hamilton County, No. 2",Daniel J. Pfleging,Republican,31249
Hamilton,Prosecuting Attorney,Hamilton 24Th Circuit,D. Lee Buckingham Ii,Republican,19286
Hamilton,Prosecuting Attorney,Hamilton 24Th Circuit,David Wyser,Republican,16407
Hancock,U.S. Senator,,"Don Bates, Jr.",Republican,415
Hancock,U.S. Senator,,Richard Behney,Republican,390
Hancock,U.S. Senator,,Dan Coats,Republican,4150
Hancock,U.S. Senator,,John N. Hostettler,Republican,2651
Hancock,U.S. Senator,,Marlin A. Stutzman,Republican,3950
Hancock,U.S. House,6,George Thomas Holland,Democratic,0
Hancock,U.S. House,6,Barry Welsh,Democratic,0
Hancock,U.S. House,6,Mike Pence,Republican,0
Hancock,State House,53,"Robert W. ""Bob"" Cherry",Republican,9149
Hancock,Prosecuting Attorney,Hancock 18Th Circuit,Thomas E. Williams,Democratic,798
Hancock,Prosecuting Attorney,Hancock 18Th Circuit,Dean Dobbins,Republican,3460
Hancock,Prosecuting Attorney,Hancock 18Th Circuit,Brent E. Eaton,Republican,3706
Hancock,Prosecuting Attorney,Hancock 18Th Circuit,Michael L. Griffin,Republican,4262
Harrison,U.S. Senator,,"Don Bates, Jr.",Republican,250
Harrison,U.S. Senator,,Richard Behney,Republican,185
Harrison,U.S. Senator,,Dan Coats,Republican,1866
Harrison,U.S. Senator,,John N. Hostettler,Republican,806
Harrison,U.S. Senator,,Marlin A. Stutzman,Republican,452
Harrison,U.S. House,9,John R. Bottorff,Democratic,342
Harrison,U.S. House,9,Baron P. Hill,Democratic,3064
Harrison,U.S. House,9,Carol Johnson-Smith,Democratic,703
Harrison,U.S. House,9,"James R. Mcclure, Jr.",Democratic,253
Harrison,U.S. House,9,Lendall B. Terry,Democratic,140
Harrison,U.S. House,9,Travis Hankins,Republican,323
Harrison,U.S. House,9,Mike Sodrel,Republican,1643
Harrison,U.S. House,9,Rick Warren,Republican,137
Harrison,U.S. House,9,Todd Young,Republican,1686
Harrison,State Senator,47,"Richard D. Young, Jr.",Democratic,3891
Harrison,State Senator,47,Ted Metzger,Republican,2900
Harrison,State House,70,Paul J. Robertson,Democratic,3856
Harrison,State House,70,Brett Loyd,Republican,1281
Harrison,State House,70,Rhonda J. Rhoads,Republican,2384
Harrison,State House,70,Douglas C. Leatherbury,Republican,51
Harrison,State House,70,Steve Davisson,Republican,32
Harrison,State House,70,Henry H. (Hank) Taylor,Republican,52
Harrison,Judge Of The Circuit Court,Harrison 3Rd Circuit,Ronald W. Simpson,Democratic,3950
Harrison,Judge Of The Circuit Court,Harrison 3Rd Circuit,John T. Evans,Republican,3103
Harrison,Prosecuting Attorney,Harrison 3Rd Circuit,Dennis L. Byrd,Democratic,3834
Harrison,Prosecuting Attorney,Harrison 3Rd Circuit,J. Otto Schalk,Republican,2892
Hendricks,U.S. Senator,,"Don Bates, Jr.",Republican,681
Hendricks,U.S. Senator,,Richard Behney,Republican,1054
Hendricks,U.S. Senator,,Dan Coats,Republican,5299
Hendricks,U.S. Senator,,John N. Hostettler,Republican,4095
Hendricks,U.S. Senator,,Marlin A. Stutzman,Republican,5975
Hendricks,U.S. House,4,Tara E. Nelson,Democratic,517
Hendricks,U.S. House,4,Mark Powell,Democratic,393
Hendricks,U.S. House,4,David Sanders,Democratic,691
Hendricks,U.S. House,4,Jon Acton,Republican,2130
Hendricks,U.S. House,4,Cheryl Denise Allen,Republican,343
Hendricks,U.S. House,4,Mike Campbell,Republican,248
Hendricks,U.S. House,4,Daniel L. Dunham,Republican,116
Hendricks,U.S. House,4,James T. (Jim) Hass,Republican,197
Hendricks,U.S. House,4,Charles E. Henderson,Republican,224
Hendricks,U.S. House,4,Brandt Hershman,Republican,1516
Hendricks,U.S. House,4,Laron (Firefighter Laron) Keith,Republican,431
Hendricks,U.S. House,4,Todd Rokita,Republican,6316
Hendricks,U.S. House,4,Mark Seitz,Republican,224
Hendricks,U.S. House,4,Phillip J. (Pj) Steffen,Republican,602
Hendricks,U.S. House,4,Eric L. Wathen,Republican,3552
Hendricks,U.S. House,4,R. Michael Young,Republican,1232
Hendricks,State House,28,Jeffrey A. Thompson,Republican,3652
Hendricks,State House,28,Robert W. Behning,Republican,1637
Hendricks,Prosecuting Attorney,Hendricks 55Th Circuit,Patricia Ann Baldwin,Republican,9218
Hendricks,Prosecuting Attorney,Hendricks 55Th Circuit,Brian J. Johnson,Republican,6622
Henry,U.S. Senator,,"Don Bates, Jr.",Republican,331
Henry,U.S. Senator,,Richard Behney,Republican,231
Henry,U.S. Senator,,Dan Coats,Republican,2466
Henry,U.S. Senator,,John N. Hostettler,Republican,1165
Henry,U.S. Senator,,Marlin A. Stutzman,Republican,1958
Henry,U.S. House,6,George Thomas Holland,Democratic,577
Henry,U.S. House,6,Barry Welsh,Democratic,1228
Henry,U.S. House,6,Mike Pence,Republican,5558
Henry,State Senator,26,Lewis R. (Papa Lou) Coulter,Democratic,0
Henry,State Senator,26,B. Jeff Ellison,Democratic,0
Henry,State Senator,26,Sue Errington,Democratic,0
Henry,State Senator,26,Kevin J. Barrett,Republican,0
Henry,State Senator,26,Doug Eckerty,Republican,0
Henry,State House,54,Thomas E. (Tom) Saunders,Republican,3719
Henry,Prosecuting Attorney,Henry 53Rd Circuit,Kit C. Dean Crane,Republican,5240
Howard,U.S. Senator,,"Don Bates, Jr.",Republican,335
Howard,U.S. Senator,,Richard Behney,Republican,369
Howard,U.S. Senator,,Dan Coats,Republican,3617
Howard,U.S. Senator,,John N. Hostettler,Republican,1686
Howard,U.S. Senator,,Marlin A. Stutzman,Republican,2972
Howard,U.S. House,4,Tara E. Nelson,Democratic,0
Howard,U.S. House,4,Mark Powell,Democratic,0
Howard,U.S. House,4,David Sanders,Democratic,0
Howard,U.S. House,4,Jon Acton,Republican,0
Howard,U.S. House,4,Cheryl Denise Allen,Republican,0
Howard,U.S. House,4,Mike Campbell,Republican,0
Howard,U.S. House,4,Daniel L. Dunham,Republican,0
Howard,U.S. House,4,James T. (Jim) Hass,Republican,0
Howard,U.S. House,4,Charles E. Henderson,Republican,0
Howard,U.S. House,4,Brandt Hershman,Republican,0
Howard,U.S. House,4,Laron (Firefighter Laron) Keith,Republican,0
Howard,U.S. House,4,Todd Rokita,Republican,0
Howard,U.S. House,4,Mark Seitz,Republican,0
Howard,U.S. House,4,Phillip J. (Pj) Steffen,Republican,0
Howard,U.S. House,4,Eric L. Wathen,Republican,0
Howard,U.S. House,4,R. Michael Young,Republican,0
Howard,U.S. House,4,Nasser Hanna,Republican,506
Howard,U.S. House,4,Ann B. Adcook,Republican,274
Howard,U.S. House,4,Dan Burton,Republican,2675
Howard,U.S. House,4,Andy Lyons,Republican,280
Howard,U.S. House,4,John Mcgoff,Republican,595
Howard,U.S. House,4,Brose Mcvey,Republican,229
Howard,U.S. House,4,Luke Messer,Republican,2212
Howard,U.S. House,4,Michael B. Murphy,Republican,529
Howard,State Senator,21,Chuck Sosbe,Democratic,2041
Howard,State Senator,21,James R. (Jim) Buck,Republican,5635
Howard,State House,30,Ron Herrell,Democratic,2009
Howard,State House,30,Michael Karickhoff,Republican,4159
Howard,State House,30,Heath Vannatter,Republican,2329
Howard,Judge Of The Superior Court,"Howard County, Court 1","William C. (Bill) Menges, Jr.",Republican,7590
Howard,Prosecuting Attorney,Howard 62Nd Circuit,Mark A. Mccann,Republican,7554
Huntington,U.S. Senator,,"Don Bates, Jr.",Republican,284
Huntington,U.S. Senator,,Richard Behney,Republican,337
Huntington,U.S. Senator,,Dan Coats,Republican,3859
Huntington,U.S. Senator,,John N. Hostettler,Republican,667
Huntington,U.S. Senator,,Marlin A. Stutzman,Republican,1940
Huntington,U.S. House,3,Thomas Hayhurst,Democratic,0
Huntington,U.S. House,3,Thomas Allen Schrader,Democratic,0
Huntington,U.S. House,3,Gregory (Greg) Dickman,Republican,0
Huntington,U.S. House,3,Mark Edward Souder,Republican,0
Huntington,U.S. House,3,Bob Thomas,Republican,0
Huntington,U.S. House,3,Phillip J. (Phil) Troyer,Republican,0
Huntington,State Senator,17,Jim Banks,Republican,3040
Huntington,State Senator,17,Tom Wall,Republican,3982
Huntington,State House,50,Ron Fusselman,Republican,2889
Huntington,State House,50,Daniel (Dan) J. Leonard,Republican,4113
Huntington,Prosecuting Attorney,Huntington 56Th Circuit,Amy C. Richison,Republican,5868
Jackson,U.S. Senator,,"Don Bates, Jr.",Republican,224
Jackson,U.S. Senator,,Richard Behney,Republican,156
Jackson,U.S. Senator,,Dan Coats,Republican,2180
Jackson,U.S. Senator,,John N. Hostettler,Republican,1022
Jackson,U.S. Senator,,Marlin A. Stutzman,Republican,619
Jackson,U.S. House,9,John R. Bottorff,Democratic,743
Jackson,U.S. House,9,Baron P. Hill,Democratic,2392
Jackson,U.S. House,9,Carol Johnson-Smith,Democratic,232
Jackson,U.S. House,9,"James R. Mcclure, Jr.",Democratic,144
Jackson,U.S. House,9,Lendall B. Terry,Democratic,120
Jackson,U.S. House,9,Travis Hankins,Republican,2243
Jackson,U.S. House,9,Mike Sodrel,Republican,752
Jackson,U.S. House,9,Rick Warren,Republican,76
Jackson,U.S. House,9,Todd Young,Republican,1404
Jackson,State Senator,43,Johnny Nugent,Republican,0
Jackson,State Senator,43,Lindsay Patterson,Republican,0
Jackson,State House,65,Eric A. Koch,Republican,1002
Jackson,State House,65,Douglas C. Leatherbury,Republican,312
Jackson,State House,65,Steve Davisson,Republican,171
Jackson,State House,65,Henry H. (Hank) Taylor,Republican,216
Jackson,Judge Of The Superior Court,"Jackson County, No. 2",Mark E. Risser,Democratic,2902
Jackson,Judge Of The Superior Court,"Jackson County, No. 2",Bruce A. Mactavish,Republican,3792
Jackson,Prosecuting Attorney,Jackson 40Th Circuit,Richard W. Poynter,Republican,3866
Jasper,U.S. Senator,,"Don Bates, Jr.",Republican,324
Jasper,U.S. Senator,,Richard Behney,Republican,197
Jasper,U.S. Senator,,Dan Coats,Republican,1919
Jasper,U.S. Senator,,John N. Hostettler,Republican,1166
Jasper,U.S. Senator,,Marlin A. Stutzman,Republican,632
Jasper,U.S. House,4,Tara E. Nelson,Democratic,0
Jasper,U.S. House,4,Mark Powell,Democratic,0
Jasper,U.S. House,4,David Sanders,Democratic,0
Jasper,U.S. House,4,Jon Acton,Republican,0
Jasper,U.S. House,4,Cheryl Denise Allen,Republican,0
Jasper,U.S. House,4,Mike Campbell,Republican,0
Jasper,U.S. House,4,Daniel L. Dunham,Republican,0
Jasper,U.S. House,4,James T. (Jim) Hass,Republican,0
Jasper,U.S. House,4,Charles E. Henderson,Republican,0
Jasper,U.S. House,4,Brandt Hershman,Republican,0
Jasper,U.S. House,4,Laron (Firefighter Laron) Keith,Republican,0
Jasper,U.S. House,4,Todd Rokita,Republican,0
Jasper,U.S. House,4,Mark Seitz,Republican,0
Jasper,U.S. House,4,Phillip J. (Pj) Steffen,Republican,0
Jasper,U.S. House,4,Eric L. Wathen,Republican,0
Jasper,U.S. House,4,R. Michael Young,Republican,0
Jasper,State House,13,Chester F. Dobis,Democratic,0
Jasper,State House,13,Richard L. Hardaway,Democratic,0
Jasper,State House,13,Douglas L. Gutwein,Republican,2321
Jasper,State House,13,"Richard ""Rick"" Kallenbach",Republican,1378
Jasper,Prosecuting Attorney,Jasper 30Th Circuit,Kathryn B. O'Neall,Republican,3451
Jay,U.S. Senator,,"Don Bates, Jr.",Republican,76
Jay,U.S. Senator,,Richard Behney,Republican,51
Jay,U.S. Senator,,Dan Coats,Republican,1145
Jay,U.S. Senator,,John N. Hostettler,Republican,273
Jay,U.S. Senator,,Marlin A. Stutzman,Republican,531
Jay,U.S. House,3,Thomas Hayhurst,Democratic,0
Jay,U.S. House,3,Thomas Allen Schrader,Democratic,0
Jay,U.S. House,3,Gregory (Greg) Dickman,Republican,0
Jay,U.S. House,3,Mark Edward Souder,Republican,0
Jay,U.S. House,3,Bob Thomas,Republican,0
Jay,U.S. House,3,Phillip J. (Phil) Troyer,Republican,0
Jay,State Senator,19,Travis Holdman,Republican,0
Jay,State House,33,Bill Davis,Republican,1782
Jay,Prosecuting Attorney,Jay 58Th Circuit,Wesley A. Schemenaur,Democratic,659
Jay,Prosecuting Attorney,Jay 58Th Circuit,Gregory W. Lemaster,Republican,1536
Jefferson,U.S. Senator,,"Don Bates, Jr.",Republican,104
Jefferson,U.S. Senator,,Richard Behney,Republican,81
Jefferson,U.S. Senator,,Dan Coats,Republican,993
Jefferson,U.S. Senator,,John N. Hostettler,Republican,479
Jefferson,U.S. Senator,,Marlin A. Stutzman,Republican,458
Jefferson,U.S. House,6,George Thomas Holland,Democratic,0
Jefferson,U.S. House,6,Barry Welsh,Democratic,0
Jefferson,U.S. House,6,Mike Pence,Republican,0
Jefferson,State Senator,45,James (Jim) Lewis,Democratic,2138
Jefferson,State House,66,Terry Goodin,Democratic,0
Jefferson,State House,66,Jim Lucas,Republican,0
Jefferson,State House,66,Randy Frye,Republican,0
Jefferson,State House,66,Tony Goodrich,Republican,0
Jefferson,State House,66,"Dale Jones ""2 Tall""",Republican,0
Jefferson,State House,66,Martin W. (Marty) Voegele,Republican,0
Jefferson,State House,66,Tami D. Wenning,Republican,0
Jefferson,State House,66,Cindy Meyer Ziemke,Republican,0
Jefferson,Prosecuting Attorney,Jefferson 5Th Cir.,Chad T. Lewis,Democratic,2180
Jennings,U.S. Senator,,"Don Bates, Jr.",Republican,242
Jennings,U.S. Senator,,Richard Behney,Republican,137
Jennings,U.S. Senator,,Dan Coats,Republican,1735
Jennings,U.S. Senator,,John N. Hostettler,Republican,817
Jennings,U.S. Senator,,Marlin A. Stutzman,Republican,411
Jennings,U.S. House,6,George Thomas Holland,Democratic,0
Jennings,U.S. House,6,Barry Welsh,Democratic,0
Jennings,U.S. House,6,Mike Pence,Republican,0
Jennings,State Senator,43,Johnny Nugent,Republican,2076
Jennings,State Senator,43,Lindsay Patterson,Republican,736
Jennings,State House,67,Shawn B. Fields,Republican,0
Jennings,State House,67,Randy Frye,Republican,0
Jennings,State House,67,Tony Goodrich,Republican,0
Jennings,State House,67,"Dale Jones ""2 Tall""",Republican,0
Jennings,State House,67,Martin W. (Marty) Voegele,Republican,0
Jennings,State House,67,Tami D. Wenning,Republican,0
Jennings,State House,67,Cindy Meyer Ziemke,Republican,0
Jennings,Prosecuting Attorney,Jennings 86Th Circuit,Alan L. Marshall,Democratic,1373
Johnson,U.S. Senator,,"Don Bates, Jr.",Republican,755
Johnson,U.S. Senator,,Richard Behney,Republican,649
Johnson,U.S. Senator,,Dan Coats,Republican,5610
Johnson,U.S. Senator,,John N. Hostettler,Republican,3946
Johnson,U.S. Senator,,Marlin A. Stutzman,Republican,6034
Johnson,U.S. House,9,John R. Bottorff,Democratic,0
Johnson,U.S. House,9,Baron P. Hill,Democratic,0
Johnson,U.S. House,9,Carol Johnson-Smith,Democratic,0
Johnson,U.S. House,9,"James R. Mcclure, Jr.",Democratic,0
Johnson,U.S. House,9,Lendall B. Terry,Democratic,0
Johnson,U.S. House,9,Travis Hankins,Republican,0
Johnson,U.S. House,9,Mike Sodrel,Republican,0
Johnson,U.S. House,9,Rick Warren,Republican,0
Johnson,U.S. House,9,Todd Young,Republican,0
Johnson,State Senator,41,Chris Roller,Democratic,656
Johnson,State Senator,41,Greg Walker,Republican,5180
Johnson,State House,47,Ralph M. Foley,Republican,893
Johnson,State House,47,Ronald H. (Ron) West,Republican,3613
Johnson,Prosecuting Attorney,Johnson 8Th Circuit,Bradley D. Cooper,Republican,13994
Knox,U.S. Senator,,"Don Bates, Jr.",Republican,76
Knox,U.S. Senator,,Richard Behney,Republican,66
Knox,U.S. Senator,,Dan Coats,Republican,727
Knox,U.S. Senator,,John N. Hostettler,Republican,1437
Knox,U.S. Senator,,Marlin A. Stutzman,Republican,189
Knox,U.S. House,8,W. Trent Vanhaaften,Democratic,2005
Knox,U.S. House,8,Bud Bernitt,Republican,58
Knox,U.S. House,8,Larry D. Bucshon,Republican,737
Knox,U.S. House,8,Billy J. Mahoney,Republican,95
Knox,U.S. House,8,Kristi Risk,Republican,516
Knox,U.S. House,8,John Lee Smith,Republican,109
Knox,U.S. House,8,John K. Snyder,Republican,312
Knox,U.S. House,8,Dan Stockton,Republican,187
Knox,U.S. House,8,Steve Westell,Republican,187
Knox,State Senator,39,Steven M. Thais,Democratic,2224
Knox,State Senator,39,Ron Boger,Republican,479
Knox,State Senator,39,John Waterman,Republican,1356
Knox,State House,45,Jesse James,Democratic,920
Knox,State House,45,Bruce Alan Borders,Republican,806
Knox,State House,45,Ken A. Beckerman,Republican,1072
Knox,Judge Of The Circuit Court,Knox 12Th Circuit,Sherry Biddinger Gregg,Democratic,3450
Knox,Prosecuting Attorney,Knox 12Th Circuit,John F. Sievers,Democratic,3198
Kosciusko,U.S. Senator,,"Don Bates, Jr.",Republican,206
Kosciusko,U.S. Senator,,Richard Behney,Republican,339
