county,precinct,office,district,candidate,party,absentee,election_day,provisional,votes
Grant,052-MILL 11,State Senator,19,TRAVIS HOLDMAN,REP,1,0,0,1
Grant,053-MONROE 1,State Senator,19,TRAVIS HOLDMAN,REP,105,36,0,141
Grant,Total,State Senator,19,TRAVIS HOLDMAN,REP,1351,274,0,1625
Grant,025-FAIRMOUNT 1,State Senator,19,ERIC ORR,REP,24,1,0,25
Grant,026-FAIRMOUNT 2,State Senator,19,ERIC ORR,REP,38,0,0,38
Grant,027-FAIRMOUNT 3,State Senator,19,ERIC ORR,REP,17,4,0,21
Grant,028-FA1RMOUNT 4,State Senator,19,ERIC ORR,REP,13,2,0,15
Grant,038-JEFFERSON 1,State Senator,19,ERIC ORR,REP,27,4,0,31
Grant,039-JEFFERSON 2,State Senator,19,ERIC ORR,REP,27,1,0,28
Grant,040-JEFFERSON 3,State Senator,19,ERIC ORR,REP,17,4,0,21
Grant,041-LIBERTY,State Senator,19,ERIC ORR,REP,26,4,0,30
Grant,042-MILL 1,State Senator,19,ERIC ORR,REP,18,3,0,21
Grant,043-MILL 2,State Senator,19,ERIC ORR,REP,23,4,0,27
Grant,044-MILL 3,State Senator,19,ERIC ORR,REP,16,4,0,20
Grant,045-MILL 4,State Senator,19,ERIC ORR,REP,24,4,0,28
Grant,046-MILL 5,State Senator,19,ERIC ORR,REP,19,5,0,24
Grant,047-MILL 6,State Senator,19,ERIC ORR,REP,15,3,0,18
Grant,048-MILL 7,State Senator,19,ERIC ORR,REP,27,5,0,32
Grant,049-M1LL 8,State Senator,19,ERIC ORR,REP,9,1,0,10
Grant,050-MILL 9,State Senator,19,ERIC ORR,REP,8,2,0,10
Grant,051-MILL 10,State Senator,19,ERIC ORR,REP,9,5,0,14
Grant,052-MILL 11,State Senator,19,ERIC ORR,REP,0,1,0,1
Grant,053-MONROE 1,State Senator,19,ERIC ORR,REP,22,8,0,30
Grant,Total,State Senator,19,ERIC ORR,REP,379,65,0,444
Grant,055-PLEASANT 1,State Representative,18,RUSSELL REAHARD,REP,54,14,0,68
Grant,056-PLEASANT 2,State Representative,18,RUSSELL REAHARD,REP,30,17,0,47
Grant,062-RICHLAND,State Representative,18,RUSSELL REAHARD,REP,24,4,0,28
Grant,Total,State Representative,18,RUSSELL REAHARD,REP,108,35,0,143
Grant,055-PLEASANT 1,State Representative,18,DAVID A. WOLKINS,REP,91,23,0,114
Grant,056-PLEASANT 2,State Representative,18,DAVID A. WOLKINS,REP,66,15,0,81
Grant,062-RICHLAND,State Representative,18,DAVID A. WOLKINS,REP,33,19,0,52
Grant,Total,State Representative,18,DAVID A. WOLKINS,REP,190,57,0,247
Grant,014-CENTER 14,State Representative,30,MIKE KARICKHOFF,REP,51,11,0,62
Grant,030-FRANKLIN 2,State Representative,30,MIKE KARICKHOFF,REP,51,26,0,77
Grant,031-FRANKLIN 3,State Representative,30,MIKE KARICKHOFF,REP,49,6,0,55
Grant,032-FRANKLIN 4,State Representative,30,MIKE KARICKHOFF,REP,69,21,0,90
Grant,033-FRANKLIN 5,State Representative,30,MIKE KARICKHOFF,REP,104,25,0,129
Grant,034-FRANKLIN 6,State Representative,30,MIKE KARICKHOFF,REP,29,12,0,41
Grant,063-SIMS,State Representative,30,MIKE KARICKHOFF,REP,164,24,0,188
Grant,Total,State Representative,30,MIKE KARICKHOFF,REP,517,125,0,642
Grant,001-CENTER 1,State Representative,31,KEVIN A. MAHAN,REP,49,14,0,63
Grant,002-CENTER 2,State Representative,31,KEVIN A. MAHAN,REP,59,20,0,79
Grant,003-CENTER 3,State Representative,31,KEVIN A. MAHAN,REP,21,5,0,26
Grant,004-CENTER 4,State Representative,31,KEVIN A. MAHAN,REP,47,13,0,60
Grant,005-CENTER 5,State Representative,31,KEVIN A. MAHAN,REP,45,16,0,61
Grant,006-CENTER 6,State Representative,31,KEVIN A. MAHAN,REP,27,18,0,45
Grant,007-CENTER 7,State Representative,31,KEVIN A. MAHAN,REP,45,10,0,55
Grant,008-CENTER 8,State Representative,31,KEVIN A. MAHAN,REP,37,8,0,45
Grant,009-CENTER 9,State Representative,31,KEVIN A. MAHAN,REP,24,18,0,42
Grant,010-CENTER 10,State Representative,31,KEVIN A. MAHAN,REP,112,29,0,141
Grant,011-CENTER 11,State Representative,31,KEVIN A. MAHAN,REP,86,26,0,112
Grant,012-CENTER 12,State Representative,31,KEVIN A. MAHAN,REP,98,33,0,131
Grant,013-CENTER 13,State Representative,31,KEVIN A. MAHAN,REP,52,9,0,61
Grant,015-CENTER 15,State Representative,31,KEVIN A. MAHAN,REP,40,15,0,55
Grant,016-CENTER 16,State Representative,31,KEVIN A. MAHAN,REP,29,4,0,33
Grant,017-CENTER 17,State Representative,31,KEVIN A. MAHAN,REP,75,53,0,128
Grant,018-CENTER 18,State Representative,31,KEVIN A. MAHAN,REP,118,52,0,170
Grant,019-CENTER 19,State Representative,31,KEVIN A. MAHAN,REP,114,30,0,144
Grant,020-CENTER 20,State Representative,31,KEVIN A. MAHAN,REP,11,4,0,15
Grant,024-CENTER 24,State Representative,31,KEVIN A. MAHAN,REP,15,8,0,23
Grant,029-FRANKLIN 1,State Representative,31,KEVIN A. MAHAN,REP,21,5,0,26
Grant,035-FRANKLIN 7,State Representative,31,KEVIN A. MAHAN,REP,11,4,0,15
Grant,042-MILL 1,State Representative,31,KEVIN A. MAHAN,REP,91,18,0,109
Grant,043-MILL 2,State Representative,31,KEVIN A. MAHAN,REP,62,21,0,83
Grant,044-MILL 3,State Representative,31,KEVIN A. MAHAN,REP,88,26,0,114
Grant,047-MILL 6,State Representative,31,KEVIN A. MAHAN,REP,59,23,0,82
Grant,048-MILL 7,State Representative,31,KEVIN A. MAHAN,REP,74,15,0,89
Grant,050-MILL 9,State Representative,31,KEVIN A. MAHAN,REP,37,5,0,42
Grant,052-MILL 11,State Representative,31,KEVIN A. MAHAN,REP,1,1,0,2
Grant,053-MONROE 1,State Representative,31,KEVIN A. MAHAN,REP,117,42,0,159
Grant,057-PLEASANT 3,State Representative,31,KEVIN A. MAHAN,REP,155,58,0,213
Grant,058-PLEASANT 4,State Representative,31,KEVIN A. MAHAN,REP,58,33,0,91
Grant,059-PLEASANT 5,State Representative,31,KEVIN A. MAHAN,REP,69,13,0,82
Grant,060-PLEASANT 6,State Representative,31,KEVIN A. MAHAN,REP,106,28,0,134
Grant,061-PLEASANT 7,State Representative,31,KEVIN A. MAHAN,REP,65,27,0,92
Grant,064-VAN BUREN,State Representative,31,KEVIN A. MAHAN,REP,167,27,0,194
Grant,065-WASHINGTON 1,State Representative,31,KEVIN A. MAHAN,REP,67,10,0,77
Grant,066-WASHINGTON 2,State Representative,31,KEVIN A. MAHAN,REP,53,15,0,68
Grant,067-WASHINGTON 3,State Representative,31,KEVIN A. MAHAN,REP,145,27,0,172
Grant,068-WASHINGTON 4,State Representative,31,KEVIN A. MAHAN,REP,79,5,0,84
Grant,Total,State Representative,31,KEVIN A. MAHAN,REP,2629,788,0,3417
Grant,025-FAIRMOUNT 1,State Representative,32,"ANTHONY J. (""TONY"") COOK",REP,101,21,0,122
Grant,026-FAIRMOUNT 2,State Representative,32,"ANTHONY J. (""TONY"") COOK",REP,137,2,0,139
Grant,027-FAIRMOUNT 3,State Representative,32,"ANTHONY J. (""TONY"") COOK",REP,71,5,0,76
Grant,028-FA1RMOUNT 4,State Representative,32,"ANTHONY J. (""TONY"") COOK",REP,40,14,0,54
Grant,037-GREEN,State Representative,32,"ANTHONY J. (""TONY"") COOK",REP,46,5,0,51
Grant,038-JEFFERSON 1,State Representative,32,"ANTHONY J. (""TONY"") COOK",REP,124,23,0,147
Grant,039-JEFFERSON 2,State Representative,32,"ANTHONY J. (""TONY"") COOK",REP,134,9,0,143
Grant,040-JEFFERSON 3,State Representative,32,"ANTHONY J. (""TONY"") COOK",REP,88,14,0,102
Grant,041-LIBERTY,State Representative,32,"ANTHONY J. (""TONY"") COOK",REP,107,26,0,133
Grant,045-MILL 4,State Representative,32,"ANTHONY J. (""TONY"") COOK",REP,78,14,0,92
Grant,046-MILL 5,State Representative,32,"ANTHONY J. (""TONY"") COOK",REP,81,20,0,101
Grant,049-M1LL 8,State Representative,32,"ANTHONY J. (""TONY"") COOK",REP,35,1,0,36
Grant,051-MILL 10,State Representative,32,"ANTHONY J. (""TONY"") COOK",REP,49,11,0,60
Grant,Total,State Representative,32,"ANTHONY J. (""TONY"") COOK",REP,1091,165,0,1256
Grant,001-CENTER 1,U.S. Senate,,JOE DONNELLY,DEM,28,7,0,35
Grant,002-CENTER 2,U.S. Senate,,JOE DONNELLY,DEM,13,6,0,19
Grant,003-CENTER 3,U.S. Senate,,JOE DONNELLY,DEM,15,8,0,23
Grant,004-CENTER 4,U.S. Senate,,JOE DONNELLY,DEM,13,2,0,15
Grant,005-CENTER 5,U.S. Senate,,JOE DONNELLY,DEM,16,5,0,21
Grant,006-CENTER 6,U.S. Senate,,JOE DONNELLY,DEM,15,6,0,21
Grant,007-CENTER 7,U.S. Senate,,JOE DONNELLY,DEM,18,10,0,28
Grant,008-CENTER 8,U.S. Senate,,JOE DONNELLY,DEM,36,10,0,46
Grant,009-CENTER 9,U.S. Senate,,JOE DONNELLY,DEM,26,14,0,40
Grant,010-CENTER 10,U.S. Senate,,JOE DONNELLY,DEM,14,2,0,16
Grant,011-CENTER 11,U.S. Senate,,JOE DONNELLY,DEM,17,8,0,25
Grant,012-CENTER 12,U.S. Senate,,JOE DONNELLY,DEM,21,4,0,25
Grant,013-CENTER 13,U.S. Senate,,JOE DONNELLY,DEM,21,13,0,34
Grant,014-CENTER 14,U.S. Senate,,JOE DONNELLY,DEM,11,1,0,12
Grant,015-CENTER 15,U.S. Senate,,JOE DONNELLY,DEM,8,13,0,21
Grant,016-CENTER 16,U.S. Senate,,JOE DONNELLY,DEM,8,6,0,14
Grant,017-CENTER 17,U.S. Senate,,JOE DONNELLY,DEM,10,12,0,22
Grant,018-CENTER 18,U.S. Senate,,JOE DONNELLY,DEM,12,10,0,22
Grant,019-CENTER 19,U.S. Senate,,JOE DONNELLY,DEM,23,6,0,29
Grant,020-CENTER 20,U.S. Senate,,JOE DONNELLY,DEM,2,4,0,6
Grant,024-CENTER 24,U.S. Senate,,JOE DONNELLY,DEM,0,0,0,0
Grant,025-FAIRMOUNT 1,U.S. Senate,,JOE DONNELLY,DEM,45,11,0,56
Grant,026-FAIRMOUNT 2,U.S. Senate,,JOE DONNELLY,DEM,32,2,0,34
Grant,027-FAIRMOUNT 3,U.S. Senate,,JOE DONNELLY,DEM,10,2,0,12
Grant,028-FA1RMOUNT 4,U.S. Senate,,JOE DONNELLY,DEM,6,0,0,6
Grant,029-FRANKLIN 1,U.S. Senate,,JOE DONNELLY,DEM,9,2,0,11
Grant,030-FRANKLIN 2,U.S. Senate,,JOE DONNELLY,DEM,26,13,0,39
Grant,031-FRANKLIN 3,U.S. Senate,,JOE DONNELLY,DEM,15,3,0,18
Grant,032-FRANKLIN 4,U.S. Senate,,JOE DONNELLY,DEM,6,5,0,11
Grant,033-FRANKLIN 5,U.S. Senate,,JOE DONNELLY,DEM,28,10,0,38
Grant,034-FRANKLIN 6,U.S. Senate,,JOE DONNELLY,DEM,30,9,0,39
Grant,035-FRANKLIN 7,U.S. Senate,,JOE DONNELLY,DEM,10,0,0,10
Grant,037-GREEN,U.S. Senate,,JOE DONNELLY,DEM,7,2,0,9
Grant,038-JEFFERSON 1,U.S. Senate,,JOE DONNELLY,DEM,22,1,0,23
Grant,039-JEFFERSON 2,U.S. Senate,,JOE DONNELLY,DEM,32,2,0,34
Grant,040-JEFFERSON 3,U.S. Senate,,JOE DONNELLY,DEM,14,7,0,21
Grant,041-LIBERTY,U.S. Senate,,JOE DONNELLY,DEM,11,2,0,13
Grant,042-MILL 1,U.S. Senate,,JOE DONNELLY,DEM,32,6,0,38
Grant,043-MILL 2,U.S. Senate,,JOE DONNELLY,DEM,26,8,0,34
Grant,044-MILL 3,U.S. Senate,,JOE DONNELLY,DEM,8,1,0,9
Grant,045-MILL 4,U.S. Senate,,JOE DONNELLY,DEM,20,2,0,22
Grant,046-MILL 5,U.S. Senate,,JOE DONNELLY,DEM,13,5,0,18
Grant,047-MILL 6,U.S. Senate,,JOE DONNELLY,DEM,17,4,0,21
Grant,048-MILL 7,U.S. Senate,,JOE DONNELLY,DEM,16,2,0,18
Grant,049-M1LL 8,U.S. Senate,,JOE DONNELLY,DEM,11,1,0,12
Grant,050-MILL 9,U.S. Senate,,JOE DONNELLY,DEM,13,6,0,19
Grant,051-MILL 10,U.S. Senate,,JOE DONNELLY,DEM,7,3,0,10
Grant,052-MILL 11,U.S. Senate,,JOE DONNELLY,DEM,0,2,0,2
Grant,053-MONROE 1,U.S. Senate,,JOE DONNELLY,DEM,20,7,0,27
Grant,055-PLEASANT 1,U.S. Senate,,JOE DONNELLY,DEM,15,9,0,24
Grant,056-PLEASANT 2,U.S. Senate,,JOE DONNELLY,DEM,18,5,0,23
Grant,057-PLEASANT 3,U.S. Senate,,JOE DONNELLY,DEM,9,3,0,12
Grant,058-PLEASANT 4,U.S. Senate,,JOE DONNELLY,DEM,8,3,0,11
Grant,059-PLEASANT 5,U.S. Senate,,JOE DONNELLY,DEM,25,0,0,25
Grant,060-PLEASANT 6,U.S. Senate,,JOE DONNELLY,DEM,5,3,0,8
Grant,061-PLEASANT 7,U.S. Senate,,JOE DONNELLY,DEM,13,6,0,19
Grant,062-RICHLAND,U.S. Senate,,JOE DONNELLY,DEM,14,7,0,21
Grant,063-SIMS,U.S. Senate,,JOE DONNELLY,DEM,17,0,0,17
Grant,064-VAN BUREN,U.S. Senate,,JOE DONNELLY,DEM,23,11,0,34
Grant,065-WASHINGTON 1,U.S. Senate,,JOE DONNELLY,DEM,4,0,0,4
Grant,066-WASHINGTON 2,U.S. Senate,,JOE DONNELLY,DEM,17,3,0,20
Grant,067-WASHINGTON 3,U.S. Senate,,JOE DONNELLY,DEM,19,5,0,24
Grant,068-WASHINGTON 4,U.S. Senate,,JOE DONNELLY,DEM,11,1,0,12
Grant,Total,U.S. Senate,,JOE DONNELLY,DEM,1011,321,0,1332
Grant,001-CENTER 1,U.S.House,5,DION DOUGLAS,DEM,6,1,0,7
Grant,002-CENTER 2,U.S.House,5,DION DOUGLAS,DEM,1,1,0,2
Grant,003-CENTER 3,U.S.House,5,DION DOUGLAS,DEM,1,0,0,1
Grant,004-CENTER 4,U.S.House,5,DION DOUGLAS,DEM,3,0,0,3
Grant,005-CENTER 5,U.S.House,5,DION DOUGLAS,DEM,2,0,0,2
Grant,006-CENTER 6,U.S.House,5,DION DOUGLAS,DEM,1,2,0,3
Grant,007-CENTER 7,U.S.House,5,DION DOUGLAS,DEM,5,1,0,6
Grant,008-CENTER 8,U.S.House,5,DION DOUGLAS,DEM,10,0,0,10
Grant,009-CENTER 9,U.S.House,5,DION DOUGLAS,DEM,10,1,0,11
Grant,010-CENTER 10,U.S.House,5,DION DOUGLAS,DEM,1,0,0,1
Grant,011-CENTER 11,U.S.House,5,DION DOUGLAS,DEM,2,1,0,3
Grant,012-CENTER 12,U.S.House,5,DION DOUGLAS,DEM,5,0,0,5
Grant,013-CENTER 13,U.S.House,5,DION DOUGLAS,DEM,5,0,0,5
Grant,014-CENTER 14,U.S.House,5,DION DOUGLAS,DEM,2,0,0,2
Grant,015-CENTER 15,U.S.House,5,DION DOUGLAS,DEM,1,1,0,2
Grant,016-CENTER 16,U.S.House,5,DION DOUGLAS,DEM,0,1,0,1
Grant,017-CENTER 17,U.S.House,5,DION DOUGLAS,DEM,1,2,0,3
Grant,018-CENTER 18,U.S.House,5,DION DOUGLAS,DEM,2,1,0,3
Grant,019-CENTER 19,U.S.House,5,DION DOUGLAS,DEM,5,0,0,5
Grant,020-CENTER 20,U.S.House,5,DION DOUGLAS,DEM,0,2,0,2
Grant,024-CENTER 24,U.S.House,5,DION DOUGLAS,DEM,0,0,0,0
Grant,025-FAIRMOUNT 1,U.S.House,5,DION DOUGLAS,DEM,10,2,0,12
Grant,026-FAIRMOUNT 2,U.S.House,5,DION DOUGLAS,DEM,3,0,0,3
Grant,027-FAIRMOUNT 3,U.S.House,5,DION DOUGLAS,DEM,1,0,0,1
Grant,028-FA1RMOUNT 4,U.S.House,5,DION DOUGLAS,DEM,3,0,0,3
Grant,029-FRANKLIN 1,U.S.House,5,DION DOUGLAS,DEM,0,0,0,0
Grant,030-FRANKLIN 2,U.S.House,5,DION DOUGLAS,DEM,3,3,0,6
Grant,031-FRANKLIN 3,U.S.House,5,DION DOUGLAS,DEM,3,0,0,3
Grant,032-FRANKLIN 4,U.S.House,5,DION DOUGLAS,DEM,1,0,0,1
Grant,033-FRANKLIN 5,U.S.House,5,DION DOUGLAS,DEM,6,1,0,7
Grant,034-FRANKLIN 6,U.S.House,5,DION DOUGLAS,DEM,4,0,0,4
Grant,035-FRANKLIN 7,U.S.House,5,DION DOUGLAS,DEM,3,0,0,3
Grant,037-GREEN,U.S.House,5,DION DOUGLAS,DEM,1,0,0,1
Grant,038-JEFFERSON 1,U.S.House,5,DION DOUGLAS,DEM,2,0,0,2
Grant,039-JEFFERSON 2,U.S.House,5,DION DOUGLAS,DEM,4,1,0,5
Grant,040-JEFFERSON 3,U.S.House,5,DION DOUGLAS,DEM,1,1,0,2
Grant,041-LIBERTY,U.S.House,5,DION DOUGLAS,DEM,1,0,0,1
Grant,042-MILL 1,U.S.House,5,DION DOUGLAS,DEM,4,3,0,7
Grant,043-MILL 2,U.S.House,5,DION DOUGLAS,DEM,5,1,0,6
Grant,044-MILL 3,U.S.House,5,DION DOUGLAS,DEM,3,1,0,4
Grant,045-MILL 4,U.S.House,5,DION DOUGLAS,DEM,4,0,0,4
Grant,046-MILL 5,U.S.House,5,DION DOUGLAS,DEM,5,1,0,6
Grant,047-MILL 6,U.S.House,5,DION DOUGLAS,DEM,2,1,0,3
Grant,048-MILL 7,U.S.House,5,DION DOUGLAS,DEM,1,1,0,2
Grant,049-M1LL 8,U.S.House,5,DION DOUGLAS,DEM,2,0,0,2
Grant,050-MILL 9,U.S.House,5,DION DOUGLAS,DEM,0,0,0,0
Grant,051-MILL 10,U.S.House,5,DION DOUGLAS,DEM,2,1,0,3
Grant,052-MILL 11,U.S.House,5,DION DOUGLAS,DEM,0,0,0,0
Grant,053-MONROE 1,U.S.House,5,DION DOUGLAS,DEM,4,2,0,6
Grant,055-PLEASANT 1,U.S.House,5,DION DOUGLAS,DEM,2,0,0,2
Grant,056-PLEASANT 2,U.S.House,5,DION DOUGLAS,DEM,5,1,0,6
Grant,057-PLEASANT 3,U.S.House,5,DION DOUGLAS,DEM,1,0,0,1
Grant,058-PLEASANT 4,U.S.House,5,DION DOUGLAS,DEM,1,0,0,1
Grant,059-PLEASANT 5,U.S.House,5,DION DOUGLAS,DEM,5,1,0,6
Grant,060-PLEASANT 6,U.S.House,5,DION DOUGLAS,DEM,0,0,0,0
Grant,061-PLEASANT 7,U.S.House,5,DION DOUGLAS,DEM,3,2,0,5
Grant,062-RICHLAND,U.S.House,5,DION DOUGLAS,DEM,1,1,0,2
Grant,063-SIMS,U.S.House,5,DION DOUGLAS,DEM,2,0,0,2
Grant,064-VAN BUREN,U.S.House,5,DION DOUGLAS,DEM,3,1,0,4
Grant,065-WASHINGTON 1,U.S.House,5,DION DOUGLAS,DEM,0,0,0,0
Grant,066-WASHINGTON 2,U.S.House,5,DION DOUGLAS,DEM,3,0,0,3
Grant,067-WASHINGTON 3,U.S.House,5,DION DOUGLAS,DEM,7,1,0,8
Grant,068-WASHINGTON 4,U.S.House,5,DION DOUGLAS,DEM,3,0,0,3
Grant,Total,U.S.House,5,DION DOUGLAS,DEM,177,40,0,217
Grant,001-CENTER 1,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,0
Grant,002-CENTER 2,U.S.House,5,SEAN DUGDALE,DEM,1,0,0,1
Grant,003-CENTER 3,U.S.House,5,SEAN DUGDALE,DEM,1,1,0,2
Grant,004-CENTER 4,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,0
Grant,005-CENTER 5,U.S.House,5,SEAN DUGDALE,DEM,1,0,0,1
Grant,006-CENTER 6,U.S.House,5,SEAN DUGDALE,DEM,1,0,0,1
Grant,007-CENTER 7,U.S.House,5,SEAN DUGDALE,DEM,2,0,0,2
Grant,008-CENTER 8,U.S.House,5,SEAN DUGDALE,DEM,1,0,0,1
Grant,009-CENTER 9,U.S.House,5,SEAN DUGDALE,DEM,2,3,0,5
Grant,010-CENTER 10,U.S.House,5,SEAN DUGDALE,DEM,2,1,0,3
Grant,011-CENTER 11,U.S.House,5,SEAN DUGDALE,DEM,3,1,0,4
Grant,012-CENTER 12,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,0
Grant,013-CENTER 13,U.S.House,5,SEAN DUGDALE,DEM,1,1,0,2
Grant,014-CENTER 14,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,0
Grant,015-CENTER 15,U.S.House,5,SEAN DUGDALE,DEM,3,2,0,5
Grant,016-CENTER 16,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,0
Grant,017-CENTER 17,U.S.House,5,SEAN DUGDALE,DEM,1,0,0,1
Grant,018-CENTER 18,U.S.House,5,SEAN DUGDALE,DEM,1,0,0,1
Grant,019-CENTER 19,U.S.House,5,SEAN DUGDALE,DEM,2,0,0,2
Grant,020-CENTER 20,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,0
Grant,024-CENTER 24,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,0
Grant,025-FAIRMOUNT 1,U.S.House,5,SEAN DUGDALE,DEM,2,1,0,3
Grant,026-FAIRMOUNT 2,U.S.House,5,SEAN DUGDALE,DEM,2,0,0,2
Grant,027-FAIRMOUNT 3,U.S.House,5,SEAN DUGDALE,DEM,0,2,0,2
Grant,028-FA1RMOUNT 4,U.S.House,5,SEAN DUGDALE,DEM,1,0,0,1
Grant,029-FRANKLIN 1,U.S.House,5,SEAN DUGDALE,DEM,0,1,0,1
Grant,030-FRANKLIN 2,U.S.House,5,SEAN DUGDALE,DEM,2,0,0,2
Grant,031-FRANKLIN 3,U.S.House,5,SEAN DUGDALE,DEM,2,1,0,3
Grant,032-FRANKLIN 4,U.S.House,5,SEAN DUGDALE,DEM,1,0,0,1
Grant,033-FRANKLIN 5,U.S.House,5,SEAN DUGDALE,DEM,2,0,0,2
Grant,034-FRANKLIN 6,U.S.House,5,SEAN DUGDALE,DEM,5,0,0,5
Grant,035-FRANKLIN 7,U.S.House,5,SEAN DUGDALE,DEM,1,0,0,1
Grant,037-GREEN,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,0
Grant,038-JEFFERSON 1,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,1
Grant,039-JEFFERSON 2,U.S.House,5,SEAN DUGDALE,DEM,2,0,0,2
Grant,040-JEFFERSON 3,U.S.House,5,SEAN DUGDALE,DEM,0,2,0,2
Grant,041-LIBERTY,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,0
Grant,042-MILL 1,U.S.House,5,SEAN DUGDALE,DEM,2,0,0,2
Grant,043-MILL 2,U.S.House,5,SEAN DUGDALE,DEM,3,0,0,3
Grant,044-MILL 3,U.S.House,5,SEAN DUGDALE,DEM,1,0,0,1
Grant,045-MILL 4,U.S.House,5,SEAN DUGDALE,DEM,1,0,0,1
Grant,046-MILL 5,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,0
Grant,047-MILL 6,U.S.House,5,SEAN DUGDALE,DEM,1,0,0,1
Grant,048-MILL 7,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,0
Grant,049-M1LL 8,U.S.House,5,SEAN DUGDALE,DEM,3,0,0,3
Grant,050-MILL 9,U.S.House,5,SEAN DUGDALE,DEM,0,2,0,2
Grant,051-MILL 10,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,0
Grant,052-MILL 11,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,0
Grant,053-MONROE 1,U.S.House,5,SEAN DUGDALE,DEM,1,2,0,3
Grant,055-PLEASANT 1,U.S.House,5,SEAN DUGDALE,DEM,1,1,0,2
Grant,056-PLEASANT 2,U.S.House,5,SEAN DUGDALE,DEM,1,0,0,1
Grant,057-PLEASANT 3,U.S.House,5,SEAN DUGDALE,DEM,0,1,0,1
Grant,058-PLEASANT 4,U.S.House,5,SEAN DUGDALE,DEM,1,0,0,1
Grant,059-PLEASANT 5,U.S.House,5,SEAN DUGDALE,DEM,1,0,0,1
Grant,060-PLEASANT 6,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,0
Grant,061-PLEASANT 7,U.S.House,5,SEAN DUGDALE,DEM,0,1,0,1
Grant,062-RICHLAND,U.S.House,5,SEAN DUGDALE,DEM,2,0,0,2
Grant,063-SIMS,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,0
Grant,064-VAN BUREN,U.S.House,5,SEAN DUGDALE,DEM,4,0,0,4
Grant,065-WASHINGTON 1,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,0
Grant,066-WASHINGTON 2,U.S.House,5,SEAN DUGDALE,DEM,2,1,0,3
Grant,067-WASHINGTON 3,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,0
Grant,068-WASHINGTON 4,U.S.House,5,SEAN DUGDALE,DEM,0,0,0,0
Grant,Total,U.S.House,5,SEAN DUGDALE,DEM,66,24,0,91
Grant,001-CENTER 1,U.S.House,5,ESHEL FARAGGI,DEM,3,0,0,3
Grant,002-CENTER 2,U.S.House,5,ESHEL FARAGGI,DEM,2,1,0,3
Grant,003-CENTER 3,U.S.House,5,ESHEL FARAGGI,DEM,1,1,0,2
Grant,004-CENTER 4,U.S.House,5,ESHEL FARAGGI,DEM,0,0,0,0
Grant,005-CENTER 5,U.S.House,5,ESHEL FARAGGI,DEM,0,0,0,0
Grant,006-CENTER 6,U.S.House,5,ESHEL FARAGGI,DEM,1,2,0,3
Grant,007-CENTER 7,U.S.House,5,ESHEL FARAGGI,DEM,3,1,0,4
Grant,008-CENTER 8,U.S.House,5,ESHEL FARAGGI,DEM,4,1,0,5
Grant,009-CENTER 9,U.S.House,5,ESHEL FARAGGI,DEM,3,0,0,3
Grant,010-CENTER 10,U.S.House,5,ESHEL FARAGGI,DEM,0,0,0,0
Grant,011-CENTER 11,U.S.House,5,ESHEL FARAGGI,DEM,0,0,0,0
Grant,012-CENTER 12,U.S.House,5,ESHEL FARAGGI,DEM,0,0,0,0
Grant,013-CENTER 13,U.S.House,5,ESHEL FARAGGI,DEM,1,0,0,1
Grant,014-CENTER 14,U.S.House,5,ESHEL FARAGGI,DEM,0,0,0,0
Grant,015-CENTER 15,U.S.House,5,ESHEL FARAGGI,DEM,1,0,0,1
Grant,016-CENTER 16,U.S.House,5,ESHEL FARAGGI,DEM,2,0,0,2
Grant,017-CENTER 17,U.S.House,5,ESHEL FARAGGI,DEM,1,2,0,3
Grant,018-CENTER 18,U.S.House,5,ESHEL FARAGGI,DEM,0,1,0,1
Grant,019-CENTER 19,U.S.House,5,ESHEL FARAGGI,DEM,3,0,0,3
Grant,020-CENTER 20,U.S.House,5,ESHEL FARAGGI,DEM,2,1,0,3
Grant,024-CENTER 24,U.S.House,5,ESHEL FARAGGI,DEM,0,0,0,0
Grant,025-FAIRMOUNT 1,U.S.House,5,ESHEL FARAGGI,DEM,4,2,0,6
Grant,026-FAIRMOUNT 2,U.S.House,5,ESHEL FARAGGI,DEM,2,0,0,2
Grant,027-FAIRMOUNT 3,U.S.House,5,ESHEL FARAGGI,DEM,0,0,0,0
Grant,028-FA1RMOUNT 4,U.S.House,5,ESHEL FARAGGI,DEM,1,0,0,1
