precinct,office,district,candidate,party,votes,election_day,absentee,provisional
0006 GENEVA 1 EAST,STRAIGHT PARTY,,DEMOCRATIC,DEM,33,22,11,0
0006 GENEVA 1 EAST,STRAIGHT PARTY,,LIBERTARIAN,LIB,2,1,1,0
0006 GENEVA 1 EAST,U.S. Senate,,MIKE BRAUN,REP,349,282,67,0
0006 GENEVA 1 EAST,U.S. Senate,,JOE DONNELLY,DEM,143,97,46,0
0006 GENEVA 1 EAST,U.S. Senate,,LUCY M. BRENTON,LIB,22,16,6,0
0006 GENEVA 1 EAST,U.S. Senate,,Write-ins,,0,0,0,0
0006 GENEVA 1 EAST,SECRETARY OF STATE,,CONNIE LAWSON,REP,373,299,74,0
0006 GENEVA 1 EAST,SECRETARY OF STATE,,JIM HARPER,DEM,121,80,41,0
0006 GENEVA 1 EAST,SECRETARY OF STATE,,MARK W. RUTHERFORD,LIB,11,10,1,0
0006 GENEVA 1 EAST,SECRETARY OF STATE,,Write-ins,,0,0,0,0
0006 GENEVA 1 EAST,AUDITOR OF STATE,,TERA KLUTZ,REP,369,297,72,0
0006 GENEVA 1 EAST,AUDITOR OF STATE,,JOSELYN WHITTICKER,DEM,120,81,39,0
0006 GENEVA 1 EAST,AUDITOR OF STATE,,JOHN SCHICK,LIB,16,12,4,0
0006 GENEVA 1 EAST,TREASURER OF STATE,,KELLY MITCHELL,REP,383,310,73,0
0006 GENEVA 1 EAST,TREASURER OF STATE,,JOHN C. AGUILERA,DEM,118,78,40,0
0006 GENEVA 1 EAST,U.S. House,6,GREG PENCE,REP,375,299,76,0
0006 GENEVA 1 EAST,U.S. House,6,JEANNINE LEE LAKE,DEM,130,88,42,0
0006 GENEVA 1 EAST,U.S. House,6,TOM FERKINHOFF,LIB,10,9,1,0
0006 GENEVA 1 EAST,U.S. House,6,Write-ins,,0,0,0,0
0006 GENEVA 1 EAST,State Senate,43,"CLYDE A. (CHIP) PERFECT, JR.",REP,424,339,85,0
0006 GENEVA 1 EAST,State Representative,67,RANDY FRYE,REP,400,323,77,0
0006 GENEVA 1 EAST,State Representative,67,CORDELLE FEUSTON,DEM,113,73,40,0
0006 GENEVA 1 EAST,PROSECUTING ATTORNEY,,BRIAN J. BELDING,REP,431,337,94,
0006 GENEVA 1 EAST,CIRCUIT COURT CLERK,,AMY GWIN THOMPSON,REP,364,289,75,0
0006 GENEVA 1 EAST,CIRCUIT COURT CLERK,,RACHAEL SHAW,DEM,150,106,44,0
0006 GENEVA 1 EAST,COUNTY AUDITOR,,TESSIA SALSMAN,REP,335,270,65,0
0006 GENEVA 1 EAST,COUNTY AUDITOR,,KAY SUE VANCE,DEM,180,126,54,0
0006 GENEVA 1 EAST,COUNTY RECORDER,,MARY DORSETT KILGORE,REP,329,260,69,0
0006 GENEVA 1 EAST,COUNTY RECORDER,,SANDRA L. (SANDY) VANCE,DEM,183,134,49,0
0006 GENEVA 1 EAST,COUNTY SHERIFF,,WM. KENNY FREEMAN,REP,261,202,59,0
0006 GENEVA 1 EAST,COUNTY SHERIFF,,GARY M. DRIVER,DEM,256,195,61,0
0006 GENEVA 1 EAST,COUNTY ASSESSOR,,RANDY SHEPHERD,REP,349,277,72,0
0006 GENEVA 1 EAST,COUNTY ASSESSOR,,KARIE A. WILSON,DEM,162,116,46,0
0006 GENEVA 1 EAST,COUNTY COMMISSIONER DISTRICT 3,,MATT SPORLEDER,REP,310,246,64,0
0006 GENEVA 1 EAST,COUNTY COMMISSIONER DISTRICT 3,,NICK MEGEL,DEM,202,146,56,0
0006 GENEVA 1 EAST,COUNTY COUNCIL DISTRICT 1,,MICHAEL V. GERTH,REP,396,312,84,0
0006 GENEVA 1 EAST,COUNTY COUNCIL DISTRICT 1,,SETH KERR,DEM,111,80,31,0
0006 GENEVA 1 EAST,GENEVA TOWNSHIP TRUSTEE,,MICHAEL J. KELLEY,REP,415,328,87,0
0006 GENEVA 1 EAST,GENEVA TWNSHP ADVISORY BOARD,,BRUCE FISCHVOGT,REP,296,239,57,0
0006 GENEVA 1 EAST,GENEVA TWNSHP ADVISORY BOARD,,MICHAEL J. KELLEY,REP,284,222,62,0
0006 GENEVA 1 EAST,GENEVA TWNSHP ADVISORY BOARD,,SANDRA WILKERSON,REP,277,220,57,0
0006 GENEVA 1 EAST,GENEVA TWNSHP ADVISORY BOARD,,BETTY HUTT,DEM,139,102,37,0
0006 GENEVA 1 EAST,SCHOOL BOARD - DISTRICT 4,,ZACK CAMPBELL,,109,82,27,0
0006 GENEVA 1 EAST,SCHOOL BOARD - DISTRICT 4,,TONY DAEGER,,311,245,66,0
0006 GENEVA 1 EAST,SCHOOL BOARD - DISTRICT 4,,AMY PETTIT,,252,201,51,0
0006 GENEVA 1 EAST,SCHOOL BOARD - AT-LARGE,,STEVE ELMORE,,191,149,42,0
0006 GENEVA 1 EAST,SCHOOL BOARD - AT-LARGE,,JAIME GREATHOUSE,,140,109,31,0
0006 GENEVA 1 EAST,SCHOOL BOARD - AT-LARGE,,ALISHA ROBERTS,,68,50,18,0
0006 GENEVA 1 EAST,SCHOOL BOARD - AT-LARGE,,TRAVIS D. SHEPHERD,,188,149,39,0
0006 GENEVA 1 EAST,SCHOOL BOARD - AT-LARGE,,SUSAN STEARNS WAHLMAN,,159,137,22,0
0006 GENEVA 1 EAST,SUPREME COURT JUSTICE RETENTION,,YES,,243,193,50,0
0006 GENEVA 1 EAST,SUPREME COURT JUSTICE RETENTION,,NO,,144,104,40,0
0006 GENEVA 1 EAST,CRT OF APPEALS JUDICIAL RETENTION D2,,YES,,242,190,52,0
0006 GENEVA 1 EAST,CRT OF APPEALS JUDICIAL RETENTION D2,,NO,,144,106,38,0
0007 GENEVA 1 WEST,Registered Voters,,,,1741,,,
0007 GENEVA 1 WEST,BALLOTS CAST - TOTAL,,,,487,865,122,0
0007 GENEVA 1 WEST,PUBLIC QUESTION #1,,YES,,270,210,60,0
0007 GENEVA 1 WEST,PUBLIC QUESTION #1,,NO,,91,71,20,0
0007 GENEVA 1 WEST,STRAIGHT PARTY,,REPUBLICAN,REP,144,113,31,0
0007 GENEVA 1 WEST,STRAIGHT PARTY,,DEMOCRATIC,DEM,90,51,39,0
0007 GENEVA 1 WEST,STRAIGHT PARTY,,LIBERTARIAN,LIB,2,2,0,0
0007 GENEVA 1 WEST,U.S. Senate,,MIKE BRAUN,REP,291,228,63,0
0007 GENEVA 1 WEST,U.S. Senate,,JOE DONNELLY,DEM,161,105,56,0
0007 GENEVA 1 WEST,U.S. Senate,,LUCY M. BRENTON,LIB,27,26,1,0
0007 GENEVA 1 WEST,U.S. Senate,,Write-ins,,0,0,0,0
0007 GENEVA 1 WEST,SECRETARY OF STATE,,CONNIE LAWSON,REP,296,234,62,0
0007 GENEVA 1 WEST,SECRETARY OF STATE,,JIM HARPER,DEM,160,105,55,0
0007 GENEVA 1 WEST,SECRETARY OF STATE,,MARK W. RUTHERFORD,LIB,22,20,2,0
0007 GENEVA 1 WEST,SECRETARY OF STATE,,Write-ins,,1,1,0,0
0007 GENEVA 1 WEST,AUDITOR OF STATE,,TERA KLUTZ,REP,289,229,60,0
0007 GENEVA 1 WEST,AUDITOR OF STATE,,JOSELYN WHITTICKER,DEM,162,105,57,0
0007 GENEVA 1 WEST,AUDITOR OF STATE,,JOHN SCHICK,LIB,22,21,1,0
0007 GENEVA 1 WEST,TREASURER OF STATE,,KELLY MITCHELL,REP,310,250,60,0
0007 GENEVA 1 WEST,TREASURER OF STATE,,JOHN C. AGUILERA,DEM,159,101,58,0
0007 GENEVA 1 WEST,U.S. House,6,GREG PENCE,REP,311,248,63,0
0007 GENEVA 1 WEST,U.S. House,6,JEANNINE LEE LAKE,DEM,157,102,55,0
0007 GENEVA 1 WEST,U.S. House,6,TOM FERKINHOFF,LIB,12,11,1,0
0007 GENEVA 1 WEST,U.S. House,6,Write-ins,,0,0,0,0
0007 GENEVA 1 WEST,State Senate,43,"CLYDE A. (CHIP) PERFECT, JR.",REP,351,280,71,0
0007 GENEVA 1 WEST,State Representative,69,JIM LUCAS,REP,297,240,57,0
0007 GENEVA 1 WEST,State Representative,69,STEVE SCHOETTMER,DEM,184,121,63,0
0007 GENEVA 1 WEST,PROSECUTING ATTORNEY,,BRIAN J. BELDING,REP,357,282,75,0
0007 GENEVA 1 WEST,CIRCUIT COURT CLERK,,AMY GWIN THOMPSON,REP,298,235,63,0
0007 GENEVA 1 WEST,CIRCUIT COURT CLERK,,RACHAEL SHAW,DEM,170,115,55,0
0007 GENEVA 1 WEST,COUNTY AUDITOR,,TESSIA SALSMAN,REP,272,216,56,0
0007 GENEVA 1 WEST,COUNTY AUDITOR,,KAY SUE VANCE,DEM,204,141,63,0
0007 GENEVA 1 WEST,COUNTY RECORDER,,MARY DORSETT KILGORE,REP,264,209,55,0
0007 GENEVA 1 WEST,COUNTY RECORDER,,SANDRA L. (SANDY) VANCE,DEM,214,149,65,0
0007 GENEVA 1 WEST,COUNTY SHERIFF,,WM. KENNY FREEMAN,REP,239,190,49,0
0007 GENEVA 1 WEST,COUNTY SHERIFF,,GARY M. DRIVER,DEM,240,168,72,0
0007 GENEVA 1 WEST,COUNTY ASSESSOR,,RANDY SHEPHERD,REP,281,224,57,0
0007 GENEVA 1 WEST,COUNTY ASSESSOR,,KARIE A. WILSON,DEM,191,130,61,0
0007 GENEVA 1 WEST,COUNTY COMMISSIONER DISTRICT 3,,MATT SPORLEDER,REP,297,239,58,0
0007 GENEVA 1 WEST,COUNTY COMMISSIONER DISTRICT 3,,NICK MEGEL,DEM,181,120,61,0
0007 GENEVA 1 WEST,COUNTY COUNCIL DISTRICT I,,MICHAEL V. GERTH,REP,307,246,61,0
0007 GENEVA 1 WEST,COUNTY COUNCIL DISTRICT I,,SETH KERR,DEM,166,110,56,0
0007 GENEVA 1 WEST,GENEVA TOWNSHIP TRUSTEE,,MICHAEL J. KELLEY,REP,367,291,76,0
0007 GENEVA 1 WEST,GENEVA TWNSHP ADVISORY BOARD,,BRUCE FISCHVOGT,REP,196,154,42,0
0007 GENEVA 1 WEST,GENEVA TWNSHP ADVISORY BOARD,,MICHAEL J. KELLEY,REP,198,157,41,0
0007 GENEVA 1 WEST,GENEVA TWNSHP ADVISORY BOARD,,SANDRA WILKERSON,REP,204,160,44,0
0007 GENEVA 1 WEST,GENEVA TWNSHP ADVISORY BOARD,,BETTY HUTT,DEM,161,116,45,0
0007 GENEVA 1 WEST,SCHOOL BOARD - DISTRICT 4,,ZACK CAMPBELL,,140,109,31,0
0007 GENEVA 1 WEST,SCHOOL BOARD - DISTRICT 4,,TONY DAEGER,,173,133,40,0
0007 GENEVA 1 WEST,SCHOOL BOARD - DISTRICT 4,,AMY PETTIT,,236,180,56,0
0007 GENEVA 1 WEST,SCHOOL BOARD - AT-LARGE,,STEVE ELMORE,,101,78,23,0
0007 GENEVA 1 WEST,SCHOOL BOARD - AT-LARGE,,JAIME GREATHOUSE,,131,91,40,0
0007 GENEVA 1 WEST,SCHOOL BOARD - AT-LARGE,,ALISHA ROBERTS,,83,67,16,0
0007 GENEVA 1 WEST,SCHOOL BOARD - AT-LARGE,,TRAVIS D. SHEPHERD,,132,108,24,0
0007 GENEVA 1 WEST,SCHOOL BOARD - AT-LARGE,,SUSAN STEARNS WAHLMAN,,140,111,29,0
0007 GENEVA 1 WEST,SUPREME COURT JUSTICE RETENTION,,YES,,247,192,55,0
0007 GENEVA 1 WEST,SUPREME COURT JUSTICE RETENTION,,NO,,125,94,31,0
0007 GENEVA 1 WEST,CRT OF APPEALS JUDICIAL RETENTION D2,,YES,,254,199,55,0
0007 GENEVA 1 WEST,CRT OF APPEALS JUDICIAL RETENTION D2,,NO,,116,85,31,0
0008 GENEVA 2,Registered Voters,,,,1039,,,
0008 GENEVA 2,BALLOTS CAST - TOTAL,,,,541,451,90,0
0008 GENEVA 2,PUBLIC QUESTION #1,,YES,,313,266,47,
0008 GENEVA 2,PUBLIC QUESTION #1,,NO,,89,75,14,
0008 GENEVA 2,STRAIGHT PARTY,,REPUBLICAN,REP,153,123,30,0
0008 GENEVA 2,STRAIGHT PARTY,,DEMOCRATIC,DEM,29,19,10,0
0008 GENEVA 2,STRAIGHT PARTY,,LIBERTARIAN,LIB,2,2,0,0
0008 GENEVA 2,U.S. Senate,,MIKE BRAUN,REP,384,322,62,0
0008 GENEVA 2,U.S. Senate,,JOE DONNELLY,DEM,116,93,23,0
0008 GENEVA 2,U.S. Senate,,LUCY M. BRENTON,LIB,37,33,4,0
0008 GENEVA 2,U.S. Senate,,Write-ins,,0,0,0,0
0008 GENEVA 2,SECRETARY OF STATE,,CONNIE LAWSON,REP,417,356,61,0
0008 GENEVA 2,SECRETARY OF STATE,,JIM HARPER,DEM,101,77,24,0
0008 GENEVA 2,SECRETARY OF STATE,,MARK W. RUTHERFORD,LIB,12,11,1,0
0008 GENEVA 2,SECRETARY OF STATE,,Write-ins,,0,0,0,0
0008 GENEVA 2,AUDITOR OF STATE,,TERA KLUTZ,REP,399,335,64,0
0008 GENEVA 2,AUDITOR OF STATE,,JOSELYN WHITTICKER,DEM,104,84,20,0
0008 GENEVA 2,AUDITOR OF STATE,,JOHN SCHICK,LIB,23,22,1,0
0008 GENEVA 2,TREASURER OF STATE,,KELLY MITCHELL,REP,420,359,61,0
0008 GENEVA 2,TREASURER OF STATE,,JOHN C. AGUILERA,DEM,101,76,25,0
0008 GENEVA 2,U.S. House,6,GREG PENCE,REP,408,342,66,0
0008 GENEVA 2,U.S. House,6,JEANNINE LEE LAKE,DEM,110,89,21,0
0008 GENEVA 2,U.S. House,6,TOM FERKINHOFF,LIB,16,15,1,0
0008 GENEVA 2,U.S. House,6,Write-ins,,0,0,0,0
0008 GENEVA 2,State Senate,43,"CLYDE A. (CHIP) PERFECT, JR.",REP,456,388,68,0
0008 GENEVA 2,State Representative,69,JIM LUCAS,REP,408,342,66,
0008 GENEVA 2,State Representative,69,STEVE SCHOETTMER,DEM,125,101,24,
0008 GENEVA 2,PROSECUTING ATTORNEY,,BRIAN J. BELDING,REP,462,391,71,0
0008 GENEVA 2,CIRCUIT COURT CLERK,,AMY GWIN THOMPSON,REP,390,326,64,0
0008 GENEVA 2,CIRCUIT COURT CLERK,,RACHAEL SHAW,DEM,135,111,24,0
0008 GENEVA 2,COUNTY AUDITOR,,TESSIA SALSMAN,REP,353,296,57,0
0008 GENEVA 2,COUNTY AUDITOR,,KAY SUE VANCE,DEM,177,145,32,0
0008 GENEVA 2,COUNTY RECORDER,,MARY DORSETT KILGORE,REP,358,298,60,0
0008 GENEVA 2,COUNTY RECORDER,,SANDRA L. (SANDY) VANCE,DEM,172,143,29,0
0008 GENEVA 2,COUNTY SHERIFF,,WM. KENNY FREEMAN,REP,333,279,54,0
0008 GENEVA 2,COUNTY SHERIFF,,GARY M. DRIVER,DEM,205,169,36,0
0008 GENEVA 2,COUNTY ASSESSOR,,RANDY SHEPHERD,REP,395,336,59,0
0008 GENEVA 2,COUNTY ASSESSOR,,KARIE A. WILSON,DEM,134,104,30,0
0008 GENEVA 2,COUNTY COMMISSIONER DISTRICT 3,,MATT SPORLEDER,REP,359,304,55,0
0008 GENEVA 2,COUNTY COMMISSIONER DISTRICT 3,,NICK MEGEL,DEM,168,134,34,0
0008 GENEVA 2,COUNTY COUNCIL DISTRICT 1,,MICHAEL V. GERTH,REP,412,351,61,0
0008 GENEVA 2,COUNTY COUNCIL DISTRICT 1,,SETH KERR,DEM,110,84,26,0
0008 GENEVA 2,GENEVA TOWNSHIP TRUSTEE,,MICHAEL J. KELLEY,REP,475,403,72,0
0008 GENEVA 2,GENEVA TWNSHP ADVISORY BOARD,,BRUCE FISCHVOGT,REP,293,250,43,0
0008 GENEVA 2,GENEVA TWNSHP ADVISORY BOARD,,MICHAEL J. KELLEY,REP,279,246,33,0
0008 GENEVA 2,GENEVA TWNSHP ADVISORY BOARD,,SANDRA WILKERSON,REP,266,228,38,0
0008 GENEVA 2,GENEVA TWNSHP ADVISORY BOARD,,BETTY HUTT,DEM,138,119,19,0
0008 GENEVA 2,SCHOOL BOARD - DISTRICT 4,,ZACK CAMPBELL,,147,131,16,0
0008 GENEVA 2,SCHOOL BOARD - DISTRICT 4,,TONY DAEGER,,237,203,34,0
0008 GENEVA 2,SCHOOL BOARD - DISTRICT 4,,AMY PETTIT,,248,212,36,0
0008 GENEVA 2,SCHOOL BOARD - AT-LARGE,,STEVE ELMORE,,180,161,19,0
0008 GENEVA 2,SCHOOL BOARD - AT-LARGE,,JAIME GREATHOUSE,,125,103,22,0
0008 GENEVA 2,SCHOOL BOARD - AT-LARGE,,ALISHA ROBERTS,,105,92,13,0
0008 GENEVA 2,SCHOOL BOARD - AT-LARGE,,TRAVIS D. SHEPHERD,,151,133,18,0
0008 GENEVA 2,SCHOOL BOARD - AT-LARGE,,SUSAN STEARNS WAHLMAN,,137,115,22,0
0008 GENEVA 2,SUPREME COURT JUSTICE RETENTION,,YES,,275,241,34,0
0008 GENEVA 2,SUPREME COURT JUSTICE RETENTION,,NO,,113,85,28,0
0008 GENEVA 2,CRT OF APPEALS JUDICIAL RETENTION D2,,YES,,277,239,38,0
0008 GENEVA 2,CRT OF APPEALS JUDICIAL RETENTION D2,,NO,,111,87,24,0
0009 GENEVA 3,Registered Voters,,,,702,,,
0009 GENEVA 3,BALLOTS CAST - TOTAL,,,,397,323,74,0
0009 GENEVA 3,PUBLIC QUESTION #1,,YES,,224,183,41,0
0009 GENEVA 3,PUBLIC QUESTION #1,,NO,,84,73,11,0
0009 GENEVA 3,STRAIGHT PARTY,,REPUBLICAN,REP,130,99,31,0
0009 GENEVA 3,STRAIGHT PARTY,,DEMOCRATIC,DEM,27,21,6,0
0009 GENEVA 3,STRAIGHT PARTY,,LIBERTARIAN,LIB,2,2,0,0
0009 GENEVA 3,U.S. Senate,,MIKE BRAUN,REP,293,239,54,0
0009 GENEVA 3,U.S. Senate,,JOE DONNELLY,DEM,87,69,18,0
0009 GENEVA 3,U.S. Senate,,LUCY M. BRENTON,LIB,13,11,2,0
0009 GENEVA 3,U.S. Senate,,Write-ins,,0,0,0,0
0009 GENEVA 3,SECRETARY OF STATE,,CONNIE LAWSON,REP,301,243,58,0
0009 GENEVA 3,SECRETARY OF STATE,,JIM HARPER,DEM,70,58,12,0
0009 GENEVA 3,SECRETARY OF STATE,,MARK W. RUTHERFORD,LIB,17,13,4,0
0009 GENEVA 3,SECRETARY OF STATE,,Write-ins,,0,0,0,0
0009 GENEVA 3,AUDITOR OF STATE,,TERA KLUTZ,REP,296,241,55,0
0009 GENEVA 3,AUDITOR OF STATE,,JOSELYN WHITTICKER,DEM,71,59,12,0
0009 GENEVA 3,AUDITOR OF STATE,,JOHN SCHICK,LIB,18,11,7,0
0009 GENEVA 3,TREASURER OF STATE,,KELLY MITCHELL,REP,313,252,61,0
0009 GENEVA 3,TREASURER OF STATE,,JOHN C. AGUILERA,DEM,65,52,13,0
0009 GENEVA 3,U.S. House,6,GREG PENCE,REP,313,257,56,0
0009 GENEVA 3,U.S. House,6,JEANNINE LEE LAKE,DEM,69,55,14,0
0009 GENEVA 3,U.S. House,6,TOM FERKINHOFF,LIB,10,6,4,0
0009 GENEVA 3,U.S. House,6,Write-ins,,0,0,0,0
0009 GENEVA 3,State Senate,43,"CLYDE A. (CHIP) PERFECT, JR.",REP,335,271,64,0
0009 GENEVA 3,State Representative,67,RANDY FRYE,REP,417,257,60,0
0009 GENEVA 3,State Representative,67,CORDELLE FEUSTON,DEM,69,0.55,14,0
0009 GENEVA 3,PROSECUTING ATTORNEY,,BRIAN J. BELDING,REP,340,275,65,0
0009 GENEVA 3,CIRCUIT COURT CLERK,,AMY GWIN THOMPSON,REP,285,230,55,0
0009 GENEVA 3,CIRCUIT COURT CLERK,,RACHAEL SHAW,DEM,96,77,19,0
0009 GENEVA 3,COUNTY AUDITOR,,TESSIA SALSMAN,REP,271,216,55,0
0009 GENEVA 3,COUNTY AUDITOR,,KAY SUE VANCE,DEM,113,94,19,0
0009 GENEVA 3,COUNTY RECORDER,,MARY DORSETT KILGORE,REP,271,222,49,0
0009 GENEVA 3,COUNTY RECORDER,,SANDRA L. (SANDY) VANCE,DEM,113,88,25,0
0009 GENEVA 3,COUNTY SHERIFF,,WM. KENNY FREEMAN,REP,246,192,54,0
0009 GENEVA 3,COUNTY SHERIFF,,GARY M. DRIVER,DEM,146,126,20,0
0009 GENEVA 3,COUNTY ASSESSOR,,RANDY SHEPHERD,REP,306,248,58,0
0009 GENEVA 3,COUNTY ASSESSOR,,KARIE A. WILSON,DEM,77,61,16,0
0009 GENEVA 3,COUNTY COMMISSIONER DISTRICT 3,,MATT SPORLEDER,REP,281,227,54,0
0009 GENEVA 3,COUNTY COMMISSIONER DISTRICT 3,,NICK MEGEL,DEM,106,86,20,0
0009 GENEVA 3,COUNTY COUNCIL DISTRICT 1,,MICHAEL V. GERTH,REP,308,252,56,0
0009 GENEVA 3,COUNTY COUNCIL DISTRICT 1,,SETH KERR,DEM,74,56,18,0
0009 GENEVA 3,GENEVA TOWNSHIP TRUSTEE,,MICHAEL J. KELLEY,REP,336,270,66,0
0009 GENEVA 3,GENEVA TWNSHP ADVISORY BOARD,,BRUCE FISCHVOGT,REP,199,168,31,0
0009 GENEVA 3,GENEVA TWNSHP ADVISORY BOARD,,MICHAEL J. KELLEY,REP,184,149,35,0
0009 GENEVA 3,GENEVA TWNSHP ADVISORY BOARD,,SANDRA WILKERSON,REP,187,153,34,0
0009 GENEVA 3,GENEVA TWNSHP ADVISORY BOARD,,BETTY HUTT,DEM,79,63,16,0
0009 GENEVA 3,SCHOOL BOARD - DISTRICT 4,,LACK CAMPBELL,,106,87,19,0
0009 GENEVA 3,SCHOOL BOARD - DISTRICT 4,,TONY DAEGER,,187,142,45,0
0009 GENEVA 3,SCHOOL BOARD - DISTRICT 4,,AMY PETTIT,,192,154,38,0
0009 GENEVA 3,SCHOOL BOARD - AT-LARGE,,STEVE ELMORE,,113,86,27,0
0009 GENEVA 3,SCHOOL BOARD - AT-LARGE,,JAIME GREATHOUSE,,93,69,24,0
0009 GENEVA 3,SCHOOL BOARD - AT-LARGE,,ALISHA ROBERTS,,67,55,12,0
0009 GENEVA 3,SCHOOL BOARD - AT-LARGE,,TRAVIS D. SHEPHERD,,148,120,28,0
0009 GENEVA 3,SCHOOL BOARD - AT-LARGE,,SUSAN STEARNS WAHLMAN,,115,93,22,0
0009 GENEVA 3,SUPREME COURT JUSTICE RETENTION,,YES,,177,140,37,0
0009 GENEVA 3,SUPREME COURT JUSTICE RETENTION,,NO,,113,91,22,0
0009 GENEVA 3,CRT OF APPEALS JUDICIAL RETENTION D2,,YES,,178,140,38,0
0009 GENEVA 3,CRT OF APPEALS JUDICIAL RETENTION D2,,NO,,112,90,22,0
0010 LOVETT,Registered Voters,,,,748,,,
0010 LOVETT,BALLOTS CAST - TOTAL,,,,426,346,80,0
0010 LOVETT,PUBLIC QUESTION #1,,YES,,213,179,34,0
0010 LOVETT,PUBLIC QUESTION #1,,NO,,94,77,17,0
0010 LOVETT,STRAIGHT PARTY,,REPUBLICAN,REP,71,55,16,0
0010 LOVETT,STRAIGHT PARTY,,DEMOCRATIC,DEM,23,16,7,0
0010 LOVETT,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,0,
0010 LOVETT,U.S. Senate,,MIKE BRAUN,REP,258,212,46,0
0010 LOVETT,U.S. Senate,,JOE DONNELLY,DEM,137,107,30,0
0010 LOVETT,U.S. Senate,,LUCY M. BRENTON,LIB,25,22,3,0
0010 LOVETT,U.S. Senate,,Write-ins,,0,0,0,0
0010 LOVETT,SECRETARY OF STATE,,CONNIE LAWSON,REP,270,224,46,0
0010 LOVETT,SECRETARY OF STATE,,JIM HARPER,DEM,126,98,28,0
0010 LOVETT,SECRETARY OF STATE,,MARK W. RUTHERFORD,LIB,14,11,3,0
0010 LOVETT,SECRETARY OF STATE,,Write-ins,,1,1,0,0
0010 LOVETT,AUDITOR OF STATE,,TERA KLUTZ,REP,264,218,46,0
0010 LOVETT,AUDITOR OF STATE,,JOSELYN WHITTICKER,DEM,131,104,27,0
0010 LOVETT,AUDITOR OF STATE,,JOHN SCHICK,LIB,15,12,3,0
0010 LOVETT,TREASURER OF STATE,,KELLY MITCHELL,REP,275,228,47,0
0010 LOVETT,TREASURER OF STATE,,JOHN C. AGUILERA,DEM,125,98,27,0
0010 LOVETT,U.S. House,6,GREG PENCE,REP,283,237,46,0
0010 LOVETT,U.S. House,6,JEANNINE LEE LAKE,DEM,130,100,30,0
0010 LOVETT,U.S. House,6,TOM FERKINHOFF,LIB,5,4,1,0
0010 LOVETT,U.S. House,6,Write-ins,,0,0,0,0
0010 LOVETT,State Senate,43,"CLYDE A. (CHIP) PERFECT, JR.",REP,323,267,56,0
0010 LOVETT,State Representative,69,JIM LUCAS,REP,278,231,47,0
0010 LOVETT,State Representative,69,STEVE SCHOETTMER,DEM,137,105,32,0
0010 LOVETT,PROSECUTING ATTORNEY,,BRIAN J. BELDING,REP,339,279,60,0
0010 LOVETT,CIRCUIT COURT CLERK,,AMY GWIN THOMPSON,REP,244,209,35,0
0010 LOVETT,CIRCUIT COURT CLERK,,RACHAEL SHAW,DEM,167,128,39,0
0010 LOVETT,COUNTY AUDITOR,,TESSIA SALSMAN,REP,176,146,30,0
0010 LOVETT,COUNTY AUDITOR,,KAY SUE VANCE,DEM,247,197,50,0
0010 LOVETT,COUNTY RECORDER,,MARY DORSETT KILGORE,REP,210,174,36,0
0010 LOVETT,COUNTY RECORDER,,SANDRA L. (SANDY) VANCE,DEM,206,163,43,0
0010 LOVETT,COUNTY SHERIFF,,WM. KENNY FREEMAN,REP,216,181,35,0
0010 LOVETT,COUNTY SHERIFF,,GARY M. DRIVER,DEM,205,161,44,0
0010 LOVETT,COUNTY ASSESSOR,,RANDY SHEPHERD,REP,248,210,38,0
0010 LOVETT,COUNTY ASSESSOR,,KARIE A. WILSON,DEM,169,130,39,0
0010 LOVETT,COUNTY COMMISSIONER DISTRICT 3,,MATT SPORLEDER,REP,232,191,41,0
0010 LOVETT,COUNTY COMMISSIONER DISTRICT 3,,NICK MEGEL,DEM,184,149,35,0
0010 LOVETT,COUNTY COUNCIL DISTRICT 3,,BOB ELLIS,REP,296,245,51,0
0010 LOVETT,COUNTY COUNCIL DISTRICT 3,,"DANIEL (DAN) HOLT, SR.",DEM,116,90,26,0
0010 LOVETT,LOVETT TOWNSHIP TRUSTEE,,JAMES A. MALCOHB,DEM,315,257,58,0
0010 LOVETT,LOVETT TWNSHP ADVISORY BOARD,,RAY C. HUGHES,DEM,263,214,49,0
0010 LOVETT,LOVETT TWNSHP ADVISORY BOARD,,KATRINA POLING,DEM,208,167,41,0
0010 LOVETT,LOVETT TWNSHP ADVISORY BOARD,,JENNIFER GALLIHER POSEY,DEM,209,167,42,0
0010 LOVETT,SCHOOL BOARD - DISTRICT 4,,LACK CAMPBELL,,83,66,17,0
0010 LOVETT,SCHOOL BOARD - DISTRICT 4,,TONY DAEGER,,233,190,43,0
0010 LOVETT,SCHOOL BOARD - DISTRICT 4,,AMY PETTIT,,210,171,39,0
0010 LOVETT,SCHOOL BOARD - AT-LARGE,,STEVE ELMORE,,116,92,24,0
0010 LOVETT,SCHOOL BOARD - AT-LARGE,,JAIME GREATHOUSE,,79,64,15,0
0010 LOVETT,SCHOOL BOARD - AT-LARGE,,ALISHA ROBERTS,,58,51,7,0
0010 LOVETT,SCHOOL BOARD - AT-LARGE,,TRAVIS D. SHEPHERD,,151,121,30,0
0010 LOVETT,SCHOOL BOARD - AT-LARGE,,SUSAN STEARNS WAHLMAN,,192,155,37,0
0010 LOVETT,SUPREME COURT JUSTICE RETENTION,,YES,,199,160,39,0
